公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投<br>資比率(%),year,market,出表日期,資料年月,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1444,力麗,34.03,178.33,103.19,59.08,-6.69,8.84,41.28,3.52,103.69,1.15,0.47,-2.12,-3.73,-4.8,-5.07,-0.38,15.18,49.83,3.05,109,上市,,,,,,,,,,,,,
1445,大宇,19.18,190.48,420.65,243.55,-145.05,6.66,54.80,2.10,173.80,1.1,0.47,-2.87,-3.54,-6.42,-6.31,-0.44,67.86,319.85,3.94,109,上市,,,,,,,,,,,,,
1446,宏和,62.34,702115.71,828.55,69.46,,24.87,14.67,9.20,39.67,939.76,0.12,-0.05,-0.48,-0.94,-1.52,-0.05,29.17,,2.37,109,上市,,,,,,,,,,,,,
1447,力鵬,41.55,228.6,130.94,89.49,-8.43,6.84,53.36,5.75,63.47,2.33,0.75,-2.06,-4.05,-5.82,-3.05,-0.48,13.48,112.14,2.83,109,上市,,,,,,,,,,,,,
1449,佳和,82.96,1273.21,111.66,27.81,-0.04,10.28,35.50,1.07,341.12,7.04,0.3,-0.67,-14.16,-12.54,-6.58,-1.48,-14.86,-51.38,-16.76,109,上市,,,,,,,,,,,,,
1451,年興,19.63,463.69,451.06,259.25,-89.60,3.86,94.55,2.79,130.82,3.77,0.76,-4.55,-5.85,-27.68,-6.04,-2.14,3.27,56.52,0.27,109,上市,,,,,,,,,,,,,
1452,宏益,8.58,407.51,1040.82,906.79,8582.83,5.65,64.60,3.71,98.38,1.93,0.47,3.58,3.89,7.76,7.67,0.74,195.32,106.99,5.1,109,上市,,,,,,,,,,,,,
1453,大將,4.61,1288.91,1802.16,540.82,0.00,*****,*****,0.26,1403.84,2.19,0.16,1.15,1.19,1.49,6.97,0.15,-118.45,-168.28,-5.58,109,上市,,,,,,,,,,,,,
1454,台富,23.35,202.92,274.41,159.79,,7.71,47.34,1.69,215.97,1.55,0.6,-1.82,-2.51,-4.55,-3.18,-0.31,0.42,1.05,0.05,109,上市,,,,,,,,,,,,,
1455,集盛,26.89,144.96,147.71,94.28,-2.06,6.36,57.38,5.14,71.01,1.62,0.83,-0.33,-0.58,-0.63,-0.52,-0.07,47.83,134.84,5.86,109,上市,,,,,,,,,,,,,
1456,怡華,80.81,5235.89,146.28,11.81,183.04,5.23,69.78,0.17,2147.05,11.37,0.12,2.29,5.43,7.47,9.5,0.73,,3.66,,109,上市,,,,,,,,,,,,,
1457,宜進,56.34,451.35,115.63,82.61,7.29,4.98,73.29,3.12,116.98,0.78,0.15,3.67,7.34,26.86,20.56,2.89,-14.3,66.74,-14.04,109,上市,,,,,,,,,,,,,
1459,聯發,51.09,174.66,138.94,120.09,-264.60,8.05,45.34,6.93,52.66,0.71,0.3,-2.38,-6.44,-5.07,-10.3,-0.58,3.55,6.88,0.86,109,上市,,,,,,,,,,,,,
1460,宏遠,71.94,127.48,112.79,35.44,-8.19,5.94,61.44,1.44,253.47,1.22,0.54,-6.32,-21.67,-18.29,-12.76,-1.94,-5.04,6.98,-2.75,109,上市,,,,,,,,,,,,,
1463,強盛,15.25,543.68,517.12,442.92,0.00,6.08,60.03,1.83,199.45,1.03,0.17,2.38,2.68,3.87,13.84,0.33,54.14,148.41,1.25,109,上市,,,,,,,,,,,,,
1464,得力,69.44,145.82,111.66,68.52,-0.64,4.29,85.08,2.24,162.94,1.41,0.47,-0.33,-3.53,-7.59,-2.4,-0.54,6.62,11.07,-0.16,109,上市,,,,,,,,,,,,,
1465,偉全,10.77,632.16,532.27,409.13,-9683.69,7.24,50.41,1.69,215.97,1.51,0.22,-1.18,-1.38,-3.53,-5.9,-0.24,0.0,72.19,-7.79,109,上市,,,,,,,,,,,,,
1466,聚隆,53.82,164.04,218.58,125.55,2.97,6.33,57.66,3.88,94.07,1.54,0.77,1.82,2.59,3.87,1.54,0.38,97.44,165.2,9.21,109,上市,,,,,,,,,,,,,
1467,南緯,58.93,234.47,141.49,92.03,3.76,7.85,46.49,4.83,75.56,3.96,1.06,3.21,5.58,11.41,1.92,0.72,23.47,84.15,13.37,109,上市,,,,,,,,,,,,,
1468,昶和,56.13,224.33,178.39,98.05,2.74,12.34,29.57,1.16,314.65,1.08,0.34,2.42,3.78,2.82,4.7,0.26,25.4,194.38,6.69,109,上市,,,,,,,,,,,,,
1470,大統新創,17.66,215.15,350.99,259.71,75.00,4.67,78.15,3.25,112.30,1.42,0.54,3.05,3.63,4.76,5.61,0.41,38.55,88.87,0.45,109,上市,,,,,,,,,,,,,
1471,首利,34.59,474.83,215.09,194.2,43.80,4.45,82.02,9.04,40.37,3.41,0.76,28.19,46.82,27.91,36.49,2.63,-12.19,-241.91,-3.29,109,上市,,,,,,,,,,,,,
1472,三洋實業,85.48,261.46,76.61,72.56,0.00,5.84,62.50,2.50,146.00,0.91,0.2,-25.24,-116.12,-49.37,-129.18,-8.66,-4.34,-110.22,-3.03,109,上市,,,,,,,,,,,,,
1473,台南,34.9,320.46,192.87,133.6,-14.08,5.16,70.73,5.82,62.71,5.24,1.09,-6.24,-10.1,-25.87,-6.0,-2.45,11.13,134.67,2.21,109,上市,,,,,,,,,,,,,
1474,弘裕,48.33,204.16,168.14,97.81,8.58,4.45,82.02,2.86,127.62,2.41,0.76,3.02,5.18,8.81,3.53,0.83,10.27,85.29,4.2,109,上市,,,,,,,,,,,,,
1475,業旺,19.6,25205.35,502.25,475.44,101.76,9.87,36.98,11.97,30.49,145.08,0.68,1.58,2.11,0.67,2.33,0.07,-13.59,11.62,-0.03,109,上市,,,,,,,,,,,,,
1476,儒鴻,27.52,190.87,224.18,143.91,15795.34,6.91,52.82,4.26,85.68,2.69,1.13,17.21,22.82,194.04,15.1,15.51,58.81,87.7,3.54,109,上市,,,,,,,,,,,,,
1477,聚陽,45.46,208.94,158.79,108.15,43.67,16.24,22.47,5.21,70.05,5.01,1.49,12.76,21.47,123.57,8.34,9.35,9.38,62.95,-2.63,109,上市,,,,,,,,,,,,,
1503,士電,38.89,208.21,136.69,94.4,62.26,3.84,95.05,3.56,102.52,1.81,0.62,3.92,6.34,42.11,6.22,2.93,16.57,120.78,3.14,109,上市,,,,,,,,,,,,,
1504,東元,36.01,483.48,233.41,175.05,19.59,4.41,82.76,3.36,108.63,2.81,0.45,3.91,5.89,22.36,8.32,1.81,27.97,134.73,2.7,109,上市,,,,,,,,,,,,,
1506,正道,60.57,131.08,112.9,56.67,-11.63,3.43,106.41,1.80,202.77,0.71,0.34,-13.83,-41.5,-22.51,-43.27,-2.19,-4.11,17.03,-1.11,109,上市,,,,,,,,,,,,,
1512,瑞利,91.67,129.29,99.01,55.35,-227.16,2.72,134.19,3.00,121.66,1.26,0.5,-4.17,-58.34,-5.5,-10.78,-0.55,13.66,106.51,3.24,109,上市,,,,,,,,,,,,,
1513,中興電,63.09,210.01,136.81,59.04,25.16,7.49,48.73,1.83,199.45,2.25,0.62,6.47,16.57,37.84,10.08,3.59,25.44,46.83,8.48,109,上市,,,,,,,,,,,,,
1514,亞力,45.63,337.06,163.55,110.46,35.87,2.93,124.57,2.83,128.97,4.88,0.86,5.52,9.96,17.91,6.26,1.51,14.04,96.32,4.9,109,上市,,,,,,,,,,,,,
1515,力山,60.58,144.49,117.11,95.83,91.54,6.56,55.64,10.86,33.60,4.38,1.38,10.11,22.8,58.35,7.23,4.5,28.22,153.61,16.5,109,上市,,,,,,,,,,,,,
1516,川飛,13.96,919.61,638.14,638.14,,4.49,81.29,,,18.39,1.75,6.11,7.26,8.33,3.49,0.83,-34.38,374.62,-8.83,109,上市,,,,,,,,,,,,,
1517,利奇,30.18,306.48,278.16,198.77,7941.45,3.50,104.28,3.63,100.55,2.74,0.73,4.38,6.13,11.5,5.97,0.75,1.01,34.3,-0.72,109,上市,,,,,,,,,,,,,
1519,華城,59.19,221.36,164.02,95.29,21.34,3.08,118.50,2.54,143.70,4.27,0.97,5.55,13.21,18.16,5.4,1.75,5.49,97.82,-0.65,109,上市,,,,,,,,,,,,,
1521,大億,52.03,189.66,128.42,67.55,65.35,5.11,71.42,4.65,78.49,4.79,1.31,4.43,8.72,23.43,3.33,2.1,11.16,71.34,-3.37,109,上市,,,,,,,,,,,,,
1522,堤維西,74.71,197.41,134.16,59.24,4.27,5.20,70.19,2.56,142.57,1.73,0.64,1.73,4.23,13.04,1.98,0.84,45.36,84.54,10.68,109,上市,,,,,,,,,,,,,
1524,耿鼎,56.21,108.81,99.61,54.04,240.80,5.46,66.84,3.13,116.61,0.58,0.38,1.07,1.61,2.26,1.91,0.21,26.54,93.27,2.84,109,上市,,,,,,,,,,,,,
1525,江申,18.18,917.62,216.81,181.26,196.00,4.95,73.73,5.25,69.52,2.05,0.2,6.31,7.69,55.88,30.77,4.41,-21.45,-48.29,-4.86,109,上市,,,,,,,,,,,,,
1526,日馳,38.69,221.26,183.89,86.23,76.42,7.21,50.62,1.68,217.26,2.33,0.72,10.41,16.71,36.88,14.3,2.97,66.76,112.8,24.94,109,上市,,,,,,,,,,,,,
1527,鑽全,19.1,430.82,433.63,361.32,0.00,4.80,76.04,3.49,104.58,3.73,0.74,8.39,10.18,37.65,11.34,2.94,39.4,136.92,3.24,109,上市,,,,,,,,,,,,,
1528,恩德,56.41,220.75,143.73,93.3,-2.67,3.24,112.65,1.85,197.29,2.82,0.64,-1.81,-5.2,-6.3,-3.68,-0.61,5.49,-11.22,3.56,109,上市,,,,,,,,,,,,,
1529,樂事綠能,34.01,216.94,237.89,228.77,-691.99,2.60,140.38,33.61,10.85,0.97,0.37,3.07,5.82,6.39,10.19,0.65,112.0,6.34,20.67,109,上市,,,,,,,,,,,,,
1530,亞崴,46.02,171.1,138.83,83.41,25.54,3.38,107.98,1.72,212.20,1.44,0.48,9.6,19.86,57.5,19.21,3.92,15.5,111.48,6.14,109,上市,,,,,,,,,,,,,
1531,高林股,19.99,363.63,481.77,339.35,97.38,1.97,185.27,1.71,213.45,1.51,0.37,1.24,1.53,-3.73,-3.42,-0.3,34.72,93.4,3.36,109,上市,,,,,,,,,,,,,
1532,勤美,64.27,292.51,190.37,67.74,374.02,3.39,107.66,0.55,663.63,1.29,0.29,2.31,4.99,25.72,6.03,1.47,17.87,61.33,6.86,109,上市,,,,,,,,,,,,,
1533,車王電,57.64,267.22,194.88,138.66,2.98,4.68,77.99,1.33,274.43,2.06,0.46,0.31,3.46,6.1,-0.17,0.86,21.95,91.69,7.54,109,上市,,,,,,,,,,,,,
1535,中宇,55.98,2143.81,156.62,104.27,135.00,7.14,51.12,0.33,1106.06,63.99,1.31,3.08,6.66,19.35,2.23,1.6,39.26,81.12,33.57,109,上市,,,,,,,,,,,,,
1536,和大,65.09,103.33,84.18,54.64,3.46,2.28,160.08,2.03,179.80,0.47,0.29,2.1,4.38,12.73,5.48,1.12,17.05,36.39,3.83,109,上市,,,,,,,,,,,,,
1537,廣隆,26.73,499.64,410.98,267.58,1217.03,6.73,54.23,3.67,99.45,7.39,1.31,16.17,21.84,144.47,12.35,10.75,122.68,124.96,7.64,109,上市,,,,,,,,,,,,,
1538,正峰,62.26,288.51,219.05,162.72,-2.21,5.21,70.05,3.81,95.80,1.65,0.39,-1.37,-7.74,-4.24,-4.46,-0.57,-56.65,-43.25,-5.53,109,上市,,,,,,,,,,,,,
1539,巨庭,71.8,147.42,118.68,98.33,0.08,4.40,82.95,4.27,85.48,2.19,0.59,-0.13,-1.45,18.87,-0.81,-0.28,1.31,44.5,-0.84,109,上市,,,,,,,,,,,,,
1540,喬福,14.73,433.1,615.09,496.54,24201.27,8.81,41.43,0.61,598.36,0.66,0.2,1.27,-1.48,-2.94,-6.34,-0.24,21.24,182.08,-0.03,109,上市,,,,,,,,,,,,,
1541,錩泰,55.35,314.95,156.71,115.58,77.79,3.41,107.03,5.55,65.76,8.21,1.52,13.33,30.52,74.97,8.66,5.79,10.05,87.78,8.75,109,上市,,,,,,,,,,,,,
1558,伸興,36.67,304.22,243.32,184.13,205.36,6.25,58.40,5.24,69.65,3.92,0.97,11.79,17.16,186.78,12.14,13.76,33.14,93.59,3.54,109,上市,,,,,,,,,,,,,
1560,中砂,49.9,154.46,236.27,126.11,4045.44,5.75,63.47,2.60,140.38,1.18,0.59,6.37,11.55,48.45,10.46,3.63,72.16,60.11,5.12,109,上市,,,,,,,,,,,,,
1568,倉佑,52.96,144.09,161.86,114.99,1.54,2.73,133.69,2.97,122.89,1.1,0.54,0.64,0.68,0.68,0.58,0.1,39.85,77.11,9.8,109,上市,,,,,,,,,,,,,
1582,信錦,46.97,405.78,178.7,152.84,5577.00,2.57,142.02,7.39,49.39,5.73,0.82,9.11,16.3,121.04,10.09,7.81,11.42,100.01,0.08,109,上市,,,,,,,,,,,,,
1583,程泰,47.46,200.94,146.15,86.84,15.50,3.20,114.06,1.29,282.94,1.39,0.41,5.69,10.98,57.43,13.17,4.39,14.75,98.85,5.88,109,上市,,,,,,,,,,,,,
1587,吉茂,51.67,159.09,138.87,70.0,16.83,5.36,68.09,1.71,213.45,1.76,0.67,7.16,14.08,33.97,10.06,2.64,27.45,76.63,13.55,109,上市,,,,,,,,,,,,,
1589,永冠-KY,46.54,219.22,260.07,218.55,7.67,2.52,144.84,4.79,76.20,1.42,0.55,3.97,6.31,8.8,6.31,4.8,16.51,39.98,3.33,109,上市,,,,,,,,,,,,,
1590,亞德客-KY,45.71,117.37,112.96,87.92,25.32,3.17,115.14,2.84,128.52,0.9,0.47,12.39,23.82,335.55,25.36,25.63,30.16,69.04,10.74,109,上市,,,,,,,,,,,,,
1597,直得,39.79,181.69,228.41,146.68,1860.04,3.68,99.18,1.24,294.35,0.98,0.4,6.22,9.82,32.21,14.7,2.51,47.91,109.41,6.77,109,上市,,,,,,,,,,,,,
1598,岱宇,63.25,230.86,124.92,76.69,30.49,6.05,60.33,3.52,103.69,4.74,1.28,13.27,37.05,124.76,10.04,11.69,19.32,53.92,19.9,109,上市,,,,,,,,,,,,,
1603,華電,34.96,190.35,174.14,113.91,26.66,1.90,192.10,1.87,195.18,0.69,0.27,4.12,6.18,19.18,14.55,2.05,-4.73,80.46,-2.75,109,上市,,,,,,,,,,,,,
1604,聲寶,35.84,171.55,176.6,86.72,86.87,12.95,28.18,4.68,77.99,1.59,0.61,14.83,24.67,53.84,23.94,4.86,18.77,38.09,-1.41,109,上市,,,,,,,,,,,,,
1605,華新,42.41,350.22,178.57,93.02,1813.14,10.35,35.26,4.64,78.66,3.62,0.77,5.12,8.44,28.67,6.22,2.04,22.72,68.03,4.58,109,上市,,,,,,,,,,,,,
1608,華榮,35.81,285.65,161.68,76.05,1831.72,8.13,44.89,2.55,143.13,2.4,0.6,3.16,4.69,6.75,4.99,0.76,13.5,72.9,0.63,109,上市,,,,,,,,,,,,,
1609,大亞,63.77,227.54,137.24,95.4,663.40,5.50,66.36,4.95,73.73,2.95,0.79,5.24,11.79,20.47,5.64,1.45,7.3,22.03,2.14,109,上市,,,,,,,,,,,,,
1611,中電,29.66,571.78,244.4,191.82,10.49,5.68,64.26,2.70,135.18,1.94,0.34,1.4,1.73,2.76,3.79,0.23,11.47,8.88,-6.31,109,上市,,,,,,,,,,,,,
1612,宏泰,13.77,353.16,543.15,299.14,85.27,5.98,61.03,3.01,121.26,2.97,0.76,8.72,10.39,18.74,11.32,1.64,64.7,20.13,3.13,109,上市,,,,,,,,,,,,,
1614,三洋電,18.43,145.62,280.48,160.05,297.46,18.45,19.78,4.46,81.83,1.36,0.85,5.53,6.71,16.19,6.48,1.37,86.76,97.53,5.6,109,上市,,,,,,,,,,,,,
1615,大山,40.6,225.23,166.77,83.61,62.97,4.97,73.44,3.54,103.10,2.97,1.02,10.74,17.12,33.66,10.38,2.67,19.68,51.13,2.14,109,上市,,,,,,,,,,,,,
1616,億泰,45.74,228.25,159.34,76.93,2.41,5.74,63.58,2.57,142.02,3.63,0.97,0.38,0.11,0.82,0.06,0.01,0.0,206.0,0.0,109,上市,,,,,,,,,,,,,
1617,榮星,40.91,216.09,195.66,163.21,26.00,4.23,86.28,9.09,40.15,3.41,1.04,5.28,8.41,12.4,4.9,1.02,5.77,73.55,0.49,109,上市,,,,,,,,,,,,,
1618,合機,8.37,289.73,627.46,426.48,818.12,6.51,56.06,3.15,115.87,2.15,0.58,5.01,5.55,12.21,8.57,1.0,109.27,96.27,6.51,109,上市,,,,,,,,,,,,,
1626,艾美特-KY,66.08,147.72,118.25,71.41,6.24,4.68,77.99,3.64,100.27,2.94,1.0,2.12,5.1,16.04,1.7,1.12,8.47,251.4,6.09,109,上市,,,,,,,,,,,,,
1701,中化,46.37,212.6,178.93,104.89,16.36,3.76,97.07,2.27,160.79,1.92,0.68,4.96,8.9,22.06,6.84,1.88,27.08,62.47,5.61,109,上市,,,,,,,,,,,,,
1702,南僑,72.55,112.13,97.76,72.56,7.38,10.10,36.13,4.99,73.14,1.39,0.71,4.68,14.88,56.32,5.64,3.84,23.05,73.4,8.91,109,上市,,,,,,,,,,,,,
1707,葡萄王,39.11,131.42,113.45,91.87,166.83,44.69,8.16,2.57,142.02,1.33,0.75,15.59,24.53,174.5,20.67,9.34,77.68,110.15,10.59,109,上市,,,,,,,,,,,,,
1708,東鹼,51.2,102.73,78.92,61.46,2.76,7.92,46.08,8.69,42.00,0.43,0.34,2.11,2.97,8.24,4.32,0.76,38.06,61.22,5.09,109,上市,,,,,,,,,,,,,
1709,和益,32.69,187.1,165.75,80.21,27.12,7.47,48.86,2.58,141.47,1.87,0.76,5.01,7.32,14.96,6.36,1.16,50.64,72.58,9.53,109,上市,,,,,,,,,,,,,
1710,東聯,56.28,172.88,70.54,51.16,-2.55,16.96,21.52,16.08,22.69,1.27,0.53,-3.32,-9.3,-14.76,-7.84,-1.22,-8.43,113.5,1.29,109,上市,,,,,,,,,,,,,
1711,永光,36.58,193.64,209.4,100.05,4.95,4.78,76.35,1.85,197.29,1.44,0.58,1.91,2.48,4.83,2.64,0.39,46.41,120.84,6.19,109,上市,,,,,,,,,,,,,
1712,興農,52.48,148.07,129.1,69.77,14.91,9.30,39.24,4.61,79.17,2.63,1.16,5.1,10.17,20.24,4.13,1.7,41.21,200.09,10.99,109,上市,,,,,,,,,,,,,
1713,國化,5.83,691.75,2703.23,2188.43,0.00,4.59,79.52,2.85,128.07,1.38,0.19,3.7,3.94,6.24,19.22,0.61,-116.83,-16.03,-4.32,109,上市,,,,,,,,,,,,,
1714,和桐,32.69,398.47,295.62,235.91,13.80,6.89,52.97,6.39,57.12,4.91,1.08,10.77,15.91,29.6,9.28,1.68,129.05,577.62,22.7,109,上市,,,,,,,,,,,,,
1717,長興,58.64,244.69,210.28,157.22,9.15,2.29,159.38,3.94,92.63,2.25,0.69,5.09,11.04,25.35,6.49,2.05,26.73,65.74,3.93,109,上市,,,,,,,,,,,,,
1718,中纖,91.3,,,,,,,,,0.13,0.02,0.98,6.38,30.35,33.93,0.73,,,,109,上市,,,,,,,,,,,,,
1720,生達,30.41,254.04,218.2,139.65,100.53,4.64,78.66,2.54,143.70,2.03,0.62,9.04,13.1,43.25,14.53,2.93,55.89,106.62,9.18,109,上市,,,,,,,,,,,,,
1721,三晃,48.38,184.84,180.02,128.73,30.92,4.63,78.83,3.07,118.89,1.58,0.61,11.88,22.05,25.57,19.05,2.43,16.92,116.57,4.62,109,上市,,,,,,,,,,,,,
1722,台肥,32.79,502.15,426.64,283.94,65115.89,11.87,30.74,2.87,127.17,0.7,0.13,3.23,4.8,30.25,24.11,2.5,59.29,46.58,-1.05,109,上市,,,,,,,,,,,,,
1723,中碳,41.5,214.25,136.11,91.47,29.55,11.20,32.58,4.68,77.99,1.24,0.45,6.16,9.99,35.92,13.2,3.09,37.0,63.48,-1.04,109,上市,,,,,,,,,,,,,
1725,元禎,35.79,675.63,252.44,242.79,2539.64,7.11,51.33,44.23,8.25,13.88,1.3,4.73,7.13,15.15,3.52,1.37,15.75,145.53,4.02,109,上市,,,,,,,,,,,,,
1726,永記,14.8,354.14,559.51,402.98,9738.44,3.71,98.38,2.86,127.62,2.99,0.76,8.27,9.67,64.31,10.39,5.13,99.09,80.81,7.41,109,上市,,,,,,,,,,,,,
1727,中華化,44.79,134.23,172.53,123.86,3.13,3.00,121.66,5.50,66.36,1.32,0.73,-6.09,-11.24,1.74,-8.68,-1.26,78.99,136.75,12.09,109,上市,,,,,,,,,,,,,
1730,花仙子,28.01,655.88,303.05,218.17,25836.43,5.25,69.52,3.22,113.35,4.61,1.17,14.71,21.1,79.53,12.55,5.51,2.56,68.81,-12.35,109,上市,,,,,,,,,,,,,
1731,美吾華,24.23,392.88,423.9,366.99,41.48,2.26,161.50,2.16,168.98,1.92,0.43,6.72,9.41,15.62,16.05,1.29,80.75,149.26,6.7,109,上市,,,,,,,,,,,,,
1732,毛寶,24.61,257.64,323.96,234.84,192.95,6.23,58.58,3.24,112.65,3.1,0.95,6.22,8.17,10.72,6.22,0.91,35.94,214.03,7.58,109,上市,,,,,,,,,,,,,
1733,五鼎,37.91,213.58,190.68,132.03,11.77,5.26,69.39,3.05,119.67,2.37,0.73,3.76,5.7,11.07,4.72,0.95,31.76,99.86,6.71,109,上市,,,,,,,,,,,,,
1734,杏輝,48.69,146.85,190.96,125.4,-3.80,4.46,81.83,2.42,150.82,0.73,0.4,-2.54,-5.44,-7.02,-7.22,-0.17,11.01,34.51,1.67,109,上市,,,,,,,,,,,,,
1735,日勝化,51.4,178.97,137.37,89.37,7.64,2.59,140.92,2.88,126.73,2.62,0.79,2.79,5.01,7.8,3.13,0.74,24.61,159.53,7.96,109,上市,,,,,,,,,,,,,
1736,喬山,67.03,314.75,124.07,59.33,6.56,3.80,96.05,2.07,176.32,7.82,0.98,2.99,8.09,32.12,2.63,2.24,18.65,84.67,17.13,109,上市,,,,,,,,,,,,,
1737,臺鹽,18.38,215.15,417.4,360.39,129.72,7.03,51.92,5.33,68.48,0.95,0.4,4.9,5.98,23.2,11.96,1.83,48.83,75.56,0.46,109,上市,,,,,,,,,,,,,
1752,南光,32.38,135.82,151.06,67.75,52.64,4.66,78.32,1.73,210.98,1.0,0.54,5.71,8.35,22.14,10.45,1.81,15.89,86.71,-0.49,109,上市,,,,,,,,,,,,,
1760,寶齡富錦,59.66,162.0,153.0,87.0,21.00,4.27,85.48,1.68,217.26,1.76,0.63,1.26,2.14,11.65,1.77,0.36,-1.52,41.18,-5.17,109,上市,,,,,,,,,,,,,
1762,中化生,20.6,178.46,250.3,128.99,137.70,6.07,60.13,1.65,221.21,0.82,0.46,16.27,23.57,83.84,34.46,6.86,34.54,57.78,0.49,109,上市,,,,,,,,,,,,,
1773,勝一,30.01,166.35,164.75,103.03,672.67,6.37,57.29,5.85,62.39,2.12,1.02,15.44,21.97,80.67,15.09,6.52,82.93,76.01,11.21,109,上市,,,,,,,,,,,,,
1776,展宇,41.95,379.23,262.08,140.16,15.78,3.17,115.14,3.51,103.98,3.88,0.73,3.2,5.07,11.6,4.06,0.65,21.28,73.67,2.33,109,上市,,,,,,,,,,,,,
1783,和康生,10.06,185.24,499.0,358.05,307.94,4.75,76.84,2.07,176.32,0.95,0.42,5.93,7.39,11.04,13.83,0.91,85.92,146.17,1.97,109,上市,,,,,,,,,,,,,
1786,科妍,25.73,139.07,455.11,397.27,2142.16,7.24,50.41,3.12,116.98,0.37,0.25,7.14,9.26,25.0,27.42,2.1,104.0,44.48,2.27,109,上市,,,,,,,,,,,,,
1789,神隆,11.12,265.04,861.6,664.42,2463.87,6.31,57.84,1.06,344.33,0.68,0.25,2.5,2.71,4.53,9.15,0.36,137.82,199.18,4.28,109,上市,,,,,,,,,,,,,
1795,美時,55.72,678.06,138.9,92.35,4.90,4.38,83.33,3.45,105.79,5.27,0.56,6.83,12.5,53.15,9.59,4.22,39.9,71.52,33.91,109,上市,,,,,,,,,,,,,
1802,台玻,47.96,130.02,118.13,86.24,5.44,2.85,128.07,3.31,110.27,0.89,0.47,3.38,5.46,10.29,5.87,0.85,15.15,121.71,3.49,109,上市,,,,,,,,,,,,,
1805,寶徠,56.1,751.53,166.44,32.83,-3.21,107.57,3.39,0.22,1659.09,2.81,0.15,-3.5,-9.72,-6.16,-28.11,-0.62,-3.11,-130.08,-3.53,109,上市,,,,,,,,,,,,,
1806,冠軍,44.24,172.63,157.14,115.0,-1.67,3.54,103.10,1.87,195.18,0.91,0.36,-3.43,-7.04,-7.22,-11.16,-0.93,10.92,282.78,5.44,109,上市,,,,,,,,,,,,,
1808,潤隆,86.21,5441.87,139.74,33.17,1.48,11.91,30.64,0.30,1216.66,8.29,0.23,1.4,2.21,5.67,1.53,0.32,0.0,0.0,0.0,109,上市,,,,,,,,,,,,,
1809,中釉,19.24,221.71,360.92,251.19,-1016.80,2.73,133.69,2.07,176.32,1.17,0.43,-2.01,-2.71,-5.61,-5.17,-0.36,27.78,106.59,2.91,109,上市,,,,,,,,,,,,,
1810,和成,44.58,173.11,132.63,86.93,2.76,3.88,94.07,2.12,172.16,1.33,0.48,1.28,1.36,3.49,1.56,0.24,17.82,168.61,5.25,109,上市,,,,,,,,,,,,,
1817,凱撒衛,32.69,177.7,195.51,80.12,36.64,9.29,39.28,2.54,143.70,2.01,0.9,8.92,12.91,39.88,9.54,3.04,28.45,69.79,2.14,109,上市,,,,,,,,,,,,,
1903,士紙,54.63,383.33,71.8,67.94,-4.30,3.22,113.35,0.88,414.77,0.13,0.02,-1.56,-4.57,-5.22,-85.08,-0.52,0.0,0.0,0.0,109,上市,,,,,,,,,,,,,
1904,正隆,56.09,147.8,146.33,85.49,10.79,6.38,57.21,3.89,93.83,1.36,0.67,6.83,14.3,43.06,9.34,3.36,45.51,93.94,7.6,109,上市,,,,,,,,,,,,,
1905,華紙,48.01,111.33,107.13,68.93,-2.17,5.83,62.60,4.54,80.39,1.12,0.57,-0.74,-2.09,-2.75,-1.68,-0.18,2.23,25.42,0.53,109,上市,,,,,,,,,,,,,
1906,寶隆,23.73,18007.8,7.69,7.69,7.08,28.14,12.97,152.91,2.38,33.51,0.15,1.5,1.81,6.3,7.49,0.61,5.89,131.03,0.39,109,上市,,,,,,,,,,,,,
1907,永豐餘,52.91,185.17,137.66,93.95,1302.44,4.90,74.48,6.24,58.49,1.52,0.6,5.85,12.11,50.45,9.02,3.14,23.57,116.75,4.6,109,上市,,,,,,,,,,,,,
1909,榮成,65.49,111.14,72.73,47.64,1.82,3.91,93.35,10.38,35.16,0.96,0.56,3.05,3.91,8.67,2.23,0.77,15.18,41.92,5.12,109,上市,,,,,,,,,,,,,
2002,中鋼,49.2,130.29,104.44,32.59,2.12,21.97,16.61,2.67,136.70,0.74,0.44,0.64,0.68,1.75,0.77,0.05,46.71,134.88,5.22,109,上市,,,,,,,,,,,,,
2006,東和鋼鐵,37.62,166.42,153.39,43.37,23.51,12.99,28.09,2.77,131.76,2.25,0.96,8.05,13.68,42.4,8.3,3.52,67.53,44.89,14.66,109,上市,,,,,,,,,,,,,
