,market,sid,year,season,month,price,share,ave
0,上市,0050,2003,Q2,6,367884760,9930000,37
1,上市,0050,2003,Q3,7,9303258430,232262000,40
2,上市,0050,2003,Q3,8,5220132640,122885000,42
3,上市,0050,2003,Q3,9,4135135800,91391000,45
4,上市,0050,2003,Q4,10,7062085500,149771000,47
5,上市,0050,2003,Q4,11,3907373150,83451000,46
6,上市,0050,2003,Q4,12,4123567710,90031000,45
7,上市,0050,2004,Q1,1,5820854120,120517000,48
8,上市,0050,2004,Q1,2,5002083790,102297000,48
9,上市,0050,2004,Q1,3,13382600910,266515000,50
10,上市,0050,2004,Q2,4,7614345670,152580000,49
11,上市,0050,2004,Q2,5,6184358830,138642000,44
12,上市,0050,2004,Q2,6,4724383690,108010000,43
13,上市,0050,2004,Q3,7,4343993340,102013000,42
14,上市,0050,2004,Q3,8,4149262000,95522000,43
15,上市,0050,2004,Q3,9,5612384470,122527000,45
16,上市,0050,2004,Q4,10,5803165020,125548000,46
17,上市,0050,2004,Q4,11,9260528680,198613000,46
18,上市,0050,2004,Q4,12,7408608430,157600000,47
19,上市,0050,2005,Q1,1,4749493220,102126000,46
20,上市,0050,2005,Q1,2,6565949230,136605000,48
21,上市,0050,2005,Q1,3,7736918840,162708000,47
22,上市,0050,2005,Q2,4,4794368730,105137000,45
23,上市,0050,2005,Q2,5,4807850080,104200000,46
24,上市,0050,2005,Q2,6,9505965200,201222000,47
25,上市,0050,2005,Q3,7,7339523323,151324002,48
26,上市,0050,2005,Q3,8,6683377960,138589000,48
27,上市,0050,2005,Q3,9,5477069750,116717000,46
28,上市,0050,2005,Q4,10,5196947830,113796000,45
29,上市,0050,2005,Q4,11,8122505590,169740000,47
30,上市,0050,2005,Q4,12,8458669670,168221000,50
31,上市,0050,2006,Q1,1,6335005100,121775000,52
32,上市,0050,2006,Q1,2,3583806834,68424002,52
33,上市,0050,2006,Q1,3,3167337715,61000134,51
34,上市,0050,2006,Q2,4,3015159258,54822371,54
35,上市,0050,2006,Q2,5,6875623650,123456100,55
36,上市,0050,2006,Q2,6,9722209640,189277000,51
37,上市,0050,2006,Q3,7,5840700598,113442020,51
38,上市,0050,2006,Q3,8,7897588981,148318060,53
39,上市,0050,2006,Q3,9,7343983760,131641200,55
40,上市,0050,2006,Q4,10,4272613217,75642140,56
41,上市,0050,2006,Q4,11,2659232158,48900148,54
42,上市,0050,2006,Q4,12,4591919008,81421685,56
43,上市,0050,2007,Q1,1,7698944010,133451130,57
44,上市,0050,2007,Q1,2,4070231649,70827140,57
45,上市,0050,2007,Q1,3,7205060608,129780238,55
46,上市,0050,2007,Q2,4,6600822361,114468940,57
47,上市,0050,2007,Q2,5,5050752410,85528494,59
48,上市,0050,2007,Q2,6,6118479298,96423988,63
49,上市,0050,2007,Q3,7,16608748999,246127722,67
50,上市,0050,2007,Q3,8,18192214784,286435829,63
51,上市,0050,2007,Q3,9,4749820817,71159402,66
52,上市,0050,2007,Q4,10,9217007788,130757303,70
53,上市,0050,2007,Q4,11,12134932036,191277496,63
54,上市,0050,2007,Q4,12,9210392927,154111745,59
55,上市,0050,2008,Q1,1,14286381115,250360116,57
56,上市,0050,2008,Q1,2,7456210261,127631795,58
57,上市,0050,2008,Q1,3,24197317325,397980137,60
58,上市,0050,2008,Q2,4,18035954168,285902729,63
59,上市,0050,2008,Q2,5,15180450778,239615987,63
60,上市,0050,2008,Q2,6,14733301303,251206184,58
61,上市,0050,2008,Q3,7,20261157073,384308892,52
62,上市,0050,2008,Q3,8,16616091601,309711417,53
63,上市,0050,2008,Q3,9,24701703433,515394222,47
64,上市,0050,2008,Q4,10,17077586013,453982866,37
65,上市,0050,2008,Q4,11,12847309105,396869576,32
66,上市,0050,2008,Q4,12,14539379035,446886771,32
67,上市,0050,2009,Q1,1,9197962583,285103939,32
68,上市,0050,2009,Q1,2,11065150345,342000937,32
69,上市,0050,2009,Q1,3,19948496510,565284388,35
70,上市,0050,2009,Q2,4,18442915545,463489722,39
71,上市,0050,2009,Q2,5,16330049481,356293798,45
72,上市,0050,2009,Q2,6,16048055817,356588675,45
73,上市,0050,2009,Q3,7,11303095262,239018115,47
74,上市,0050,2009,Q3,8,9708217572,200346916,48
75,上市,0050,2009,Q3,9,15345426926,293960548,52
76,上市,0050,2009,Q4,10,11802978396,221150551,53
77,上市,0050,2009,Q4,11,9531341543,179893709,52
78,上市,0050,2009,Q4,12,11972454023,220864107,54
79,上市,0050,2010,Q1,1,16394292808,293981080,55
80,上市,0050,2010,Q1,2,10275945847,198448715,51
81,上市,0050,2010,Q1,3,13524376177,252956700,53
82,上市,0050,2010,Q2,4,10326589368,187818102,54
83,上市,0050,2010,Q2,5,15169670840,295447114,51
84,上市,0050,2010,Q2,6,7851084605,156662911,50
85,上市,0050,2010,Q3,7,11030717146,209860667,52
86,上市,0050,2010,Q3,8,9435712862,172565515,54
87,上市,0050,2010,Q3,9,11082037958,196625990,56
88,上市,0050,2010,Q4,10,12005052512,211167823,56
89,上市,0050,2010,Q4,11,10054075571,176095025,57
90,上市,0050,2010,Q4,12,16547808825,276924947,59
91,上市,0050,2011,Q1,1,14487081869,236530529,61
92,上市,0050,2011,Q1,2,17127652967,285969819,59
93,上市,0050,2011,Q1,3,22343620441,381316497,58
94,上市,0050,2011,Q2,4,23801472983,388613399,61
95,上市,0050,2011,Q2,5,21520814639,351277862,61
96,上市,0050,2011,Q2,6,21777465063,363738770,59
97,上市,0050,2011,Q3,7,22889960390,383845674,59
98,上市,0050,2011,Q3,8,46078919563,855378209,53
99,上市,0050,2011,Q3,9,27805435587,530422933,52
100,上市,0050,2011,Q4,10,20377780031,390558494,52
101,上市,0050,2011,Q4,11,27473157450,549234214,50
102,上市,0050,2011,Q4,12,18810917796,383640993,49
103,上市,0050,2012,Q1,1,16711833683,330331159,50
104,上市,0050,2012,Q1,2,28048888446,518817479,54
105,上市,0050,2012,Q1,3,15276690255,277054375,55
106,上市,0050,2012,Q2,4,11874597720,223922950,53
107,上市,0050,2012,Q2,5,17810060756,351268922,50
108,上市,0050,2012,Q2,6,9986863908,203976639,48
109,上市,0050,2012,Q3,7,11350102309,226915752,50
110,上市,0050,2012,Q3,8,11480203402,217450215,52
111,上市,0050,2012,Q3,9,13057632904,238815684,54
112,上市,0050,2012,Q4,10,16076669943,305734797,52
113,上市,0050,2012,Q4,11,12959558344,253217812,51
114,上市,0050,2012,Q4,12,12709217470,236806778,53
115,上市,0050,2013,Q1,1,13818990058,254760513,54
116,上市,0050,2013,Q1,2,11485028577,207080923,55
117,上市,0050,2013,Q1,3,8896787711,161341574,55
118,上市,0050,2013,Q2,4,9447426763,171686952,55
119,上市,0050,2013,Q2,5,14252900000,246909097,57
120,上市,0050,2013,Q2,6,14448692301,264621298,54
121,上市,0050,2013,Q3,7,13329505222,235778042,56
122,上市,0050,2013,Q3,8,16483691268,299437585,55
123,上市,0050,2013,Q3,9,15307504056,267796465,57
124,上市,0050,2013,Q4,10,11786510492,202791359,58
125,上市,0050,2013,Q4,11,12442901810,220649718,56
126,上市,0050,2013,Q4,12,8852409505,153112797,57
127,上市,0050,2014,Q1,1,10202853400,175627508,58
128,上市,0050,2014,Q1,2,14244809143,248777538,57
129,上市,0050,2014,Q1,3,15601730741,263621560,59
130,上市,0050,2014,Q2,4,14490632623,237523289,61
131,上市,0050,2014,Q2,5,10890728210,175111073,62
132,上市,0050,2014,Q2,6,7873361052,122032115,64
133,上市,0050,2014,Q3,7,9009589854,133219493,67
134,上市,0050,2014,Q3,8,9189309569,137667759,66
135,上市,0050,2014,Q3,9,21743333024,323366696,67
136,上市,0050,2014,Q4,10,18443625260,285181416,64
137,上市,0050,2014,Q4,11,18222718788,275950789,66
138,上市,0050,2014,Q4,12,16460455404,249981284,65
139,上市,0050,2015,Q1,1,20331258211,301051005,67
140,上市,0050,2015,Q1,2,9296424590,133842939,69
141,上市,0050,2015,Q1,3,11305952076,162469692,69
142,上市,0050,2015,Q2,4,14636633741,207611162,70
143,上市,0050,2015,Q2,5,10842246590,153333807,70
144,上市,0050,2015,Q2,6,13470999389,195140364,69
145,上市,0050,2015,Q3,7,19889148508,295443361,67
146,上市,0050,2015,Q3,8,25332032776,411323192,61
147,上市,0050,2015,Q3,9,12308503293,196092860,62
148,上市,0050,2015,Q4,10,12879655183,198355706,64
149,上市,0050,2015,Q4,11,13796388451,220685173,62
150,上市,0050,2015,Q4,12,11723300347,192117767,61
151,上市,0050,2016,Q1,1,20922220656,364554841,57
152,上市,0050,2016,Q1,2,8529831676,141140811,60
153,上市,0050,2016,Q1,3,26607870308,418026284,63
154,上市,0050,2016,Q2,4,8255403724,130911896,63
155,上市,0050,2016,Q2,5,20401223523,335666706,60
156,上市,0050,2016,Q2,6,20877912545,324488873,64
157,上市,0050,2016,Q3,7,19964947022,293374477,68
158,上市,0050,2016,Q3,8,11771580629,169089666,69
159,上市,0050,2016,Q3,9,8878430088,126037216,70
160,上市,0050,2016,Q4,10,7254965707,100559651,72
161,上市,0050,2016,Q4,11,8463415062,119471472,70
162,上市,0050,2016,Q4,12,5239089541,72862499,71
163,上市,0050,2017,Q1,1,4157190823,57360663,72
164,上市,0050,2017,Q1,2,5547559750,75864615,73
165,上市,0050,2017,Q1,3,6838612909,93164983,73
166,上市,0050,2017,Q2,4,5057974293,68489730,73
167,上市,0050,2017,Q2,5,5687908464,74949622,75
168,上市,0050,2017,Q2,6,7801060236,98579716,79
169,上市,0050,2017,Q3,7,5313036462,65025936,81
170,上市,0050,2017,Q3,8,6031367662,73565813,81
171,上市,0050,2017,Q3,9,6864094712,84003061,81
172,上市,0050,2017,Q4,10,6334605288,75757609,83
173,上市,0050,2017,Q4,11,4762177219,56606312,84
174,上市,0050,2017,Q4,12,6578366618,80950768,81
175,上市,0050,2018,Q1,1,9592954110,112549751,85
176,上市,0050,2018,Q1,2,9274334675,114774522,80
177,上市,0050,2018,Q1,3,8543330823,103061802,82
178,上市,0050,2018,Q2,4,10369840785,129069702,80
179,上市,0050,2018,Q2,5,9334999079,115243954,81
180,上市,0050,2018,Q2,6,9651962578,118662141,81
181,上市,0050,2018,Q3,7,12618358687,151297129,83
182,上市,0050,2018,Q3,8,8777596740,102576053,85
183,上市,0050,2018,Q3,9,15184059346,176103675,86
184,上市,0050,2018,Q4,10,35050178678,440310531,79
185,上市,0050,2018,Q4,11,14729851728,190845689,77
186,上市,0050,2018,Q4,12,13341160862,176828857,75
187,上市,0050,2019,Q1,1,14472883165,194214907,74
188,上市,0050,2019,Q1,2,11082482992,144582214,76
189,上市,0050,2019,Q1,3,14211490738,183328766,77
190,上市,0050,2019,Q2,4,14003322298,170931722,81
191,上市,0050,2019,Q2,5,24681562216,309766876,79
192,上市,0050,2019,Q2,6,13752358467,171919475,79
193,上市,0050,2019,Q3,7,11379196094,137406809,82
194,上市,0050,2019,Q3,8,16025467181,199544130,80
195,上市,0050,2019,Q3,9,14478474080,172881804,83
196,上市,0050,2019,Q4,10,10071416563,115055711,87
197,上市,0050,2019,Q4,11,6598887621,71502073,92
198,上市,0050,2019,Q4,12,7276402632,75944637,95
199,上市,0050,2020,Q1,1,15195848162,159092222,95
200,上市,0050,2020,Q1,2,16435411084,181525985,90
201,上市,0050,2020,Q1,3,48881318144,627074673,77
202,上市,0050,2020,Q2,4,22247814465,274530989,81
203,上市,0050,2020,Q2,5,13616849424,162541289,83
204,上市,0050,2020,Q2,6,19753913506,223451453,88
205,上市,0050,2020,Q3,7,28871832717,295036652,97
206,上市,0050,2020,Q3,8,12783936079,123334823,103
207,上市,0050,2020,Q3,9,14814853917,143841993,102
208,上市,0050,2020,Q4,10,10497695711,99602070,105
209,上市,0050,2020,Q4,11,15841668024,143012988,110
210,上市,0050,2020,Q4,12,15518022408,131351140,118
211,上市,0050,2021,Q1,1,36479640756,272528991,133
212,上市,0050,2021,Q1,2,20790567330,152867877,136
213,上市,0050,2021,Q1,3,25150605667,188681103,133
214,上市,0050,2021,Q2,4,18310772723,131975204,138
215,上市,0050,2021,Q2,5,39465574425,299716332,131
216,上市,0050,2021,Q2,6,18103428628,132077926,137
217,上市,0050,2021,Q3,7,29311824547,212573089,137
218,上市,0050,2021,Q3,8,30379500830,223622530,135
219,上市,0050,2021,Q3,9,30546312930,219420650,139
220,上市,0050,2021,Q4,10,32819629266,243805388,134
221,上市,0050,2021,Q4,11,22761819987,162686943,139
222,上市,0050,2021,Q4,12,25273079755,176898537,142
223,上市,0050,2022,Q1,1,36992155960,252487891,146
224,上市,0050,2022,Q1,2,25658748438,181253773,141
225,上市,0050,2022,Q1,3,45290348348,335853042,134
226,上市,0050,2022,Q2,4,35323898322,269187707,131
227,上市,0050,2022,Q2,5,22696148787,181375777,125
228,上市,0050,2022,Q2,6,27561942735,226861253,121
229,上市,0050,2022,Q3,7,37394775488,329356067,113
230,上市,0050,2022,Q3,8,26350554252,222041585,118
231,上市,0050,2022,Q3,9,28400264484,256057227,110
232,上市,0050,2022,Q4,10,28996068234,288658052,100
233,上市,0050,2022,Q4,11,35453048060,322750136,109
234,上市,0050,2022,Q4,12,24279914672,213756335,113
235,上市,0050,2023,Q1,1,28685375103,246404673,116
236,上市,0050,2023,Q1,2,18971087442,158444694,119
237,上市,0050,2023,Q1,3,28404264274,237351047,119
238,上市,0050,2023,Q2,4,15257839453,128691860,118
239,上市,1210,2017,Q1,1,966317904,33634350,28
240,上市,1210,2017,Q1,2,1153438319,40143457,28
241,上市,1210,2017,Q1,3,2181292171,73904295,29
242,上市,1210,2017,Q2,4,989068778,34221581,28
243,上市,1210,2017,Q2,5,3231651672,102862943,31
244,上市,1210,2017,Q2,6,2684282835,83469093,32
245,上市,1210,2017,Q3,7,4021117777,115788679,34
246,上市,1210,2017,Q3,8,2014494749,63246255,31
247,上市,1210,2017,Q3,9,1449158907,45614189,31
248,上市,1210,2017,Q4,10,2529046612,73721446,34
249,上市,1210,2017,Q4,11,1186922988,34220284,34
250,上市,1210,2017,Q4,12,908108088,27409719,33
251,上市,1210,2018,Q1,1,939319410,27534745,34
252,上市,1210,2018,Q1,2,543928300,16499138,32
253,上市,1210,2018,Q1,3,2387839196,67343675,35
254,上市,1210,2018,Q2,4,1491400850,41434404,35
255,上市,1210,2018,Q2,5,2353847852,59989145,39
256,上市,1210,2018,Q2,6,1472395733,36536868,40
257,上市,1210,2018,Q3,7,954502819,23972961,39
258,上市,1210,2018,Q3,8,1978590745,49039732,40
259,上市,1210,2018,Q3,9,1438593906,37774700,38
260,上市,1210,2018,Q4,10,1040493670,32278322,32
261,上市,1210,2018,Q4,11,556962067,17768281,31
262,上市,1210,2018,Q4,12,1292432296,38360946,33
263,上市,1210,2019,Q1,1,1417890244,40680606,34
264,上市,1210,2019,Q1,2,484111108,13906661,34
265,上市,1210,2019,Q1,3,1158952373,33630041,34
266,上市,1210,2019,Q2,4,802158804,22664102,35
267,上市,1210,2019,Q2,5,2558182061,67980617,37
268,上市,1210,2019,Q2,6,2116642347,53266927,39
269,上市,1210,2019,Q3,7,1252236603,31481678,39
270,上市,1210,2019,Q3,8,1999335455,50209590,39
271,上市,1210,2019,Q3,9,1031213733,27052040,38
272,上市,1210,2019,Q4,10,1332665271,35486310,37
273,上市,1210,2019,Q4,11,1923307776,49035326,39
274,上市,1210,2019,Q4,12,3266940644,76285768,42
275,上市,1210,2020,Q1,1,1461107761,34484033,42
276,上市,1210,2020,Q1,2,1404892905,34423826,40
277,上市,1210,2020,Q1,3,2393890983,65759354,36
278,上市,1210,2020,Q2,4,2346903452,60005342,39
279,上市,1210,2020,Q2,5,3293262179,76329391,43
280,上市,1210,2020,Q2,6,1802635246,41542535,43
281,上市,1210,2020,Q3,7,3173429335,69737168,45
282,上市,1210,2020,Q3,8,3848446255,80686074,47
283,上市,1210,2020,Q3,9,2347327439,54033852,43
284,上市,1210,2020,Q4,10,1836620486,40969931,44
285,上市,1210,2020,Q4,11,1650139511,35674626,46
286,上市,1210,2020,Q4,12,3818752635,79214820,48
287,上市,1210,2021,Q1,1,3522997065,70817221,49
288,上市,1210,2021,Q1,2,1597565605,32352365,49
289,上市,1210,2021,Q1,3,3853775596,73226832,52
290,上市,1210,2021,Q2,4,5001809340,86884629,57
291,上市,1210,2021,Q2,5,4977701685,86784306,57
292,上市,1210,2021,Q2,6,2255662837,38230420,59
293,上市,1210,2021,Q3,7,2131988314,35646802,59
294,上市,1210,2021,Q3,8,4869137917,86029334,56
295,上市,1210,2021,Q3,9,1820759861,33010831,55
296,上市,1210,2021,Q4,10,1412147188,26360615,53
297,上市,1210,2021,Q4,11,2217140470,42070041,52
298,上市,1210,2021,Q4,12,1104344427,20993637,52
299,上市,1210,2022,Q1,1,981748841,18753559,52
300,上市,1210,2022,Q1,2,1749458142,32419348,53
301,上市,1210,2022,Q1,3,2095922183,39047693,53
302,上市,1210,2022,Q2,4,2774354739,50650337,54
303,上市,1210,2022,Q2,5,1647696007,33609997,49
304,上市,1210,2022,Q2,6,704368472,14706633,47
305,上市,1210,2022,Q3,7,578768965,12061203,47
306,上市,1210,2022,Q3,8,935014249,19061810,49
307,上市,1210,2022,Q3,9,589446127,12475640,47
308,上市,1210,2022,Q4,10,902127154,21354076,42
309,上市,1210,2022,Q4,11,704659974,16461946,42
310,上市,1210,2022,Q4,12,829510583,18394325,45
311,上市,1210,2023,Q1,1,613843429,13379182,45
312,上市,1210,2023,Q1,2,1447741782,30187195,47
313,上市,1210,2023,Q1,3,3545764898,68987700,51
314,上市,1210,2023,Q2,4,1862489378,35829446,51
315,上市,1219,2017,Q1,1,13696443,867816,15
316,上市,1219,2017,Q1,2,23904987,1489873,16
317,上市,1219,2017,Q1,3,79256531,4642963,17
318,上市,1219,2017,Q2,4,50075020,2874137,17
319,上市,1219,2017,Q2,5,35652909,2052293,17
320,上市,1219,2017,Q2,6,23633167,1403516,16
321,上市,1219,2017,Q3,7,47423528,2644678,17
322,上市,1219,2017,Q3,8,40870734,2303669,17
323,上市,1219,2017,Q3,9,14055241,793399,17
324,上市,1219,2017,Q4,10,43398268,2438381,17
325,上市,1219,2017,Q4,11,46819181,2638360,17
326,上市,1219,2017,Q4,12,24271566,1361573,17
327,上市,1219,2018,Q1,1,18054272,1022252,17
328,上市,1219,2018,Q1,2,16840356,948988,17
329,上市,1219,2018,Q1,3,16487914,900671,18
330,上市,1219,2018,Q2,4,12299851,662789,18
331,上市,1219,2018,Q2,5,10340059,555093,18
332,上市,1219,2018,Q2,6,12873021,692976,18
333,上市,1219,2018,Q3,7,17858162,968690,18
334,上市,1219,2018,Q3,8,20424667,1061166,19
335,上市,1219,2018,Q3,9,22191135,1118835,19
336,上市,1219,2018,Q4,10,12909309,709806,18
337,上市,1219,2018,Q4,11,10295726,567687,18
338,上市,1219,2018,Q4,12,7178301,393768,18
339,上市,1219,2019,Q1,1,11307163,623697,18
340,上市,1219,2019,Q1,2,10729863,581581,18
341,上市,1219,2019,Q1,3,9321980,506430,18
342,上市,1219,2019,Q2,4,10926786,596415,18
343,上市,1219,2019,Q2,5,8776070,485379,18
344,上市,1219,2019,Q2,6,14947463,829181,18
345,上市,1219,2019,Q3,7,31246584,1670938,18
346,上市,1219,2019,Q3,8,44112409,2381461,18
347,上市,1219,2019,Q3,9,24326155,1299872,18
348,上市,1219,2019,Q4,10,66784972,3727017,17
349,上市,1219,2019,Q4,11,24848843,1302047,19
350,上市,1219,2019,Q4,12,36604907,2029704,18
351,上市,1219,2020,Q1,1,14876990,799490,18
352,上市,1219,2020,Q1,2,53580794,2992993,17
353,上市,1219,2020,Q1,3,110078920,6167275,17
354,上市,1219,2020,Q2,4,39831863,2160606,18
355,上市,1219,2020,Q2,5,30193473,1583953,19
356,上市,1219,2020,Q2,6,196174933,8694795,22
357,上市,1219,2020,Q3,7,58729691,2833132,20
358,上市,1219,2020,Q3,8,90156118,4582718,19
359,上市,1219,2020,Q3,9,93979340,4843318,19
360,上市,1219,2020,Q4,10,44836323,2367036,18
361,上市,1219,2020,Q4,11,135324916,7065354,19
362,上市,1219,2020,Q4,12,889139593,41705741,21
363,上市,1219,2021,Q1,1,421798654,20938221,20
364,上市,1219,2021,Q1,2,137641754,7053535,19
365,上市,1219,2021,Q1,3,523961427,25174635,20
366,上市,1219,2021,Q2,4,2933339777,111965777,26
367,上市,1219,2021,Q2,5,2427608976,95633436,25
368,上市,1219,2021,Q2,6,934275328,38642604,24
369,上市,1219,2021,Q3,7,567960105,24442600,23
370,上市,1219,2021,Q3,8,450199363,22000858,20
371,上市,1219,2021,Q3,9,167410168,8305026,20
372,上市,1219,2021,Q4,10,636985876,29226589,21
373,上市,1219,2021,Q4,11,261532213,12548012,20
374,上市,1219,2021,Q4,12,267367554,13375543,19
375,上市,1219,2022,Q1,1,137653776,6958994,19
376,上市,1219,2022,Q1,2,313989716,15346673,20
377,上市,1219,2022,Q1,3,506342411,24680131,20
378,上市,1219,2022,Q2,4,10497937605,402908879,26
379,上市,1219,2022,Q2,5,2950961584,123985514,23
380,上市,1219,2022,Q2,6,793535434,36866240,21
381,上市,1219,2022,Q3,7,712412747,35607332,20
382,上市,1219,2022,Q3,8,694058457,32883944,21
383,上市,1219,2022,Q3,9,386972161,18850625,20
384,上市,1219,2022,Q4,10,316090338,16612735,19
385,上市,1219,2022,Q4,11,320918174,16696008,19
386,上市,1219,2022,Q4,12,283124831,14853066,19
387,上市,1219,2023,Q1,1,315993511,16201703,19
388,上市,1219,2023,Q1,2,380261478,18834383,20
389,上市,1219,2023,Q1,3,1459260523,66479053,21
390,上市,1219,2023,Q2,4,595196605,27572472,21
391,上市,1220,2017,Q1,1,52363812,4917443,10
392,上市,1220,2017,Q1,2,78729225,7080337,11
393,上市,1220,2017,Q1,3,65535629,5866456,11
394,上市,1220,2017,Q2,4,38239333,3396943,11
395,上市,1220,2017,Q2,5,42353019,3764042,11
396,上市,1220,2017,Q2,6,23055161,2135518,10
397,上市,1220,2017,Q3,7,56426948,5261738,10
398,上市,1220,2017,Q3,8,20290645,2000868,10
399,上市,1220,2017,Q3,9,68444818,6475193,10
400,上市,1220,2017,Q4,10,47216352,4551645,10
401,上市,1220,2017,Q4,11,23106481,2241683,10
402,上市,1220,2017,Q4,12,52891294,5118342,10
403,上市,1220,2018,Q1,1,41896576,3981985,10
404,上市,1220,2018,Q1,2,18634174,1780627,10
405,上市,1220,2018,Q1,3,45498297,4161274,10
406,上市,1220,2018,Q2,4,69048934,5909410,11
407,上市,1220,2018,Q2,5,48777808,4017458,12
408,上市,1220,2018,Q2,6,35164917,2884540,12
409,上市,1220,2018,Q3,7,34639180,2860514,12
410,上市,1220,2018,Q3,8,14666020,1241505,11
411,上市,1220,2018,Q3,9,20064518,1690481,11
412,上市,1220,2018,Q4,10,15897351,1343893,11
413,上市,1220,2018,Q4,11,10592693,904174,11
414,上市,1220,2018,Q4,12,17420569,1565654,11
415,上市,1220,2019,Q1,1,23980720,2212128,10
416,上市,1220,2019,Q1,2,8914046,826281,10
417,上市,1220,2019,Q1,3,28052999,2537247,11
418,上市,1220,2019,Q2,4,11910509,1060974,11
419,上市,1220,2019,Q2,5,10454783,936056,11
420,上市,1220,2019,Q2,6,7394935,661353,11
421,上市,1220,2019,Q3,7,25227076,2224264,11
422,上市,1220,2019,Q3,8,40417408,3997953,10
423,上市,1220,2019,Q3,9,24007654,2402771,9
424,上市,1220,2019,Q4,10,15315167,1532505,9
425,上市,1220,2019,Q4,11,45915438,4439948,10
426,上市,1220,2019,Q4,12,15202156,1440270,10
427,上市,1220,2020,Q1,1,13479346,1289090,10
428,上市,1220,2020,Q1,2,49518041,4768503,10
429,上市,1220,2020,Q1,3,50384582,5117606,9
430,上市,1220,2020,Q2,4,43293976,4170008,10
431,上市,1220,2020,Q2,5,54020845,5083071,10
432,上市,1220,2020,Q2,6,73222491,6658537,10
433,上市,1220,2020,Q3,7,126336605,10876944,11
434,上市,1220,2020,Q3,8,44490526,3925243,11
435,上市,1220,2020,Q3,9,33511394,2916783,11
436,上市,1220,2020,Q4,10,32856882,2778640,11
437,上市,1220,2020,Q4,11,166539535,13693888,12
438,上市,1220,2020,Q4,12,154134529,12315123,12
439,上市,1220,2021,Q1,1,50996368,4201435,12
440,上市,1220,2021,Q1,2,23708822,1971781,12
441,上市,1220,2021,Q1,3,181374442,13506856,13
442,上市,1220,2021,Q2,4,954744638,55099479,17
443,上市,1220,2021,Q2,5,816028599,48449134,16
444,上市,1220,2021,Q2,6,270188258,15795606,17
445,上市,1220,2021,Q3,7,201843422,11698806,17
446,上市,1220,2021,Q3,8,172931545,10498134,16
447,上市,1220,2021,Q3,9,66739808,4387352,15
448,上市,1220,2021,Q4,10,95221556,6087159,15
449,上市,1220,2021,Q4,11,70544316,4560225,15
450,上市,1220,2021,Q4,12,73995458,4798686,15
451,上市,1220,2022,Q1,1,86389666,5433265,15
452,上市,1220,2022,Q1,2,194409752,11580171,16
453,上市,1220,2022,Q1,3,282807190,16425886,17
454,上市,1220,2022,Q2,4,5352290156,240738376,22
455,上市,1220,2022,Q2,5,1228191209,62827531,19
456,上市,1220,2022,Q2,6,246198524,14517145,16
457,上市,1220,2022,Q3,7,287197979,17831384,16
458,上市,1220,2022,Q3,8,198632918,12456873,15
459,上市,1220,2022,Q3,9,75556391,4989050,15
460,上市,1220,2022,Q4,10,57601017,4228559,13
461,上市,1220,2022,Q4,11,43628715,2979093,14
462,上市,1220,2022,Q4,12,59881216,3940143,15
463,上市,1220,2023,Q1,1,48770700,3051429,15
464,上市,1220,2023,Q1,2,64953292,4126846,15
465,上市,1220,2023,Q1,3,773974123,43944312,17
466,上市,1220,2023,Q2,4,246085305,14438448,17
467,上市,1232,2017,Q1,1,32402352,382042,84
468,上市,1232,2017,Q1,2,68391482,792402,86
469,上市,1232,2017,Q1,3,195691188,2159939,90
470,上市,1232,2017,Q2,4,124907938,1368108,91
471,上市,1232,2017,Q2,5,97788426,1067831,91
472,上市,1232,2017,Q2,6,108313936,1156744,93
473,上市,1232,2017,Q3,7,169159981,1819797,92
474,上市,1232,2017,Q3,8,118979218,1327105,89
475,上市,1232,2017,Q3,9,59367277,660126,89
476,上市,1232,2017,Q4,10,38664639,429640,89
477,上市,1232,2017,Q4,11,59385066,651687,91
478,上市,1232,2017,Q4,12,48979388,540688,90
479,上市,1232,2018,Q1,1,58678170,644124,91
480,上市,1232,2018,Q1,2,55173888,609000,90
481,上市,1232,2018,Q1,3,71717303,782551,91
482,上市,1232,2018,Q2,4,57993173,618827,93
483,上市,1232,2018,Q2,5,56998106,603811,94
484,上市,1232,2018,Q2,6,64369737,682233,94
485,上市,1232,2018,Q3,7,145255673,1529208,94
486,上市,1232,2018,Q3,8,62298984,651851,95
487,上市,1232,2018,Q3,9,74312339,755580,98
488,上市,1232,2018,Q4,10,106148278,1088688,97
489,上市,1232,2018,Q4,11,39279715,399387,98
490,上市,1232,2018,Q4,12,52327998,534845,97
491,上市,1232,2019,Q1,1,45804449,462341,99
492,上市,1232,2019,Q1,2,76927256,769068,100
493,上市,1232,2019,Q1,3,102284114,1011397,101
494,上市,1232,2019,Q2,4,115630032,1115125,103
495,上市,1232,2019,Q2,5,240429662,2145878,112
496,上市,1232,2019,Q2,6,268641163,2201666,122
497,上市,1232,2019,Q3,7,368143733,2924440,125
498,上市,1232,2019,Q3,8,134005196,1121957,119
499,上市,1232,2019,Q3,9,71888149,597796,120
500,上市,1232,2019,Q4,10,126639818,1020143,124
501,上市,1232,2019,Q4,11,73045752,587117,124
502,上市,1232,2019,Q4,12,181510525,1496424,121
503,上市,1232,2020,Q1,1,103376156,854085,121
504,上市,1232,2020,Q1,2,107550497,876495,122
505,上市,1232,2020,Q1,3,491044421,4656814,105
506,上市,1232,2020,Q2,4,186930167,1639248,114
507,上市,1232,2020,Q2,5,86378433,734788,117
