,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註,sid
711,3322　建舜電,TW0003322004,2009/05/20,上櫃,電子零組件,ESVUFR,,3322
712,3323　加百裕,TW0003323002,2007/06/25,上櫃,電腦週邊,ESVUFR,,3323
713,3324　雙鴻,TW0003324000,2005/05/13,上櫃,其他電子,ESVUFR,,3324
714,3325　旭品,TW0003325007,2005/08/15,上櫃,電腦週邊,ESVUFR,,3325
715,3332　幸康,TW0003332003,2008/01/24,上櫃,電子零組件,ESVUFR,,3332
716,3338　泰碩,TW0003338000,2013/12/13,上市,電子零組件,ESVUFR,,3338
717,3339　泰谷,TW0003339008,2006/06/27,上櫃,光電,ESVUFR,,3339
718,3346　麗清,TW0003346003,2016/12/19,上市,汽車,ESVUFR,,3346
719,3349　寶德,TW0003349007,2022/03/23,上櫃,電腦週邊,ESVUFR,,3349
720,3354　律勝,TW0003354007,2005/12/08,上櫃,電子零組件,ESVUFR,,3354
721,3356　奇偶,TW0003356002,2005/03/28,上市,光電,ESVUFR,,3356
722,3357　臺慶科,TW0003357000,2021/04/27,上櫃,電子零組件,ESVUFR,,3357
723,3360　尚立,TW0003360004,2006/06/06,上櫃,電子通路,ESVUFR,,3360
724,3362　先進光,TW0003362000,2005/09/06,上櫃,光電,ESVUFR,,3362
725,3363　上詮,TW0003363008,2011/02/25,上櫃,通信網路,ESVUFR,,3363
726,3372　典範,TW0003372009,2005/12/16,上櫃,半導體,ESVUFR,,3372
727,3373　熱映,TW0003373007,2007/12/13,上櫃,其他電子,ESVUFR,,3373
728,3374　精材,TW0003374005,2015/03/30,上櫃,半導體,ESVUFR,,3374
729,3376　新日興,TW0003376000,2007/12/31,上市,電子零組件,ESVUFR,,3376
730,3379　彬台,TW0003379004,2011/10/20,上櫃,電機機械,ESVUFR,,3379
731,3380　明泰,TW0003380002,2004/12/20,上市,通信網路,ESVUFR,,3380
732,3388　崇越電,TW0003388005,2006/02/22,上櫃,電子零組件,ESVUFR,,3388
733,3390　旭軟,TW0003390001,2006/02/22,上櫃,電子零組件,ESVUFR,,3390
734,3402　漢科,TW0003402004,2007/01/09,上櫃,其他電子,ESVUFR,,3402
735,3406　玉晶光,TW0003406005,2005/12/20,上市,光電,ESVUFR,,3406
736,3413　京鼎,TW0003413001,2015/07/28,上市,半導體,ESVUFR,,3413
737,3416　融程電,TW0003416004,2015/01/23,上市,電腦週邊,ESVUFR,,3416
738,3419　譁裕,TW0003419008,2008/01/21,上市,通信網路,ESVUFR,,3419
739,3426　台興,TW0003426003,2016/12/21,上櫃,電機機械,ESVUFR,,3426
740,3430　奇鈦科,TW0003430005,2022/09/08,上櫃,化學,ESVUFR,,3430
741,3432　台端,TW0003432001,2010/12/30,上市,電子零組件,ESVUFR,,3432
742,3434　哲固,TW0003434007,2008/01/28,上櫃,光電,ESVUFR,,3434
743,3437　榮創,TW0003437000,2014/07/09,上市,光電,ESVUFR,,3437
744,3438　類比科,TW0003438008,2006/07/19,上櫃,半導體,ESVUFR,,3438
745,3441　聯一光,TW0003441002,2010/10/04,上櫃,光電,ESVUFR,,3441
746,3443　創意,TW0003443008,2006/11/03,上市,半導體,ESVUFR,,3443
747,3444　利機,TW0003444006,2008/09/26,上櫃,電子通路,ESVUFR,,3444
748,3450　聯鈞,TW0003450003,2006/04/12,上市,半導體,ESVUFR,,3450
749,3454　晶睿,TW0003454005,2011/07/22,上市,光電,ESVUFR,,3454
750,3455　由田,TW0003455002,2007/12/27,上櫃,光電,ESVUFR,,3455
751,3465　進泰電子,TW0003465001,2008/01/28,上櫃,電子零組件,ESVUFR,,3465
752,3466　致振,TW0003466009,2006/05/17,上櫃,通信網路,ESVUFR,,3466
753,3479　安勤,TW0003479002,2010/06/08,上櫃,電腦週邊,ESVUFR,,3479
754,3481　群創,TW0003481008,2006/10/24,上市,光電,ESVUFR,,3481
755,3483　力致,TW0003483004,2006/12/18,上櫃,電腦週邊,ESVUFR,,3483
756,3484　崧騰,TW0003484002,2007/11/09,上櫃,電子零組件,ESVUFR,,3484
757,3489　森寶,TW0003489001,2007/09/29,上櫃,建材營造,ESVUFR,,3489
758,3490　單井,TW0003490009,2007/10/15,上櫃,光電,ESVUFR,,3490
759,3491　昇達科,TW0003491007,2008/01/03,上櫃,通信網路,ESVUFR,,3491
760,3492　長盛,TW0003492005,2015/05/18,上櫃,電子零組件,ESVUFR,,3492
761,3494　誠研,TW0003494001,2007/12/13,上市,電腦週邊,ESVUFR,,3494
762,3498　陽程,TW0003498002,2007/09/11,上櫃,其他電子,ESVUFR,,3498
763,3499　環天科,TW0003499000,2006/10/19,上櫃,通信網路,ESVUFR,,3499
764,3501　維熹,TW0003501003,2007/09/20,上市,電子零組件,ESVUFR,,3501
765,3504　揚明光,TW0003504007,2007/01/26,上市,光電,ESVUFR,,3504
766,3508　位速,TW0003508008,2007/10/17,上櫃,其他電子,ESVUFR,,3508
767,3511　矽瑪,TW0003511002,2009/02/16,上櫃,電子零組件,ESVUFR,,3511
768,3512　皇龍,TW0003512000,2007/07/25,上櫃,建材營造,ESVUFR,,3512
769,3515　華擎,TW0003515003,2007/11/08,上市,電腦週邊,ESVUFR,,3515
770,3516　亞帝歐,TW0003516001,2007/11/29,上櫃,光電,ESVUFR,,3516
771,3518　柏騰,TW0003518007,2007/11/28,上市,其他電子,ESVUFR,,3518
772,3520　華盈,TW0003520003,2007/10/12,上櫃,電子零組件,ESVUFR,,3520
773,3521　鴻翊,TW0003521001,2007/08/07,上櫃,電腦週邊,ESVUFR,,3521
774,3522　御頂,TW0003522009,2007/10/15,上櫃,觀光,ESVUFR,,3522
775,3523　迎輝,TW0003523007,2007/11/16,上櫃,光電,ESVUFR,,3523
776,3526　凡甲,TW0003526000,2007/11/02,上櫃,電子零組件,ESVUFR,,3526
777,3527　聚積,TW0003527008,2007/10/29,上櫃,半導體,ESVUFR,,3527
778,3528　安馳,TW0003528006,2016/05/18,上市,電子通路,ESVUFR,,3528
779,3529　力旺,TW0003529004,2011/01/24,上櫃,半導體,ESVUFR,,3529
780,3530　晶相光,TW0003530002,2018/07/16,上市,半導體,ESVUFR,,3530
781,3531　先益,TW0003531000,2008/04/08,上櫃,光電,ESVUFR,,3531
782,3532　台勝科,TW0003532008,2007/12/10,上市,半導體,ESVUFR,,3532
783,3533　嘉澤,TW0003533006,2007/12/10,上市,電子零組件,ESVUFR,,3533
784,3535　晶彩科,TW0003535001,2008/01/31,上市,光電,ESVUFR,,3535
785,3536　誠創,TW0003536009,2008/04/30,上市,半導體,ESVUFR,,3536
786,3537　堡達,TW0003537007,2010/01/25,上櫃,電子零組件,ESVUFR,,3537
787,3540　曜越,TW0003540001,2007/12/12,上櫃,電腦週邊,ESVUFR,,3540
788,3541　西柏,TW0003541009,2009/12/22,上櫃,其他電子,ESVUFR,,3541
789,3543　州巧,TW0003543005,2020/04/15,上市,光電,ESVUFR,,3543
790,3545　敦泰,TW0003545000,2007/07/03,上市,半導體,ESVUFR,,3545
791,3546　宇峻,TW0003546008,2008/04/18,上櫃,文化創意,ESVUFR,,3546
792,3548　兆利,TW0003548004,2008/03/27,上櫃,電子零組件,ESVUFR,,3548
793,3550　聯穎,TW0003550000,2010/11/10,上市,電子零組件,ESVUFR,,3550
794,3551　世禾,TW0003551008,2008/04/15,上櫃,其他電子,ESVUFR,,3551
795,3552　同致,TW0003552006,2009/01/07,上櫃,其他電子,ESVUFR,,3552
796,3555　重鵬,TW0003555009,2011/11/08,上櫃,半導體,ESVUFR,,3555
797,3556　禾瑞亞,TW0003556007,2008/04/15,上櫃,半導體,ESVUFR,,3556
798,3557　嘉威,TW0003557005,2008/02/27,上市,其他,ESVUFR,,3557
799,3558　神準,TW0003558003,2013/12/30,上櫃,通信網路,ESVUFR,,3558
800,3563　牧德,TW0003563003,2019/04/02,上市,光電,ESVUFR,,3563
801,3564　其陽,TW0003564001,2013/12/03,上櫃,通信網路,ESVUFR,,3564
802,3567　逸昌,TW0003567004,2010/11/22,上櫃,半導體,ESVUFR,,3567
803,3570　大塚,TW0003570008,2008/10/23,上櫃,資訊服務,ESVUFR,,3570
804,3576　聯合再生,TW0003576005,2009/01/12,上市,光電,ESVUFR,,3576
805,3577　泓格,TW0003577003,2009/01/06,上櫃,電腦週邊,ESVUFR,,3577
806,3580　友威科,TW0003580007,2010/07/09,上櫃,其他電子,ESVUFR,,3580
807,3581　博磊,TW0003581005,2015/01/20,上櫃,半導體,ESVUFR,,3581
808,3583　辛耘,TW0003583001,2013/03/12,上市,半導體,ESVUFR,,3583
809,3587　閎康,TW0003587002,2009/08/18,上櫃,其他電子,ESVUFR,,3587
810,3588　通嘉,TW0003588000,2009/08/14,上市,半導體,ESVUFR,,3588
811,3591　艾笛森,TW0003591004,2010/11/12,上市,光電,ESVUFR,,3591
812,3592　瑞鼎,TW0003592002,2022/01/07,上市,半導體,ESVUFR,,3592
813,3593　力銘,TW0003593000,2009/03/16,上市,電子零組件,ESVUFR,,3593
814,3594　磐儀,TW0003594008,2013/05/07,上櫃,電腦週邊,ESVUFR,,3594
815,3596　智易,TW0003596003,2009/03/11,上市,通信網路,ESVUFR,,3596
816,3597　映興,TW0003597001,2020/03/09,上櫃,電子零組件,ESVUFR,,3597
817,3605　宏致,TW0003605002,2009/03/26,上市,電子零組件,ESVUFR,,3605
818,3607　谷崧,TW0003607008,2009/10/28,上市,電子零組件,ESVUFR,,3607
819,3609　三一東林,TW0003609004,2011/01/11,上櫃,電子零組件,ESVUFR,,3609
820,3611　鼎翰,TW0003611000,2008/11/26,上櫃,電腦週邊,ESVUFR,,3611
821,3615　安可,TW0003615001,2009/04/15,上櫃,光電,ESVUFR,,3615
822,3617　碩天,TW0003617007,2009/12/23,上市,其他電子,ESVUFR,,3617
823,3622　洋華,TW0003622007,2009/03/25,上市,光電,ESVUFR,,3622
824,3623　富晶通,TW0003623005,2010/04/28,上櫃,光電,ESVUFR,,3623
825,3624　光頡,TW0003624003,2011/03/16,上櫃,電子零組件,ESVUFR,,3624
826,3625　西勝,TW0003625000,2009/10/28,上櫃,電腦週邊,ESVUFR,,3625
827,3628　盈正,TW0003628004,2010/09/09,上櫃,其他電子,ESVUFR,,3628
828,3629　地心引力,TW0003629002,2020/06/01,上櫃,文化創意,ESVUFR,,3629
829,3630　新鉅科,TW0003630000,2010/04/26,上櫃,光電,ESVUFR,,3630
830,3631　晟楠,TW0003631008,2010/12/20,上櫃,電子零組件,ESVUFR,,3631
831,3632　研勤,TW0003632006,2011/01/11,上櫃,通信網路,ESVUFR,,3632
832,3642　駿熠電,TW0003642005,2011/09/29,上櫃,其他電子,ESVUFR,,3642
833,3645　達邁,TW0003645008,2011/10/05,上市,電子零組件,ESVUFR,,3645
834,3646　艾恩特,TW0003646006,2012/03/27,上櫃,電子零組件,ESVUFR,,3646
835,3652　精聯,TW0003652004,2022/09/21,上市,電腦週邊,ESVUFR,,3652
836,3653　健策,TW0003653002,2009/11/18,上市,電子零組件,ESVUFR,,3653
837,3661　世芯-KY,KYG022421088,2014/10/28,上市,半導體,ESVUFR,,3661
838,3663　鑫科,TW0003663001,2012/11/20,上櫃,其他電子,ESVUFR,,3663
839,3664　安瑞-KY,KYG0550W1069,2010/06/24,上櫃,通信網路,ESVUFR,,3664
840,3665　貿聯-KY,KYG114741062,2011/04/21,上市,其他電子,ESVUFR,,3665
841,3666　光耀,TW0003666004,2014/12/04,上櫃,光電,ESVUFR,,3666
842,3669　圓展,TW0003669008,2011/08/25,上市,通信網路,ESVUFR,,3669
843,3672　康聯訊,TW0003672002,2015/04/20,上櫃,通信網路,ESVUFR,,3672
844,3673　TPK-KY,KYG898431096,2010/10/29,上市,光電,ESVTFR,,3673
845,3675　德微,TW0003675005,2012/06/29,上櫃,半導體,ESVUFR,,3675
846,3679　新至陞,TW0003679007,2011/10/05,上市,電子零組件,ESVUFR,,3679
847,3680　家登,TW0003680005,2011/08/31,上櫃,半導體,ESVUFR,,3680
848,3682　亞太電,TW0003682001,2013/08/05,上市,通信網路,ESVUFR,,3682
849,3684　榮昌,TW0003684007,2014/03/28,上櫃,通信網路,ESVUFR,,3684
850,3685　元創精密,TW0003685004,2010/12/08,上櫃,電機機械,ESVUFR,,3685
851,3686　達能,TW0003686002,2010/07/20,上市,半導體,ESVUFR,,3686
852,3687　歐買尬,TW0003687000,2020/06/01,上櫃,電子商務,ESVUFR,,3687
853,3689　湧德,TW0003689006,2012/10/18,上櫃,電子零組件,ESVUFR,,3689
854,3691　碩禾,TW0003691002,2010/11/18,上櫃,光電,ESVUFR,,3691
855,3693　營邦,TW0003693008,2013/11/27,上櫃,電腦週邊,ESVUFR,,3693
856,3694　海華,TW0003694006,2011/05/03,上市,通信網路,ESVUFR,,3694
857,3701　大眾控,TW0003701009,2004/08/30,上市,電腦週邊,ESVUFR,,3701
858,3702　大聯大,TW0003702007,2005/11/09,上市,電子通路,ESVUFR,,3702
859,3703　欣陸,TW0003703005,2010/04/08,上市,建材營造,ESVUFR,,3703
860,3704　合勤控,TW0003704003,2010/08/16,上市,通信網路,ESVUFR,,3704
861,3705　永信,TW0003705000,2011/01/03,上市,生技醫療,ESVUFR,,3705
862,3706　神達,TW0003706008,2013/09/12,上市,電腦週邊,ESVUFR,,3706
863,3707　漢磊,TW0003707006,2014/10/01,上櫃,半導體,ESVUFR,,3707
864,3708　上緯投控,TW0003708004,2016/08/31,上市,化學,ESVUFR,,3708
865,3709　鑫聯大投控,TW0003709002,1999/04/16,上櫃,電腦週邊,ESVUFR,,3709
866,3710　連展投控,TW0003710000,2017/12/29,上櫃,電子零組件,ESVUFR,,3710
867,3711　日月光投控,TW0003711008,2018/04/30,上市,半導體,ESVUFR,,3711
868,3712　永崴投控,TW0003712006,2018/10/01,上市,電腦週邊,ESVUFR,,3712
869,3713　新晶投控,TW0003713004,2020/02/27,上櫃,光電,ESVUFR,,3713
870,3714　富采,TW0003714002,2021/01/06,上市,光電,ESVUFR,,3714
871,3715　定穎投控,TW0003715009,2022/08/25,上市,電子零組件,ESVUFR,,3715
872,4102　永日,TW0004102009,2001/03/20,上櫃,生技醫療,ESVUFR,,4102
873,4104　佳醫,TW0004104005,2007/12/31,上市,生技醫療,ESVUFR,,4104
874,4105　東洋,TW0004105002,2001/09/27,上櫃,生技醫療,ESVUFR,,4105
875,4106　雃博,TW0004106000,2004/11/08,上市,生技醫療,ESVUFR,,4106
876,4107　邦特,TW0004107008,2002/03/04,上櫃,生技醫療,ESVUFR,,4107
877,4108　懷特,TW0004108006,2008/07/16,上市,生技醫療,ESVUFR,,4108
878,4109　加捷生醫,TW0004109004,2002/08/08,上櫃,生技醫療,ESVUFR,,4109
879,4111　濟生,TW0004111000,1999/03/06,上櫃,生技醫療,ESVUFR,,4111
880,4113　聯上,TW0004113006,2003/07/22,上櫃,建材營造,ESVUFR,,4113
881,4114　健喬,TW0004114004,2003/05/12,上櫃,生技醫療,ESVUFR,,4114
882,4116　明基醫,TW0004116009,2015/12/16,上櫃,生技醫療,ESVUFR,,4116
883,4119　旭富,TW0004119003,2004/01/07,上市,生技醫療,ESVUFR,,4119
884,4120　友華,TW0004120001,2003/11/05,上櫃,生技醫療,ESVUFR,,4120
885,4121　優盛,TW0004121009,2003/07/25,上櫃,生技醫療,ESVUFR,,4121
886,4123　晟德,TW0004123005,2003/10/07,上櫃,生技醫療,ESVUFR,,4123
887,4126　太醫,TW0004126008,2004/02/09,上櫃,生技醫療,ESVUFR,,4126
888,4127　天良,TW0004127006,2005/07/29,上櫃,生技醫療,ESVUFR,,4127
889,4128　中天,TW0004128004,2006/06/09,上櫃,生技醫療,ESVUFR,,4128
890,4129　聯合,TW0004129002,2004/09/29,上櫃,生技醫療,ESVUFR,,4129
891,4130　健亞,TW0004130000,2012/01/12,上櫃,生技醫療,ESVUFR,,4130
892,4131　晶宇,TW0004131008,2004/04/09,上櫃,生技醫療,ESVUFR,,4131
893,4133　亞諾法,TW0004133004,2009/12/28,上市,生技醫療,ESVUFR,,4133
894,4137　麗豐-KY,KYG211641017,2013/11/27,上市,生技醫療,ESVUFR,,4137
895,4138　曜亞,TW0004138003,2010/12/29,上櫃,生技醫療,ESVUFR,,4138
896,4139　馬光-KY,KYG5831M1087,2011/04/29,上櫃,生技醫療,ESVUFR,,4139
897,4142　國光生,TW0004142005,2012/05/03,上市,生技醫療,ESVUFR,,4142
898,4147　中裕,TW0004147004,2015/11/23,上櫃,生技醫療,ESVUFR,,4147
899,4153　鈺緯,TW0004153002,2013/05/23,上櫃,生技醫療,ESVUFR,,4153
900,4154　樂威科-KY,KYG527551082,2011/12/28,上櫃,生技醫療,ESVUFR,,4154
901,4155　訊映,TW0004155007,2017/12/05,上市,生技醫療,ESVUFR,,4155
902,4157　太景*-KY,KYG866171005,2013/08/30,上櫃,生技醫療,ESVUFR,,4157
903,4160　創源,TW0004160007,2012/09/17,上櫃,生技醫療,ESVUFR,,4160
904,4161　聿新科,TW0004161005,2013/06/26,上櫃,生技醫療,ESVUFR,,4161
905,4162　智擎,TW0004162003,2012/09/18,上櫃,生技醫療,ESVUFR,,4162
906,4163　鐿鈦,TW0004163001,2012/11/15,上櫃,生技醫療,ESVUFR,,4163
907,4164　承業醫,TW0004164009,2012/10/24,上市,生技醫療,ESVUFR,,4164
908,4167　松瑞藥,TW0004167002,2015/09/08,上櫃,生技醫療,ESVUFR,,4167
909,4168　醣聯,TW0004168000,2012/12/18,上櫃,生技醫療,ESVUFR,,4168
910,4171　瑞基,TW0004171004,2018/03/28,上櫃,農科技,ESVUFR,,4171
911,4173　久裕,TW0004173000,2013/10/31,上櫃,生技醫療,ESVUFR,,4173
912,4174　浩鼎,TW0004174008,2015/03/23,上櫃,生技醫療,ESVUFR,,4174
913,4175　杏一,TW0004175005,2014/04/23,上櫃,生技醫療,ESVUFR,,4175
914,4183　福永生技,TW0004183009,2017/03/09,上櫃,生技醫療,ESVUFR,,4183
915,4188　安克,TW0004188008,2015/03/24,上櫃,生技醫療,ESVUFR,,4188
916,4190　佐登-KY,KYG518761039,2015/10/21,上市,生技醫療,ESVUFR,,4190
917,4192　杏國,TW0004192000,2014/10/28,上櫃,生技醫療,ESVUFR,,4192
918,4198　欣大健康,TW0004198007,2014/12/23,上櫃,生技醫療,ESVUFR,,4198
919,4205　中華食,TW0004205000,1999/01/31,上櫃,食品,ESVUFR,,4205
920,4207　環泰,TW0004207006,2000/01/21,上櫃,食品,ESVUFR,,4207
921,4303　信立,TW0004303003,1999/03/10,上櫃,塑膠,ESVUFR,,4303
922,4304　勝昱,TW0004304001,2000/01/27,上櫃,塑膠,ESVUFR,,4304
923,4305　世坤,TW0004305008,2000/09/28,上櫃,塑膠,ESVUFR,,4305
924,4306　炎洲,TW0004306006,2008/01/21,上市,塑膠,ESVUFR,,4306
925,4401　東隆興,TW0004401005,1996/05/09,上櫃,紡織纖維,ESVUFR,,4401
926,4402　福大,TW0004402003,1997/07/23,上櫃,紡織纖維,ESVUFR,,4402
927,4406　新昕纖,TW0004406004,1999/01/14,上櫃,紡織纖維,ESVUFR,,4406
928,4413　飛寶企業,TW0004413000,1999/07/29,上櫃,紡織纖維,ESVUFR,,4413
929,4414　如興,TW0004414008,2004/09/06,上市,紡織纖維,ESVUFR,,4414
930,4416　三圓,TW0004416003,2000/05/06,上櫃,建材營造,ESVUFR,,4416
931,4417　金洲,TW0004417001,2000/11/07,上櫃,紡織纖維,ESVUFR,,4417
932,4419　元勝,TW0004419007,2001/06/26,上櫃,紡織纖維,ESVUFR,,4419
933,4420　光明,TW0004420005,2002/04/18,上櫃,紡織纖維,ESVUFR,,4420
934,4426　利勤,TW0004426002,2011/12/16,上市,紡織纖維,ESVUFR,,4426
935,4430　耀億,TW0004430004,2011/06/09,上櫃,其他,ESVUFR,,4430
936,4432　銘旺實,TW0004432000,2012/11/26,上櫃,紡織纖維,ESVUFR,,4432
937,4433　興采,TW0004433008,2014/11/03,上櫃,紡織纖維,ESVUFR,,4433
938,4438　廣越,TW0004438007,2016/10/18,上市,紡織纖維,ESVUFR,,4438
939,4439　冠星-KY,KYG9114F1037,2019/12/05,上市,紡織纖維,ESVUFR,,4439
940,4440　宜新實業,TW0004440003,2021/10/25,上市,紡織纖維,ESVUFR,,4440
941,4502　健信,TW0004502000,1995/12/12,上櫃,電機機械,ESVUFR,,4502
942,4503　金雨,TW0004503008,1996/12/19,上櫃,電機機械,ESVUFR,,4503
943,4506　崇友,TW0004506001,1997/12/06,上櫃,電機機械,ESVUFR,,4506
944,4510　高鋒,TW0004510003,1998/02/24,上櫃,電機機械,ESVUFR,,4510
945,4513　福裕,TW0004513007,1998/03/25,上櫃,電機機械,ESVUFR,,4513
946,4523　永彰,TW0004523006,1999/11/22,上櫃,電機機械,ESVUFR,,4523
947,4526　東台,TW0004526009,2003/09/15,上市,電機機械,ESVUFR,,4526
948,4527　方土霖,TW0004527007,2000/09/28,上櫃,電機機械,ESVUFR,,4527
949,4528　江興鍛,TW0004528005,2001/02/12,上櫃,電機機械,ESVUFR,,4528
950,4529　淳紳,TW0004529003,2001/05/04,上櫃,其他,ESVUFR,,4529
951,4530　宏易,TW0004530001,2001/04/30,上櫃,電機機械,ESVUFR,,4530
952,4532　瑞智,TW0004532007,2003/08/04,上市,電機機械,ESVUFR,,4532
953,4533　協易機,TW0004533005,2002/04/26,上櫃,電機機械,ESVUFR,,4533
954,4534　慶騰,TW0004534003,2003/03/31,上櫃,電機機械,ESVUFR,,4534
955,4535　至興,TW0004535000,2003/04/16,上櫃,電機機械,ESVUFR,,4535
956,4536　拓凱,TW0004536008,2013/10/09,上市,其他,ESVUFR,,4536
957,4538　大詠城,TW0004538004,2019/01/15,上櫃,電機機械,ESVUFR,,4538
958,4540　全球傳動,TW0004540000,2018/08/15,上市,電機機械,ESVUFR,,4540
959,4541　晟田,TW0004541008,2014/07/22,上櫃,其他,ESVUFR,,4541
960,4542　科嶠,TW0004542006,2014/08/25,上櫃,電子零組件,ESVUFR,,4542
961,4543　萬在,TW0004543004,2016/03/15,上櫃,電機機械,ESVUFR,,4543
962,4545　銘鈺,TW0004545009,2016/01/06,上市,電子零組件,ESVUFR,,4545
963,4549　桓達,TW0004549001,2014/11/27,上櫃,電機機械,ESVUFR,,4549
964,4550　長佳,TW0004550009,2015/03/18,上櫃,電機機械,ESVUFR,,4550
965,4551　智伸科,TW0004551007,2015/08/10,上市,汽車,ESVUFR,,4551
966,4552　力達-KY,KYG5479W1033,2016/07/20,上市,電機機械,ESVUFR,,4552
967,4554　橙的,TW0004554001,2016/08/05,上櫃,其他電子,ESVUFR,,4554
968,4555　氣立,TW0004555008,2015/10/27,上市,電機機械,ESVUFR,,4555
969,4556　旭然,TW0004556006,2015/12/22,上櫃,其他,ESVUFR,,4556
970,4557　永新-KY,KYG988461011,2015/10/12,上市,汽車,ESVUFR,,4557
971,4558　寶緯,TW0004558002,2022/03/17,上櫃,電機機械,ESVUFR,,4558
972,4560　強信-KY,KYG853531039,2017/05/26,上市,電機機械,ESVUFR,,4560
973,4561　健椿,TW0004561006,2018/06/11,上櫃,電機機械,ESVUFR,,4561
974,4562　穎漢,TW0004562004,2017/08/21,上市,電機機械,ESVUFR,,4562
975,4563　百德,TW0004563002,2018/07/12,上櫃,電機機械,ESVUFR,,4563
976,4564　元翎,TW0004564000,2019/03/07,上市,電機機械,ESVUFR,,4564
977,4566　時碩工業,TW0004566005,2018/02/05,上市,電機機械,ESVUFR,,4566
978,4568　科際精密,TW0004568001,2018/10/03,上櫃,電機機械,ESVUFR,,4568
979,4571　鈞興-KY,KYG5258M1024,2019/09/17,上市,電機機械,ESVUFR,,4571
980,4572　駐龍,TW0004572003,2019/09/10,上市,電機機械,ESVUFR,,4572
981,4576　大銀微系統,TW0004576004,2019/09/04,上市,電機機械,ESVUFR,,4576
982,4577　達航科技,TW0004577002,2022/06/14,上櫃,其他電子,ESVUFR,,4577
983,4580　捷流閥業,TW0004580006,2020/01/06,上櫃,電機機械,ESVUFR,,4580
984,4581　光隆精密-KY,KYG977291007,2020/03/09,上市,汽車,ESVUFR,,4581
985,4583　台灣精銳,TW0004583000,2022/05/09,上市,電機機械,ESVUFR,,4583
986,4584　君帆,TW0004584008,2022/10/05,上櫃,電機機械,ESVUFR,,4584
987,4609　唐鋒,TW0004609003,2000/05/19,上櫃,電器電纜,ESVUFR,,4609
988,4702　中美實,TW0004702006,1995/04/21,上櫃,化學,ESVUFR,,4702
989,4706　大恭,TW0004706007,1998/04/17,上櫃,化學,ESVUFR,,4706
990,4707　磐亞,TW0004707005,1998/05/20,上櫃,化學,ESVUFR,,4707
991,4711　永純,TW0004711007,1999/02/24,上櫃,化學,ESVUFR,,4711
992,4712　南璋,TW0004712005,1999/04/03,上櫃,食品,ESVUFR,,4712
993,4714　永捷,TW0004714001,2000/03/27,上櫃,化學,ESVUFR,,4714
994,4716　大立,TW0004716006,2000/03/27,上櫃,化學,ESVUFR,,4716
995,4720　德淵,TW0004720008,2015/06/24,上市,化學,ESVUFR,,4720
996,4721　美琪瑪,TW0004721006,2001/03/09,上櫃,化學,ESVUFR,,4721
997,4722　國精化,TW0004722004,2012/08/15,上市,化學,ESVUFR,,4722
998,4726　永昕,TW0004726005,2013/12/25,上櫃,生技醫療,ESVUFR,,4726
999,4728　雙美,TW0004728001,2012/01/10,上櫃,生技醫療,ESVUFR,,4728
1000,4729　熒茂,TW0004729009,2009/02/24,上櫃,光電,ESVUFR,,4729
1001,4735　豪展,TW0004735006,2011/08/16,上櫃,生技醫療,ESVUFR,,4735
1002,4736　泰博,TW0004736004,2010/12/01,上櫃,生技醫療,ESVUFR,,4736
1003,4737　華廣,TW0004737002,2010/12/23,上市,生技醫療,ESVUFR,,4737
1004,4739　康普,TW0004739008,2017/09/08,上市,化學,ESVUFR,,4739
1005,4741　泓瀚,TW0004741004,2017/09/26,上櫃,化學,ESVUFR,,4741
1006,4743　合一,TW0004743000,2011/09/23,上櫃,生技醫療,ESVUFR,,4743
1007,4744　皇將,TW0004744008,2018/07/12,上櫃,生技醫療,ESVUFR,,4744
1008,4745　合富-KY,KYG248111042,2013/01/30,上櫃,生技醫療,ESVUFR,,4745
1009,4746　台耀,TW0004746003,2011/03/01,上市,生技醫療,ESVUFR,,4746
1010,4747　強生,TW0004747001,2013/12/25,上櫃,生技醫療,ESVUFR,,4747
1011,4754　國碳科,TW0004754007,2016/09/28,上櫃,化學,ESVUFR,,4754
1012,4755　三福化,TW0004755004,2013/11/27,上市,化學,ESVUFR,,4755
1013,4760　勤凱,TW0004760004,2019/03/21,上櫃,其他電子,ESVUFR,,4760
1014,4763　材料-KY,KYG5138S1057,2015/11/09,上市,化學,ESVUFR,,4763
1015,4764　雙鍵,TW0004764006,2018/01/04,上市,化學,ESVUFR,,4764
1016,4766　南寶,TW0004766001,2018/11/28,上市,化學,ESVUFR,,4766
1017,4767　誠泰科技,TW0004767009,2018/10/29,上櫃,化學,ESVUFR,,4767
1018,4768　晶呈科技,TW0004768007,2022/04/13,上櫃,化學,ESVUFR,,4768
1019,4770　上品,TW0004770003,2021/12/22,上市,化學,ESVUFR,,4770
1020,4804　大略-KY,KYG2646C1024,2015/12/04,上櫃,觀光,ESVUFR,,4804
1021,4806　昇華,TW0004806005,2016/03/09,上櫃,文化創意,ESVUFR,,4806
1022,4807　日成-KY,KYG7473R1065,2017/06/26,上市,貿易百貨,ESVUFR,,4807
1023,4903　聯光通,TW0004903000,2001/05/14,上櫃,通信網路,ESVUFR,,4903
1024,4904　遠傳,TW0004904008,2005/08/24,上市,通信網路,ESVUFR,,4904
1025,4905　台聯電,TW0004905005,2001/12/07,上櫃,通信網路,ESVUFR,,4905
1026,4906　正文,TW0004906003,2003/06/30,上市,通信網路,ESVUFR,,4906
