,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註,sid
1027,4907　富宇,TW0004907001,2002/03/04,上櫃,建材營造,ESVUFR,,4907
1028,4908　前鼎,TW0004908009,2002/02/27,上櫃,通信網路,ESVUFR,,4908
1029,4909　新復興,TW0004909007,2002/11/28,上櫃,通信網路,ESVUFR,,4909
1030,4911　德英,TW0004911003,2011/03/21,上櫃,生技醫療,ESVUFR,,4911
1031,4912　聯德控股-KY,KYG545091079,2015/05/21,上市,電子零組件,ESVUFR,,4912
1032,4915　致伸,TW0004915004,2012/10/05,上市,電子零組件,ESVUFR,,4915
1033,4916　事欣科,TW0004916002,2013/11/21,上市,電腦週邊,ESVUFR,,4916
1034,4919　新唐,TW0004919006,2010/09/27,上市,半導體,ESVUFR,,4919
1035,4923　力士,TW0004923008,2022/03/14,上櫃,半導體,ESVUFR,,4923
1036,4924　欣厚-KY,KYG4642A1067,2011/10/18,上櫃,電腦週邊,ESVUFR,,4924
1037,4927　泰鼎-KY,KYG0407M1033,2015/09/08,上市,電子零組件,ESVUFR,,4927
1038,4930　燦星網,TW0004930003,2010/06/21,上市,電器電纜,ESVUFR,,4930
1039,4931　新盛力,TW0004931001,2019/09/17,上櫃,電腦週邊,ESVUFR,,4931
1040,4933　友輝,TW0004933007,2010/05/04,上櫃,光電,ESVUFR,,4933
1041,4934　太極,TW0004934005,2010/03/10,上市,光電,ESVUFR,,4934
1042,4935　茂林-KY,KYG3931M1024,2011/07/28,上市,光電,ESVUFR,,4935
1043,4938　和碩,TW0004938006,2010/06/24,上市,電腦週邊,ESVUFR,,4938
1044,4939　亞電,TW0004939004,2011/09/19,上櫃,電子零組件,ESVUFR,,4939
1045,4942　嘉彰,TW0004942008,2011/06/27,上市,光電,ESVUFR,,4942
1046,4943　康控-KY,KYG2346M1033,2016/11/11,上市,電子零組件,ESVUFR,,4943
1047,4944　兆遠,TW0004944004,2011/05/31,上櫃,光電,ESVUFR,,4944
1048,4945　陞達科技,TW0004945001,2020/11/20,上櫃,半導體,ESVUFR,,4945
1049,4946　辣椒,TW0004946009,2011/06/10,上櫃,文化創意,ESVUFR,,4946
1050,4950　牧東,TW0004950001,2012/04/27,上櫃,其他,ESVUFR,,4950
1051,4951　精拓科,TW0004951009,2022/11/03,上櫃,半導體,ESVUFR,,4951
1052,4952　凌通,TW0004952007,2011/11/01,上市,半導體,ESVUFR,,4952
1053,4953　緯軟,TW0004953005,2014/01/08,上櫃,資訊服務,ESVUFR,,4953
1054,4956　光鋐,TW0004956008,2011/10/24,上市,光電,ESVUFR,,4956
1055,4958　臻鼎-KY,KYG989221000,2011/12/26,上市,電子零組件,ESVUFR,,4958
1056,4960　誠美材,TW0004960000,2011/10/24,上市,光電,ESVUFR,,4960
1057,4961　天鈺,TW0004961008,2018/10/17,上市,半導體,ESVUFR,,4961
1058,4966　譜瑞-KY,KYG6892A1085,2011/09/13,上櫃,半導體,ESVUFR,,4966
1059,4967　十銓,TW0004967005,2019/01/14,上市,半導體,ESVUFR,,4967
1060,4968　立積,TW0004968003,2015/11/13,上市,半導體,ESVUFR,,4968
1061,4971　IET-KY,KYG480071011,2013/07/24,上櫃,半導體,ESVUFR,,4971
1062,4972　湯石照明,TW0004972005,2013/06/17,上櫃,光電,ESVUFR,,4972
1063,4973　廣穎,TW0004973003,2012/06/19,上櫃,半導體,ESVUFR,,4973
1064,4974　亞泰,TW0004974001,2011/11/29,上櫃,電子零組件,ESVUFR,,4974
1065,4976　佳凌,TW0004976006,2012/11/20,上市,光電,ESVUFR,,4976
1066,4977　眾達-KY,KYG6956N1034,2013/11/20,上市,通信網路,ESVUFR,,4977
1067,4979　華星光,TW0004979000,2011/12/12,上櫃,通信網路,ESVUFR,,4979
1068,4987　科誠,TW0004987003,2012/03/21,上櫃,電腦週邊,ESVUFR,,4987
1069,4989　榮科,TW0004989009,2018/06/28,上市,電子零組件,ESVUFR,,4989
1070,4991　環宇-KY,KYG377541019,2014/09/15,上櫃,半導體,ESVUFR,,4991
1071,4994　傳奇,TW0004994009,2013/12/25,上市,資訊服務,ESVUFR,,4994
1072,4995　晶達,TW0004995006,2012/05/09,上櫃,光電,ESVUFR,,4995
1073,4999　鑫禾,TW0004999008,2013/06/03,上市,電子零組件,ESVUFR,,4999
1074,5007　三星,TW0005007009,2011/09/16,上市,鋼鐵,ESVUFR,,5007
1075,5009　榮剛,TW0005009005,1998/10/17,上櫃,鋼鐵,ESVUFR,,5009
1076,5011　久陽,TW0005011001,1999/05/06,上櫃,鋼鐵,ESVUFR,,5011
1077,5013　強新,TW0005013007,2000/05/08,上櫃,鋼鐵,ESVUFR,,5013
1078,5014　建錩,TW0005014005,2001/02/15,上櫃,鋼鐵,ESVUFR,,5014
1079,5015　華祺,TW0005015002,2000/12/15,上櫃,鋼鐵,ESVUFR,,5015
1080,5016　松和,TW0005016000,2001/03/05,上櫃,鋼鐵,ESVUFR,,5016
1081,5201　凱衛,TW0005201008,2000/10/12,上櫃,資訊服務,ESVUFR,,5201
1082,5202　力新,TW0005202006,2000/10/18,上櫃,資訊服務,ESVUFR,,5202
1083,5203　訊連,TW0005203004,2004/09/27,上市,資訊服務,ESVUFR,,5203
1084,5205　中茂,TW0005205009,2001/05/14,上櫃,其他電子,ESVUFR,,5205
1085,5206　坤悅,TW0005206007,2001/10/08,上櫃,建材營造,ESVUFR,,5206
1086,5209　新鼎,TW0005209001,2002/02/25,上櫃,其他,ESVUFR,,5209
1087,5210　寶碩,TW0005210009,2002/04/25,上櫃,資訊服務,ESVUFR,,5210
1088,5211　蒙恬,TW0005211007,2002/12/23,上櫃,資訊服務,ESVUFR,,5211
1089,5212　凌網,TW0005212005,2003/03/24,上櫃,資訊服務,ESVUFR,,5212
1090,5213　亞昕,TW0005213003,2003/04/24,上櫃,建材營造,ESVUFR,,5213
1091,5215　科嘉-KY,KYG530791022,2011/12/26,上市,電腦週邊,ESVUFR,,5215
1092,5220　萬達光電,TW0005220008,2018/04/26,上櫃,光電,ESVUFR,,5220
1093,5222　全訊,TW0005222004,2021/10/25,上市,半導體,ESVUFR,,5222
1094,5223　安力-KY,KYG0458G1047,2018/07/02,上櫃,電腦週邊,ESVUFR,,5223
1095,5225　東科-KY,KYG291021031,2012/11/05,上市,其他電子,ESVUFR,,5225
1096,5227　立凱-KY,KYG0100G1064,2013/12/09,上櫃,電子零組件,ESVUFR,,5227
1097,5228　鈺鎧,TW0005228001,2022/05/20,上櫃,電子零組件,ESVUFR,,5228
1098,5230　雷笛克光學,TW0005230007,2012/06/05,上櫃,光電,ESVUFR,,5230
1099,5234　達興材料,TW0005234009,2012/07/16,上市,光電,ESVUFR,,5234
1100,5236　凌陽創新,TW0005236004,2021/07/29,上櫃,半導體,ESVUFR,,5236
1101,5243　乙盛-KY,KYG312361051,2013/11/25,上市,光電,ESVUFR,,5243
1102,5244　弘凱,TW0005244008,2022/01/19,上市,光電,ESVUFR,,5244
1103,5245　智晶,TW0005245005,2015/05/25,上櫃,光電,ESVUFR,,5245
1104,5251　天鉞電,TW0005251003,2012/11/26,上櫃,光電,ESVUFR,,5251
1105,5258　虹堡,TW0005258008,2016/12/30,上市,電腦週邊,ESVUFR,,5258
1106,5263　智崴,TW0005263008,2012/12/18,上櫃,文化創意,ESVUFR,,5263
1107,5269　祥碩,TW0005269005,2012/12/12,上市,半導體,ESVUFR,,5269
1108,5272　笙科,TW0005272009,2013/05/30,上櫃,半導體,ESVUFR,,5272
1109,5274　信驊,TW0005274005,2013/04/30,上櫃,半導體,ESVUFR,,5274
1110,5276　達輝-KY,KYG2743W1006,2014/06/12,上櫃,其他,ESVUFR,,5276
1111,5278　尚凡,TW0005278006,2013/06/04,上櫃,電子商務,ESVUFR,,5278
1112,5281　大峽谷-KY,KYG853901059,2016/03/30,上櫃,光電,ESVUFR,,5281
1113,5283　禾聯碩,TW0005283006,2019/05/24,上市,電器電纜,ESVUFR,,5283
1114,5284　jpp-KY,KYG521131006,2017/03/09,上市,其他,ESVUFR,,5284
1115,5285　界霖,TW0005285001,2014/02/25,上市,半導體,ESVUFR,,5285
1116,5287　數字,TW0005287007,2014/01/20,上櫃,電子商務,ESVUFR,,5287
1117,5288　豐祥-KY,KYG314551014,2014/09/25,上市,電機機械,ESVUFR,,5288
1118,5289　宜鼎,TW0005289003,2013/11/27,上櫃,電腦週邊,ESVUFR,,5289
1119,5291　邑昇,TW0005291009,2014/12/23,上櫃,電子零組件,ESVUFR,,5291
1120,5299　杰力,TW0005299002,2018/01/23,上櫃,半導體,ESVUFR,,5299
1121,5301　寶得利,TW0005301006,1990/06/25,上櫃,觀光,ESVUFR,,5301
1122,5302　太欣,TW0005302004,1991/01/17,上櫃,半導體,ESVUFR,,5302
1123,5306　桂盟,TW0005306005,2022/03/08,上市,其他,ESVUFR,,5306
1124,5309　系統電,TW0005309009,1996/03/18,上櫃,電子零組件,ESVUFR,,5309
1125,5310　天剛,TW0005310007,1996/04/09,上櫃,資訊服務,ESVUFR,,5310
1126,5312　寶島科,TW0005312003,1996/05/25,上櫃,生技醫療,ESVUFR,,5312
1127,5314　世紀,TW0005314009,1996/09/16,上櫃,半導體,ESVUFR,,5314
1128,5315　光聯,TW0005315006,1996/11/02,上櫃,光電,ESVUFR,,5315
1129,5321　美而快,TW0005321004,1996/12/30,上櫃,電子商務,ESVUFR,,5321
1130,5324　士開,TW0005324008,1997/01/30,上櫃,建材營造,ESVUFR,,5324
1131,5328　華容,TW0005328009,1997/08/28,上櫃,電子零組件,ESVUFR,,5328
1132,5340　建榮,TW0005340004,1998/01/20,上櫃,電子零組件,ESVUFR,,5340
1133,5344　立衛,TW0005344006,1998/03/23,上櫃,半導體,ESVUFR,,5344
1134,5345　天揚,TW0005345003,1998/03/23,上櫃,其他,ESVUFR,,5345
1135,5347　世界,TW0005347009,1998/03/25,上櫃,半導體,ESVUFR,,5347
1136,5348　系通,TW0005348007,1998/04/29,上櫃,通信網路,ESVUFR,,5348
1137,5351　鈺創,TW0005351001,1998/05/15,上櫃,半導體,ESVUFR,,5351
1138,5353　台林,TW0005353007,1998/05/18,上櫃,通信網路,ESVUFR,,5353
1139,5355　佳總,TW0005355002,1998/06/23,上櫃,電子零組件,ESVUFR,,5355
1140,5356　協益,TW0005356000,1998/07/20,上櫃,電腦週邊,ESVUFR,,5356
1141,5364　力麗店,TW0005364004,2013/08/26,上櫃,觀光,ESVUFR,,5364
1142,5371　中光電,TW0005371009,1999/01/20,上櫃,光電,ESVUFR,,5371
1143,5381　合正,TW0005381008,1999/03/19,上櫃,電子零組件,ESVUFR,,5381
1144,5383　金利,TW0005383004,1999/04/14,上櫃,其他電子,ESVUFR,,5383
1145,5386　青雲,TW0005386007,1999/05/13,上櫃,電腦週邊,ESVUFR,,5386
1146,5388　中磊,TW0005388003,2007/12/03,上市,通信網路,ESVUFR,,5388
1147,5392　能率,TW0005392005,1999/06/14,上櫃,光電,ESVUFR,,5392
1148,5398　慕康生醫,TW0005398002,1999/10/11,上櫃,其他,ESVUFR,,5398
1149,5403　中菲,TW0005403000,1999/10/15,上櫃,資訊服務,ESVUFR,,5403
1150,5410　國眾,TW0005410005,1999/11/26,上櫃,資訊服務,ESVUFR,,5410
1151,5425　台半,TW0005425003,2000/02/21,上櫃,半導體,ESVUFR,,5425
1152,5426　振發,TW0005426001,2000/02/09,上櫃,電腦週邊,ESVUFR,,5426
1153,5432　新門,TW0005432009,2000/03/21,上櫃,光電,ESVUFR,,5432
1154,5434　崇越,TW0005434005,2003/08/25,上市,電子通路,ESVUFR,,5434
1155,5438　東友,TW0005438006,2000/06/17,上櫃,電腦週邊,ESVUFR,,5438
1156,5439　高技,TW0005439004,2000/06/26,上櫃,電子零組件,ESVUFR,,5439
1157,5443　均豪,TW0005443006,1998/02/09,上櫃,光電,ESVUFR,,5443
1158,5450　南良,TW0005450001,2020/06/01,上櫃,其他,ESVUFR,,5450
1159,5452　佶優,TW0005452007,2000/10/02,上櫃,其他電子,ESVUFR,,5452
1160,5455　昇益,TW0005455000,2000/10/19,上櫃,建材營造,ESVUFR,,5455
1161,5457　宣德,TW0005457006,2000/09/29,上櫃,電子零組件,ESVUFR,,5457
1162,5460　同協,TW0005460000,2000/09/28,上櫃,電子零組件,ESVUFR,,5460
1163,5464　霖宏,TW0005464002,2000/11/08,上櫃,電子零組件,ESVUFR,,5464
1164,5465　富驊,TW0005465009,2000/11/08,上櫃,電腦週邊,ESVUFR,,5465
1165,5468　凱鈺,TW0005468003,2001/01/17,上櫃,半導體,ESVUFR,,5468
1166,5469　瀚宇博,TW0005469001,2003/08/25,上市,電子零組件,ESVUFR,,5469
1167,5471　松翰,TW0005471007,2003/08/25,上市,半導體,ESVUFR,,5471
1168,5474　聰泰,TW0005474001,2001/03/20,上櫃,電腦週邊,ESVUFR,,5474
1169,5475　德宏,TW0005475008,2001/01/16,上櫃,電子零組件,ESVUFR,,5475
1170,5478　智冠,TW0005478002,2001/03/29,上櫃,文化創意,ESVUFR,,5478
1171,5481　新華,TW0005481006,2020/06/01,上櫃,其他,ESVUFR,,5481
1172,5483　中美晶,TW0005483002,2001/03/02,上櫃,半導體,ESVUFR,,5483
1173,5484　慧友,TW0005484000,2003/08/25,上市,光電,ESVUFR,,5484
1174,5487　通泰,TW0005487003,2001/02/20,上櫃,半導體,ESVUFR,,5487
1175,5488　松普,TW0005488001,2001/03/12,上櫃,電子零組件,ESVUFR,,5488
1176,5489　彩富,TW0005489009,2001/03/12,上櫃,其他電子,ESVUFR,,5489
1177,5490　同亨,TW0005490007,2001/05/14,上櫃,電腦週邊,ESVUFR,,5490
1178,5493　三聯,TW0005493001,2001/05/03,上櫃,其他電子,ESVUFR,,5493
1179,5498　凱崴,TW0005498000,2001/03/29,上櫃,電子零組件,ESVUFR,,5498
1180,5508　永信建,TW0005508006,1998/05/13,上櫃,建材營造,ESVUFR,,5508
1181,5511　德昌,TW0005511000,1998/12/09,上櫃,建材營造,ESVUFR,,5511
1182,5512　力麒,TW0005512008,1998/12/04,上櫃,建材營造,ESVUFR,,5512
1183,5514　三豐,TW0005514004,1998/12/29,上櫃,建材營造,ESVUFR,,5514
1184,5515　建國,TW0005515001,2003/10/06,上市,建材營造,ESVUFR,,5515
1185,5516　雙喜,TW0005516009,1999/03/23,上櫃,建材營造,ESVUFR,,5516
1186,5519　隆大,TW0005519003,2014/02/10,上市,建材營造,ESVUFR,,5519
1187,5520　力泰,TW0005520001,1999/10/27,上櫃,建材營造,ESVUFR,,5520
1188,5521　工信,TW0005521009,2012/12/18,上市,建材營造,ESVUFR,,5521
1189,5522　遠雄,TW0005522007,2007/08/06,上市,建材營造,ESVUFR,,5522
1190,5523　豐謙,TW0005523005,1999/12/27,上櫃,建材營造,ESVUFR,,5523
1191,5525　順天,TW0005525000,2004/11/26,上市,建材營造,ESVUFR,,5525
1192,5529　鉅陞,TW0005529002,1996/01/12,上櫃,建材營造,ESVUFR,,5529
1193,5530　龍巖,TW0005530000,2000/10/04,上櫃,其他,ESVUFR,,5530
1194,5531　鄉林,TW0005531008,2005/01/31,上市,建材營造,ESVUFR,,5531
1195,5533　皇鼎,TW0005533004,2008/04/30,上市,建材營造,ESVUFR,,5533
1196,5534　長虹,TW0005534002,2004/05/24,上市,建材營造,ESVUFR,,5534
1197,5536　聖暉*,TW0005536007,2010/11/10,上櫃,其他電子,ESVUFR,,5536
1198,5538　東明-KY,KYG8919A1031,2013/12/16,上市,鋼鐵,ESVUFR,,5538
1199,5543　桓鼎-KY,KYG1676E1035,2016/05/09,上櫃,建材營造,ESVUFR,,5543
1200,5546　永固-KY,KYG566541093,2020/05/20,上市,建材營造,ESVUFR,,5546
1201,5601　台聯櫃,TW0005601009,1994/11/24,上櫃,航運,ESVUFR,,5601
1202,5603　陸海,TW0005603005,1997/01/25,上櫃,航運,ESVUFR,,5603
1203,5604　中連,TW0005604003,1997/05/22,上櫃,其他,ESVUFR,,5604
1204,5607　遠雄港,TW0005607006,2004/12/02,上市,航運,ESVUFR,,5607
1205,5608　四維航,TW0005608004,2003/08/25,上市,航運,ESVUFR,,5608
1206,5609　中菲行,TW0005609002,2001/10/15,上櫃,航運,ESVUFR,,5609
1207,5701　劍湖山,TW0005701007,1998/03/12,上櫃,觀光,ESVUFR,,5701
1208,5703　亞都,TW0005703003,1999/06/15,上櫃,觀光,ESVUFR,,5703
1209,5704　老爺知,TW0005704001,1999/12/21,上櫃,觀光,ESVUFR,,5704
1210,5706　鳳凰,TW0005706006,2011/10/21,上市,觀光,ESVUFR,,5706
1211,5864　致和證,TW0005864003,2018/04/02,上櫃,金融保險,ESVUFR,,5864
1212,5871　中租-KY,KYG202881093,2011/12/13,上市,其他,ESVUFR,,5871
1213,5876　上海商銀,TW0005876007,2018/10/19,上市,金融保險,ESVUFR,,5876
1214,5878　台名,TW0005878003,2014/10/28,上櫃,金融保險,ESVUFR,,5878
1215,5880　合庫金,TW0005880009,2011/12/01,上市,金融保險,ESVUFR,,5880
1216,5902　德記,TW0005902001,1998/02/07,上櫃,貿易百貨,ESVUFR,,5902
1217,5903　全家,TW0005903009,2002/02/25,上櫃,貿易百貨,ESVUFR,,5903
1218,5904　寶雅,TW0005904007,2002/09/06,上櫃,貿易百貨,ESVUFR,,5904
1219,5905　南仁湖,TW0005905004,2003/06/17,上櫃,貿易百貨,ESVUFR,,5905
1220,5906　台南-KY,KYG8661M1078,2011/10/24,上市,貿易百貨,ESVUFR,,5906
1221,5907　大洋-KY,KYG4064G1029,2012/06/06,上市,貿易百貨,ESVUFR,,5907
1222,6005　群益證,TW0006005002,2005/11/21,上市,金融保險,ESVUFR,,6005
1223,6015　宏遠證,TW0006015001,1996/07/25,上櫃,金融保險,ESVUFR,,6015
1224,6016　康和證,TW0006016009,1996/12/04,上櫃,金融保險,ESVUFR,,6016
1225,6020　大展證,TW0006020001,2003/01/23,上櫃,金融保險,ESVUFR,,6020
1226,6021　美好證,TW0006021009,2003/04/21,上櫃,金融保險,ESVUFR,,6021
1227,6023　元大期,TW0006023005,2007/11/28,上櫃,金融保險,ESVUFR,,6023
1228,6024　群益期,TW0006024003,2017/10/16,上市,金融保險,ESVUFR,,6024
1229,6026　福邦證,TW0006026008,2016/01/27,上櫃,金融保險,ESVUFR,,6026
1230,6101　寬魚國際,TW0006101009,2001/03/29,上櫃,文化創意,ESVUFR,,6101
1231,6103　合邦,TW0006103005,2001/05/07,上櫃,半導體,ESVUFR,,6103
1232,6104　創惟,TW0006104003,2001/05/22,上櫃,半導體,ESVUFR,,6104
1233,6108　競國,TW0006108004,2008/12/30,上市,電子零組件,ESVUFR,,6108
1234,6109　亞元,TW0006109002,2001/07/26,上櫃,通信網路,ESVUFR,,6109
1235,6111　大宇資,TW0006111008,2001/08/08,上櫃,文化創意,ESVUFR,,6111
1236,6112　邁達特,TW0006112006,2003/08/04,上市,資訊服務,ESVUFR,,6112
1237,6113　亞矽,TW0006113004,2001/08/10,上櫃,電子通路,ESVUFR,,6113
1238,6114　久威,TW0006114002,2001/09/27,上櫃,電子零組件,ESVUFR,,6114
1239,6115　鎰勝,TW0006115009,2004/07/19,上市,電子零組件,ESVUFR,,6115
1240,6116　彩晶,TW0006116007,2004/09/06,上市,光電,ESVUFR,,6116
1241,6117　迎廣,TW0006117005,2003/08/25,上市,電腦週邊,ESVUFR,,6117
1242,6118　建達,TW0006118003,2001/10/25,上櫃,電子通路,ESVUFR,,6118
1243,6120　達運,TW0006120009,2006/09/13,上市,光電,ESVUFR,,6120
1244,6121　新普,TW0006121007,2001/11/27,上櫃,電腦週邊,ESVUFR,,6121
1245,6122　擎邦,TW0006122005,2000/07/14,上櫃,電機機械,ESVUFR,,6122
1246,6123　上奇,TW0006123003,2002/01/23,上櫃,電腦週邊,ESVUFR,,6123
1247,6124　業強,TW0006124001,2002/03/19,上櫃,電子零組件,ESVUFR,,6124
1248,6125　廣運,TW0006125008,2002/01/23,上櫃,光電,ESVUFR,,6125
1249,6126　信音,TW0006126006,2002/01/18,上櫃,電子零組件,ESVUFR,,6126
1250,6127　九豪,TW0006127004,2002/01/10,上櫃,電子零組件,ESVUFR,,6127
1251,6128　上福,TW0006128002,2003/06/16,上市,電腦週邊,ESVUFR,,6128
1252,6129　普誠,TW0006129000,2001/12/25,上櫃,半導體,ESVUFR,,6129
1253,6130　星寶國際,TW0006130008,2002/03/26,上櫃,生技醫療,ESVUFR,,6130
1254,6133　金橋,TW0006133002,2003/08/15,上市,電子零組件,ESVUFR,,6133
1255,6134　萬旭,TW0006134000,2002/01/08,上櫃,電子零組件,ESVUFR,,6134
1256,6136　富爾特,TW0006136005,2003/08/25,上市,通信網路,ESVUFR,,6136
1257,6138　茂達,TW0006138001,2002/01/18,上櫃,半導體,ESVUFR,,6138
1258,6139　亞翔,TW0006139009,2003/08/25,上市,其他電子,ESVUFR,,6139
1259,6140　訊達,TW0006140007,2002/02/04,上櫃,資訊服務,ESVUFR,,6140
1260,6141　柏承,TW0006141005,2003/10/22,上市,電子零組件,ESVUFR,,6141
1261,6142　友勁,TW0006142003,2003/08/04,上市,通信網路,ESVUFR,,6142
1262,6143　振曜,TW0006143001,2002/01/28,上櫃,通信網路,ESVUFR,,6143
1263,6144　得利影,TW0006144009,2002/01/23,上櫃,文化創意,ESVUFR,,6144
1264,6146　耕興,TW0006146004,2002/01/23,上櫃,其他電子,ESVUFR,,6146
1265,6147　頎邦,TW0006147002,2002/01/31,上櫃,半導體,ESVUFR,,6147
1266,6148　驊宏資,TW0006148000,2002/02/01,上櫃,資訊服務,ESVUFR,,6148
1267,6150　撼訊,TW0006150006,2002/03/11,上櫃,電腦週邊,ESVUFR,,6150
1268,6151　晉倫,TW0006151004,2002/02/25,上櫃,其他電子,ESVUFR,,6151
1269,6152　百一,TW0006152002,2009/12/08,上市,通信網路,ESVUFR,,6152
1270,6153　嘉聯益,TW0006153000,2008/01/21,上市,電子零組件,ESVUFR,,6153
1271,6154　順發,TW0006154008,2002/02/18,上櫃,電子通路,ESVUFR,,6154
1272,6155　鈞寶,TW0006155005,2006/08/18,上市,電子零組件,ESVUFR,,6155
1273,6156　松上,TW0006156003,2002/02/19,上櫃,電子零組件,ESVUFR,,6156
1274,6158　禾昌,TW0006158009,2002/02/19,上櫃,電子零組件,ESVUFR,,6158
1275,6160　欣技,TW0006160005,2002/03/01,上櫃,電腦週邊,ESVUFR,,6160
1276,6161　捷波,TW0006161003,2002/03/01,上櫃,電腦週邊,ESVUFR,,6161
1277,6163　華電網,TW0006163009,2002/03/19,上櫃,通信網路,ESVUFR,,6163
1278,6164　華興,TW0006164007,2008/10/21,上市,光電,ESVUFR,,6164
1279,6165　浪凡,TW0006165004,2003/08/04,上市,其他,ESVUFR,,6165
1280,6166　凌華,TW0006166002,2004/11/08,上市,電腦週邊,ESVUFR,,6166
1281,6167　久正,TW0006167000,2002/03/26,上櫃,光電,ESVUFR,,6167
1282,6168　宏齊,TW0006168008,2003/08/25,上市,光電,ESVUFR,,6168
1283,6169　昱泉,TW0006169006,2002/03/22,上櫃,文化創意,ESVUFR,,6169
1284,6170　統振,TW0006170004,2002/04/16,上櫃,通信網路,ESVUFR,,6170
1285,6171　大城地產,TW0006171002,2002/04/22,上櫃,建材營造,ESVUFR,,6171
1286,6173　信昌電,TW0006173008,2002/04/19,上櫃,電子零組件,ESVUFR,,6173
1287,6174　安碁,TW0006174006,2002/05/02,上櫃,電子零組件,ESVUFR,,6174
1288,6175　立敦,TW0006175003,2002/06/10,上櫃,電子零組件,ESVUFR,,6175
1289,6176　瑞儀,TW0006176001,2007/05/15,上市,光電,ESVUFR,,6176
1290,6177　達麗,TW0006177009,2013/08/01,上市,建材營造,ESVUFR,,6177
1291,6179　亞通,TW0006179005,2002/05/17,上櫃,其他,ESVUFR,,6179
1292,6180　橘子,TW0006180003,2002/05/21,上櫃,文化創意,ESVUFR,,6180
1293,6182　合晶,TW0006182009,2002/05/16,上櫃,半導體,ESVUFR,,6182
1294,6183　關貿,TW0006183007,2011/12/01,上市,資訊服務,ESVUFR,,6183
1295,6184　大豐電,TW0006184005,2005/02/15,上市,其他,ESVUFR,,6184
1296,6185　幃翔,TW0006185002,2002/08/09,上櫃,電子零組件,ESVUFR,,6185
1297,6186　新潤,TW0006186000,2002/08/02,上櫃,建材營造,ESVUFR,,6186
1298,6187　萬潤,TW0006187008,2002/09/27,上櫃,其他電子,ESVUFR,,6187
1299,6188　廣明,TW0006188006,2002/08/27,上櫃,電腦週邊,ESVUFR,,6188
1300,6189　豐藝,TW0006189004,2004/05/24,上市,電子通路,ESVUFR,,6189
1301,6190　萬泰科,TW0006190002,1998/02/04,上櫃,通信網路,ESVUFR,,6190
1302,6191　精成科,TW0006191000,2007/10/19,上市,電子零組件,ESVUFR,,6191
1303,6192　巨路,TW0006192008,2004/09/27,上市,其他電子,ESVUFR,,6192
1304,6194　育富,TW0006194004,2002/12/05,上櫃,電子零組件,ESVUFR,,6194
1305,6195　詩肯,TW0006195001,2002/10/21,上櫃,貿易百貨,ESVUFR,,6195
1306,6196　帆宣,TW0006196009,2004/05/24,上市,其他電子,ESVUFR,,6196
1307,6197　佳必琪,TW0006197007,2004/11/08,上市,電子零組件,ESVUFR,,6197
1308,6198　瑞築,TW0006198005,2002/12/26,上櫃,半導體,ESVUFR,,6198
1309,6199　天品,TW0006199003,2016/10/07,上櫃,其他,ESVUFR,,6199
1310,6201　亞弘電,TW0006201007,2004/09/27,上市,其他電子,ESVUFR,,6201
1311,6202　盛群,TW0006202005,2004/09/27,上市,半導體,ESVUFR,,6202
1312,6203　海韻電,TW0006203003,2002/12/26,上櫃,電子零組件,ESVUFR,,6203
1313,6204　艾華,TW0006204001,2002/11/13,上櫃,電子零組件,ESVUFR,,6204
1314,6205　詮欣,TW0006205008,2008/01/21,上市,電子零組件,ESVUFR,,6205
1315,6206　飛捷,TW0006206006,2004/08/03,上市,電腦週邊,ESVUFR,,6206
1316,6207　雷科,TW0006207004,2002/12/23,上櫃,電子零組件,ESVUFR,,6207
1317,6208　日揚,TW0006208002,2002/12/23,上櫃,電子零組件,ESVUFR,,6208
1318,6209　今國光,TW0006209000,2004/11/08,上市,光電,ESVUFR,,6209
1319,6210　慶生,TW0006210008,2003/02/14,上櫃,電子零組件,ESVUFR,,6210
1320,6212　理銘,TW0006212004,2002/12/26,上櫃,建材營造,ESVUFR,,6212
1321,6213　聯茂,TW0006213002,2008/01/21,上市,電子零組件,ESVUFR,,6213
1322,6214　精誠,TW0006214000,2010/12/30,上市,資訊服務,ESVUFR,,6214
1323,6215　和椿,TW0006215007,2007/12/31,上市,其他電子,ESVUFR,,6215
1324,6216　居易,TW0006216005,2004/09/27,上市,通信網路,ESVUFR,,6216
1325,6217　中探針,TW0006217003,2003/01/09,上櫃,電子零組件,ESVUFR,,6217
1326,6218　豪勉,TW0006218001,2003/01/14,上櫃,通信網路,ESVUFR,,6218
1327,6219　富旺,TW0006219009,2003/02/26,上櫃,建材營造,ESVUFR,,6219
1328,6220　岳豐,TW0006220007,2003/01/09,上櫃,電子零組件,ESVUFR,,6220
1329,6221　晉泰,TW0006221005,2003/01/06,上櫃,資訊服務,ESVUFR,,6221
1330,6222　上揚,TW0006222003,2003/01/09,上櫃,光電,ESVUFR,,6222
1331,6223　旺矽,TW0006223001,2003/01/06,上櫃,半導體,ESVUFR,,6223
1332,6224　聚鼎,TW0006224009,2009/09/17,上市,電子零組件,ESVUFR,,6224
1333,6225　天瀚,TW0006225006,2004/09/27,上市,光電,ESVUFR,,6225
1334,6226　光鼎,TW0006226004,2008/11/10,上市,光電,ESVUFR,,6226
1335,6227　茂綸,TW0006227002,2003/01/14,上櫃,電子通路,ESVUFR,,6227
