sid,grow,stable,market,link,date
3580,83%,29%,上櫃,https://tw.stock.yahoo.com/quote/3580.TWO/health-check,2023-05-12 08:18:31.259767
6558,17%,14%,上市,https://tw.stock.yahoo.com/quote/6558.TW/health-check,2023-05-12 08:18:31.259767
3093,17%,71%,上櫃,https://tw.stock.yahoo.com/quote/3093.TWO/health-check,2023-05-12 08:18:31.259767
8183,50%,57%,上櫃,https://tw.stock.yahoo.com/quote/8183.TWO/health-check,2023-05-12 08:18:31.259767
6409,83%,57%,上市,https://tw.stock.yahoo.com/quote/6409.TW/health-check,2023-05-12 08:18:31.259767
5009,96%,57%,上櫃,https://tw.stock.yahoo.com/quote/5009.TWO/health-check,2023-05-12 08:18:31.259767
8033,33%,29%,上市,https://tw.stock.yahoo.com/quote/8033.TW/health-check,2023-05-12 08:18:31.259767
5880,83%,71%,上市,https://tw.stock.yahoo.com/quote/5880.TW/health-check,2023-05-12 08:18:31.259767
5284,100%,29%,上市,https://tw.stock.yahoo.com/quote/5284.TW/health-check,2023-05-12 08:18:31.259767
5289,33%,86%,上櫃,https://tw.stock.yahoo.com/quote/5289.TWO/health-check,2023-05-12 08:18:31.259767
3089,0%,14%,上櫃,https://tw.stock.yahoo.com/quote/3089.TWO/health-check,2023-05-12 08:18:31.259767
2634,100%,86%,上市,https://tw.stock.yahoo.com/quote/2634.TW/health-check,2023-05-12 08:18:31.259767
4526,17%,43%,上市,https://tw.stock.yahoo.com/quote/4526.TW/health-check,2023-05-12 08:18:31.259767
8383,17%,86%,上櫃,https://tw.stock.yahoo.com/quote/8383.TWO/health-check,2023-05-12 08:18:31.259767
4566,67%,43%,上市,https://tw.stock.yahoo.com/quote/4566.TW/health-check,2023-05-12 08:18:31.259767
3680,83%,29%,上櫃,https://tw.stock.yahoo.com/quote/3680.TWO/health-check,2023-05-12 08:18:31.259767
5538,0%,14%,上市,https://tw.stock.yahoo.com/quote/5538.TW/health-check,2023-05-12 08:18:31.259767
