,sid,sid_name,股價,大盤領先指標,產業領先指標,勝率(%)_營收,合理價差(%)_營收,相關性_營收,勝率(%)_EPS,合理價差(%)_EPS,相關性_EPS,勝率(%)_殖利率,合理價差(%)_殖利率,相關性_殖利率,date,耗時(秒),策略_營收,策略_EPS,策略_殖利率
610,3005,神基,41.5,中等,極佳,46,-23,中度相關 0.5,,,低度相關 0.1,,,低度相關 0.06,2022-11-25,85,1,0,0
611,2449,京元電子,35.05,中等,極佳,45,-10,中度相關 0.65,,,低度相關 0.39,,,低度相關 0.39,2022-11-25,63,0,0,0
612,4552,力達-KY,29.2,中等,極佳,0,0,中度相關 0.74,42,-14,高度相關 0.78,0,0,低度相關 0.06,2022-11-25,80,0,1,0
613,9933,中鼎,40.4,中等,極佳,,,低度相關 0.1,42,-11,中度相關 0.66,41,-12,中度相關 0.67,2022-11-25,53,0,1,1
614,1599,宏佳騰,41.95,中等,極佳,,,低度相關 0.42,42,-11,中度相關 0.54,,,低度相關 0.3,2022-11-25,62,0,1,0
615,2458,義隆,88.6,中等,極佳,39,19,高度相關 0.93,42,-36,中度相關 0.65,41,-39,中度相關 0.58,2022-11-25,54,0,1,1
616,2640,大車隊,85,中等,極佳,45,-8,中度相關 0.64,,,低度相關 0.42,48,-1,中度相關 0.64,2022-11-25,58,0,0,0
617,1264,德麥,247,中等,極佳,46,-15,中度相關 0.65,42,-15,高度相關 0.76,,,中度相關 0.63,2022-11-25,70,1,1,0
618,1210,大成,44.05,中等,極佳,46,-22,中度相關 0.58,45,4,中度相關 0.71,48,-3,高度相關 0.88,2022-11-25,54,1,0,0
619,3483,力致,52.8,中等,極佳,46,-17,高度相關 0.76,,,,,,,2022-11-25,56,1,0,0
620,6457,紘康,58.1,中等,極佳,39,65,高度相關 0.79,42,-50,中度相關 0.63,0,0,中度相關 0.55,2022-11-25,52,0,1,0
621,4510,高鋒,10.4,中等,極佳,46,-27,中度相關 0.57,,,,48,-5,,2022-11-25,60,1,0,0
622,2330,台積電,498,中等,極佳,46,-27,中度相關 0.63,,,中度相關 0.5,41,-28,中度相關 0.61,2022-11-25,67,1,0,1
623,5288,豐祥-KY,168,中等,極佳,46,-13,中度相關 0.72,42,-13,中度相關 0.63,46,2,低度相關 0.37,2022-11-25,54,1,1,0
624,3189,景碩,120.5,中等,極佳,46,-28,中度相關 0.61,,,,,,,2022-11-25,69,1,0,0
625,8928,鉅明,36.35,中等,極佳,,,低度相關 0.36,42,-14,中度相關 0.55,41,-13,中度相關 0.55,2022-11-25,52,0,1,1
626,2049,上銀,184,中等,極佳,,,低度相關 0.28,,,低度相關 0.44,40,-19,中度相關 0.5,2022-11-26,58,0,0,1
627,6104,創惟,96.5,中等,極佳,39,100,高度相關 0.89,42,-42,中度相關 0.54,40,-41,中度相關 0.54,2022-11-26,49,0,1,1
628,6488,環球晶,480,中等,極佳,46,-26,中度相關 0.51,,,低度相關 0.13,0,0,低度相關 0.23,2022-11-26,45,1,0,0
629,3416,融程電,82.6,中等,極佳,45,-1,高度相關 0.82,45,1,高度相關 0.83,46,2,高度相關 0.84,2022-11-26,52,0,0,0
630,8081,致新,143,中等,極佳,48,9,高度相關 0.9,42,-36,中度相關 0.52,40,-36,中度相關 0.54,2022-11-26,45,0,1,1
631,6415,矽力*-KY,485.5,中等,極佳,46,-29,高度相關 0.75,,,低度相關 0.48,,,低度相關 0.41,2022-11-26,50,1,0,0
632,9914,美利達,182.5,不適用,不適用,,,低度相關 0.38,,,低度相關 0.48,,,低度相關 0.49,2022-11-26,51,0,0,0
633,1232,大統益,145.5,中等,極佳,46,-18,中度相關 0.54,42,-18,高度相關 0.8,40,-17,高度相關 0.84,2022-11-26,47,1,1,1
634,5356,協益,20.05,中等,極佳,46,-21,高度相關 0.8,,,,46,7,中度相關 0.68,2022-11-26,47,1,0,0
635,8066,來思達,26.95,中等,極佳,,,低度相關 0.22,42,-23,中度相關 0.72,40,-28,中度相關 0.72,2022-11-26,47,0,1,1
636,2395,研華,317.5,中等,極佳,46,-18,中度相關 0.61,,,低度相關 0.23,,,低度相關 0.38,2022-11-26,52,1,0,0
637,3017,奇鋐,109,中等,極佳,48,1,高度相關 0.87,42,-13,高度相關 0.87,40,-13,高度相關 0.86,2022-11-26,45,0,1,1
638,5269,祥碩,751,中等,極佳,46,-14,高度相關 0.77,42,-49,中度相關 0.6,40,-48,中度相關 0.63,2022-11-26,45,1,1,1
639,3317,尼克森,56.2,中等,極佳,,,低度相關 0.4,,,低度相關 0.36,40,-21,低度相關 0.02,2022-11-26,53,0,0,1
640,2929,淘帝-KY,11.9,中等,極佳,46,-36,中度相關 0.68,,,,,,,2022-11-26,51,1,0,0
641,9929,秋雨,8.49,中等,極佳,46,-41,中度相關 0.59,,,,,,,2022-11-26,54,1,0,0
642,2379,瑞昱,330.5,中等,極佳,46,-24,高度相關 0.82,,,中度相關 0.5,40,-35,中度相關 0.5,2022-11-26,47,1,0,1
643,5274,信驊,2095,中等,極佳,46,-21,中度相關 0.72,49,-10,中度相關 0.71,40,-11,高度相關 0.76,2022-11-26,46,1,0,1
644,3529,力旺,1495,中等,極佳,46,-10,中度相關 0.68,42,-25,中度相關 0.57,40,-25,中度相關 0.56,2022-11-26,46,1,1,1
645,4968,立積,129.5,中等,極佳,45,0,高度相關 0.75,,,,48,-3,中度相關 0.64,2022-11-26,47,0,0,0
646,6287,元隆,23.85,中等,極佳,46,-19,中度相關 0.54,,,,0,0,,2022-11-26,48,1,0,0
647,3005,神基,41.5,不適用,不適用,,,中度相關 0.5,,,低度相關 0.1,,,低度相關 0.05,2022-11-26,51,1,0,0
648,6139,亞翔,32.15,不適用,不適用,,,低度相關 0.06,,,低度相關 0.06,,,低度相關 0.08,2022-11-26,51,0,0,0
649,9802,鈺齊-KY,150,中等,極佳,46,-24,,,,低度相關 0.42,,,低度相關 0.31,2022-11-26,47,1,0,0
650,6485,點序,71,中等,極佳,46,-19,高度相關 0.75,,,,0,0,,2022-11-26,52,1,0,0
651,2388,威盛,68.6,中等,極佳,46,-12,中度相關 0.61,,,,,,,2022-11-26,51,1,0,0
652,5306,桂盟,157,中等,極佳,46,-11,中度相關 0.71,,,低度相關 0.4,,,低度相關 0.35,2022-11-26,51,1,0,0
653,5345,天揚,5.88,中等,極佳,46,-26,低度相關 0.49,,,,,,,2022-11-26,53,1,0,0
654,9940,信義,29.05,中等,極佳,,,低度相關 0.22,49,-10,中度相關 0.55,,,低度相關 0.19,2022-11-26,51,0,0,0
655,3189,景碩,120.5,中等,極佳,46,-28,中度相關 0.61,,,,,,,2022-11-26,51,1,0,0
656,1599,宏佳騰,41.95,中等,極佳,,,低度相關 0.42,42,-11,中度相關 0.54,,,低度相關 0.3,2022-11-26,49,0,1,0
657,5907,大洋-KY,13.4,中等,極佳,,,低度相關 0.46,,,,40,-28,,2022-11-26,51,0,0,1
658,1584,精剛,21.2,中等,極佳,48,6,中度相關 0.54,,,,,,,2022-11-26,51,0,0,0
659,2436,偉詮電,45.65,中等,極佳,39,34,高度相關 0.79,,,低度相關 0.46,,,中度相關 0.5,2022-11-26,53,0,0,0
660,3260,威剛,62.5,中等,極佳,46,-14,中度相關 0.66,,,,,,,2022-11-26,54,1,0,0
661,8931,大汽電,38.05,中等,極佳,45,-7,低度相關 0.49,46,13,高度相關 0.78,46,12,中度相關 0.73,2022-11-26,45,0,0,0
662,8928,鉅明,36.35,中等,極佳,,,低度相關 0.36,42,-13,中度相關 0.55,40,-13,中度相關 0.55,2022-11-26,47,0,1,1
663,3426,台興,37.7,中等,極佳,46,-13,低度相關 0.49,49,-9,高度相關 0.86,,,低度相關 0,2022-11-26,48,1,0,0
664,8924,大田,117,中等,極佳,39,29,高度相關 0.76,,,,40,-23,低度相關 0.01,2022-11-26,75,0,0,1
665,2351,順德,100.5,中等,極佳,46,-19,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-11-26,50,1,0,0
666,5871,中租-KY,192.5,中等,極佳,46,-22,高度相關 0.84,42,-15,中度相關 0.52,40,-14,中度相關 0.56,2022-11-26,45,1,1,1
667,1210,大成,44.05,中等,極佳,46,-21,中度相關 0.58,45,5,中度相關 0.71,48,-2,高度相關 0.88,2022-11-26,44,1,0,0
668,6803,崑鼎,246,中等,極佳,45,-3,中度相關 0.72,42,-11,高度相關 0.78,40,-12,中度相關 0.74,2022-11-26,44,0,1,1
669,6257,矽格,50,中等,極佳,45,-5,高度相關 0.88,42,-17,中度相關 0.58,40,-17,中度相關 0.66,2022-11-26,46,0,1,1
670,3675,德微,173.5,中等,極佳,46,-11,中度相關 0.72,42,-38,中度相關 0.51,40,-37,中度相關 0.51,2022-11-26,44,1,1,1
671,2458,義隆,88.6,中等,極佳,39,17,高度相關 0.93,42,-37,中度相關 0.65,40,-39,中度相關 0.58,2022-11-26,46,0,1,1
672,1516,川飛,21.6,中等,極佳,,,低度相關 0.41,42,-12,中度相關 0.52,,,,2022-11-26,56,0,1,0
673,3014,聯陽,70.7,中等,極佳,39,49,高度相關 0.95,42,-22,中度相關 0.63,40,-23,中度相關 0.63,2022-11-26,48,0,1,1
674,9951,皇田,60.3,中等,極佳,,,低度相關 0.01,42,-15,中度相關 0.51,,,中度相關 0.5,2022-11-26,49,0,1,0
675,2640,大車隊,85,中等,極佳,45,-8,中度相關 0.64,,,低度相關 0.42,48,-2,中度相關 0.65,2022-11-26,46,0,0,0
676,4967,十銓,29.95,中等,極佳,46,-27,中度相關 0.58,,,,40,-26,,2022-11-26,54,1,0,1
677,3171,新洲,15.8,中等,極佳,,,低度相關 0.47,42,-11,高度相關 0.81,,,低度相關 0.1,2022-11-26,49,0,1,0
678,3686,達能,12.45,中等,極佳,46,-28,中度相關 0.59,,,,,,,2022-11-26,52,1,0,0
679,5604,中連,51.1,中等,極佳,46,-19,中度相關 0.61,,,,40,-33,中度相關 0.5,2022-11-26,52,1,0,1
680,9933,中鼎,40.4,中等,極佳,,,低度相關 0.1,42,-11,中度相關 0.66,40,-12,中度相關 0.66,2022-11-26,50,0,1,1
681,4552,力達-KY,29.2,中等,極佳,0,0,中度相關 0.74,42,-15,高度相關 0.78,0,0,低度相關 0.06,2022-11-26,51,0,1,0
682,3556,禾瑞亞,55.7,中等,極佳,39,26,中度相關 0.7,42,-17,中度相關 0.51,40,-17,中度相關 0.54,2022-11-26,51,0,1,1
683,6457,紘康,58.1,中等,極佳,39,64,高度相關 0.79,42,-50,中度相關 0.63,0,0,中度相關 0.55,2022-11-26,46,0,1,0
684,5288,豐祥-KY,168,中等,極佳,46,-14,中度相關 0.72,42,-13,中度相關 0.63,46,1,低度相關 0.37,2022-11-26,56,1,1,0
685,8938,明安,97.7,中等,極佳,48,6,高度相關 0.83,42,-10,高度相關 0.79,48,-1,高度相關 0.76,2022-11-26,46,0,1,0
686,8027,鈦昇,54.9,中等,極佳,46,-16,中度相關 0.54,,,,,,低度相關 0.37,2022-11-26,50,1,0,0
687,5471,松翰,48.55,中等,極佳,39,87,高度相關 0.76,42,-30,高度相關 0.75,40,-30,高度相關 0.75,2022-11-26,51,0,1,1
688,2330,台積電,498,中等,極佳,46,-26,中度相關 0.63,,,中度相關 0.5,40,-27,中度相關 0.61,2022-11-26,47,1,0,1
689,4558,寶緯,23.05,中等,極佳,46,-21,高度相關 0.8,0,0,,0,0,,2022-11-26,46,1,0,0
690,4535,至興,38.5,中等,極佳,46,-11,高度相關 0.77,45,1,中度相關 0.72,48,0,中度相關 0.74,2022-11-26,47,1,0,0
691,1558,伸興,112,中等,極佳,,,低度相關 0.15,42,-13,中度相關 0.57,40,-15,中度相關 0.58,2022-11-26,48,0,1,1
692,4401,東隆興,26.25,中等,極佳,,,低度相關 0.13,42,-27,中度相關 0.62,40,-28,中度相關 0.61,2022-11-26,45,0,1,1
693,4991,環宇-KY,39.7,中等,極佳,46,-18,中度相關 0.6,46,11,,,,,2022-11-26,47,1,0,0
694,5209,新鼎,74.8,中等,極佳,46,-14,高度相關 0.81,49,-1,高度相關 0.76,48,-2,高度相關 0.75,2022-11-26,45,1,0,0
695,4966,譜瑞-KY,796,中等,極佳,45,-6,中度相關 0.73,,,低度相關 0.47,,,低度相關 0.42,2022-11-26,50,0,0,0
696,1514,亞力,29,中等,極佳,46,-24,中度相關 0.72,45,1,高度相關 0.84,46,9,高度相關 0.76,2022-11-26,43,1,0,0
697,2481,強茂,60.4,中等,極佳,,,低度相關 0.3,,,,40,-28,,2022-11-26,51,0,0,1
698,2303,聯電,45.8,中等,極佳,46,-27,中度相關 0.6,,,低度相關 0.41,,,低度相關 0.43,2022-11-26,48,1,0,0
699,1513,中興電,57.2,中等,極佳,39,16,中度相關 0.71,49,-6,中度相關 0.67,48,-6,中度相關 0.69,2022-11-26,43,0,0,0
700,4919,新唐,120,中等,極佳,48,10,中度相關 0.65,42,-20,中度相關 0.61,,,,2022-11-26,46,0,1,0
701,3016,嘉晶,77.6,中等,極佳,46,-15,中度相關 0.65,,,,,,,2022-11-26,50,1,0,0
702,1538,正峰,5.97,中等,極佳,46,-55,高度相關 0.82,,,,,,,2022-11-26,51,1,0,0
703,3483,力致,52.8,中等,極佳,46,-19,高度相關 0.76,,,,,,,2022-11-26,49,1,0,0
704,8040,九暘,55.6,中等,極佳,46,-33,中度相關 0.56,,,,,,,2022-11-26,50,1,0,0
705,1535,中宇,42.1,中等,極佳,,,低度相關 0.02,49,-10,中度相關 0.62,48,-10,中度相關 0.58,2022-11-26,48,0,1,1
706,8028,昇陽半導體,54.1,中等,極佳,46,-19,高度相關 0.76,,,低度相關 0.01,,,低度相關 0.27,2022-11-26,53,1,0,0
707,6271,同欣電,196.5,中等,極佳,46,-11,中度相關 0.59,,,低度相關 0.36,,,低度相關 0.4,2022-11-26,56,1,0,0
708,6509,聚和,39.15,中等,中等,37,-21,中度相關 0.6,29,-29,中度相關 0.64,32,-28,中度相關 0.61,2022-11-26,46,0,0,0
709,3707,漢磊,96,中等,極佳,46,-20,中度相關 0.7,,,,0,0,,2022-11-26,51,1,0,0
710,1256,鮮活果汁-KY,227,中等,極佳,46,-17,中度相關 0.67,42,-19,中度相關 0.74,40,-21,中度相關 0.73,2022-11-26,45,1,1,1
711,3450,聯鈞,38.95,中等,極佳,,,低度相關 0.26,42,-27,中度相關 0.62,,,低度相關 0.47,2022-11-26,48,0,1,0
712,1580,新麥,85.8,中等,極佳,,,低度相關 0.44,42,-21,高度相關 0.76,40,-25,中度相關 0.6,2022-11-26,53,0,1,1
713,4205,中華食,100.5,中等,極佳,46,-26,高度相關 0.82,42,-11,高度相關 0.77,48,-5,高度相關 0.75,2022-11-26,45,1,1,0
714,4426,利勤,24.05,中等,極佳,46,-30,中度相關 0.64,,,,46,1,,2022-11-26,50,1,0,0
715,1220,台榮,14.75,中等,極佳,,,低度相關 0.46,49,-8,高度相關 0.83,48,-10,高度相關 0.81,2022-11-26,46,0,0,0
716,4549,桓達,85.1,中等,極佳,45,-9,中度相關 0.63,,,低度相關 0.44,,,低度相關 0.42,2022-11-26,51,0,0,0
717,2387,精元,40.8,中等,極佳,46,-20,中度相關 0.64,,,,,,,2022-11-26,50,1,0,0
718,5222,全訊,130.5,中等,極佳,46,-12,中度相關 0.67,0,0,,0,0,,2022-11-26,47,1,0,0
719,1264,德麥,247,中等,極佳,46,-15,中度相關 0.65,42,-16,高度相關 0.76,,,中度相關 0.63,2022-11-26,46,1,1,0
720,2357,華碩,265,中等,極佳,46,-18,中度相關 0.65,,,低度相關 0.44,,,低度相關 0.44,2022-11-26,48,1,0,0
721,2348,海悅,61.8,中等,極佳,46,-14,高度相關 0.89,42,-11,高度相關 0.88,40,-12,中度相關 0.55,2022-11-26,48,1,1,1
722,3169,亞信,106,中等,極佳,46,-18,高度相關 0.86,42,-40,中度相關 0.5,40,-40,中度相關 0.52,2022-11-26,45,1,1,1
723,6182,合晶,45.9,中等,極佳,46,-36,中度相關 0.63,,,,,,低度相關 0.49,2022-11-26,51,1,0,0
724,8454,富邦媒,597,中等,極佳,46,-35,中度相關 0.69,42,-28,中度相關 0.52,,,低度相關 0.39,2022-11-26,47,1,1,0
725,2338,光罩,79.8,中等,極佳,46,-12,高度相關 0.78,,,,48,-5,中度相關 0.74,2022-11-26,49,1,0,0
726,6129,普誠,31.25,中等,極佳,46,-15,中度相關 0.74,,,,,,,2022-11-26,51,1,0,0
727,1590,亞德客-KY,916,中等,極佳,48,2,高度相關 0.88,49,-5,中度相關 0.5,,,低度相關 0.38,2022-11-26,47,0,0,0
728,1219,福壽,19,中等,極佳,46,-15,中度相關 0.54,,,,40,-11,中度相關 0.51,2022-11-26,49,1,0,1
729,2235,謚源,49.7,中等,極佳,,,低度相關 0.35,49,0,高度相關 0.8,48,-7,高度相關 0.76,2022-11-26,48,0,0,0
730,1451,年興,21.4,中等,極佳,46,-13,中度相關 0.67,,,,,,,2022-11-26,52,1,0,0
731,6533,晶心科,538,中等,極佳,46,-11,中度相關 0.69,,,,0,0,,2022-11-26,49,1,0,0
732,3661,世芯-KY,883,中等,極佳,46,-25,高度相關 0.81,42,-17,高度相關 0.75,40,-19,中度相關 0.64,2022-11-26,52,1,1,1
733,4510,高鋒,10.4,中等,極佳,46,-28,中度相關 0.57,,,,48,-6,,2022-11-26,50,1,0,0
734,5903,全家,187,中等,極佳,,,低度相關 0.2,42,-10,高度相關 0.77,48,-7,高度相關 0.81,2022-11-26,48,0,1,0
735,9911,櫻花,61.3,中等,極佳,45,-3,高度相關 0.75,42,-14,高度相關 0.84,40,-15,高度相關 0.81,2022-11-26,43,0,1,1
736,5285,界霖,64.9,中等,極佳,46,-25,高度相關 0.79,,,低度相關 0,,,低度相關 0.01,2022-11-26,49,1,0,0
737,2449,京元電子,35.05,中等,極佳,46,-11,中度相關 0.65,,,低度相關 0.39,,,低度相關 0.39,2022-11-26,50,1,0,0
738,3035,智原,167.5,中等,極佳,46,-14,高度相關 0.75,,,低度相關 0.39,,,低度相關 0.35,2022-11-26,47,1,0,0
739,3426,台興,37.7,不佳,極佳,49,-13,低度相關 0.49,39,-8,高度相關 0.86,,,低度相關 0,2022-11-29,50,1,0,0
740,9802,鈺齊-KY,149,不適用,不適用,,-25,中度相關 0.63,,,低度相關 0.41,,,低度相關 0.3,2022-11-29,49,1,0,0
741,8931,大汽電,38.9,不適用,不適用,,-7,低度相關 0.49,,8,高度相關 0.79,,8,中度相關 0.74,2022-11-29,50,0,0,0
742,3171,新洲,15.8,不佳,極佳,,,低度相關 0.47,39,-9,高度相關 0.81,,,低度相關 0.11,2022-11-29,56,0,1,0
743,8040,九暘,56.9,不佳,極佳,49,-31,中度相關 0.56,,,,,,,2022-11-29,51,1,0,0
744,3605,宏致,31.45,不佳,極佳,49,-15,中度相關 0.57,39,-28,中度相關 0.62,41,-27,中度相關 0.61,2022-11-29,44,1,1,1
745,5907,大洋-KY,13.4,不佳,極佳,,,低度相關 0.46,,,,41,-28,,2022-11-29,49,0,0,1
746,2348,海悅,61.1,不佳,極佳,49,-15,高度相關 0.89,39,-7,高度相關 0.88,42,-9,中度相關 0.55,2022-11-29,45,1,0,0
747,8928,鉅明,36.6,不適用,不適用,,,低度相關 0.36,,-14,中度相關 0.55,,-14,中度相關 0.55,2022-11-29,52,0,1,1
748,3548,兆利,60.6,不佳,極佳,,,低度相關 0.16,,,低度相關 0.33,41,-16,中度相關 0.55,2022-11-29,49,0,0,1
749,4510,高鋒,10.6,不佳,極佳,49,-27,中度相關 0.57,,,,42,-5,,2022-11-29,49,1,0,0
750,3017,奇鋐,112,不佳,極佳,49,3,高度相關 0.87,39,-13,高度相關 0.87,41,-14,高度相關 0.86,2022-11-29,57,0,1,1
751,3686,達能,12.7,不佳,極佳,49,-26,中度相關 0.59,,,,,,,2022-11-29,49,1,0,0
752,5285,界霖,66.5,不佳,極佳,49,-21,高度相關 0.79,,,低度相關 0,,,低度相關 0.01,2022-11-29,46,1,0,0
753,8924,大田,118,不適用,不適用,,30,高度相關 0.76,,,,,-23,低度相關 0.01,2022-11-29,52,0,0,1
754,6509,聚和,42.2,不佳,中等,28,-19,中度相關 0.6,28,-32,中度相關 0.63,,-31,中度相關 0.6,2022-11-29,49,0,0,0
755,3357,臺慶科,80.1,不佳,極佳,45,-2,高度相關 0.88,,,,41,-40,中度相關 0.54,2022-11-29,46,0,0,1
756,1232,大統益,146.5,不佳,佳,42,-17,中度相關 0.54,34,-9,高度相關 0.81,41,-9,高度相關 0.85,2022-11-29,44,1,1,1
757,1264,德麥,248,不佳,佳,42,-14,中度相關 0.65,41,-13,高度相關 0.76,,,中度相關 0.63,2022-11-29,43,1,1,0
758,3015,全漢,38.4,不佳,極佳,,,低度相關 0.49,,,,41,-12,中度相關 0.57,2022-11-29,48,0,0,1
759,3484,崧騰,46.2,不佳,極佳,49,-11,中度相關 0.72,39,-31,中度相關 0.55,41,-30,中度相關 0.56,2022-11-29,43,1,1,1
760,3037,欣興,151,不佳,極佳,49,-24,高度相關 0.76,39,-41,中度相關 0.58,41,-41,中度相關 0.58,2022-11-29,44,1,1,1
761,5471,松翰,47.25,不佳,極佳,41,85,高度相關 0.75,39,-29,高度相關 0.75,41,-29,高度相關 0.75,2022-11-29,44,0,1,1
762,5498,凱崴,9.88,不佳,極佳,49,-19,中度相關 0.54,,,,,,,2022-11-29,58,1,0,0
763,1599,宏佳騰,41.75,不佳,極佳,,,低度相關 0.42,39,-11,中度相關 0.54,,,低度相關 0.3,2022-11-29,48,0,1,0
764,3078,僑威,26.8,不佳,極佳,45,-5,高度相關 0.75,39,-17,中度相關 0.53,41,-12,中度相關 0.51,2022-11-29,44,0,1,1
765,2338,光罩,85.4,不佳,極佳,45,-6,高度相關 0.78,,,,42,-2,中度相關 0.73,2022-11-29,49,1,0,0
766,8046,南電,267,不佳,極佳,49,-42,高度相關 0.76,,,,,,低度相關 0.06,2022-11-29,48,1,0,0
767,6139,亞翔,33.45,不適用,不適用,,,低度相關 0.06,,,低度相關 0.06,,,低度相關 0.08,2022-11-29,49,0,0,0
768,5274,信驊,2150,不佳,極佳,49,-20,中度相關 0.72,39,-40,中度相關 0.67,41,-38,中度相關 0.73,2022-11-29,44,1,1,1
769,9933,中鼎,40.4,不適用,不適用,,,低度相關 0.1,,-11,中度相關 0.66,,-12,中度相關 0.66,2022-11-29,51,0,1,1
770,8027,鈦昇,55.9,不佳,極佳,49,-16,中度相關 0.54,,,,,,低度相關 0.38,2022-11-29,52,1,0,0
771,5222,全訊,133.5,不適用,不適用,,-11,中度相關 0.67,0,0,,0,0,,2022-11-29,45,1,0,0
772,2493,揚博,42.3,不佳,極佳,49,4,中度相關 0.74,39,-18,中度相關 0.52,41,-19,中度相關 0.56,2022-11-29,46,0,1,1
773,4401,東隆興,26.5,不佳,極佳,,,低度相關 0.13,39,-31,中度相關 0.61,41,-31,中度相關 0.6,2022-11-29,46,0,1,1
774,6287,元隆,24,不佳,極佳,49,-18,中度相關 0.54,,,,0,0,,2022-11-29,46,1,0,0
775,6257,矽格,50,不佳,極佳,45,-5,高度相關 0.88,39,-19,中度相關 0.58,41,-19,中度相關 0.65,2022-11-29,43,0,1,1
776,2379,瑞昱,314.5,不佳,極佳,49,-27,高度相關 0.81,,,低度相關 0.49,,,低度相關 0.49,2022-11-29,51,1,0,0
777,3465,進泰電子,82.5,不佳,極佳,49,-7,高度相關 0.78,,,,,,,2022-11-29,49,1,0,0
778,2436,偉詮電,45,不佳,極佳,41,32,高度相關 0.79,,,低度相關 0.47,41,-23,中度相關 0.5,2022-11-29,48,0,0,1
779,2395,研華,319.5,不佳,極佳,49,-18,中度相關 0.6,,,低度相關 0.22,,,低度相關 0.37,2022-11-29,48,1,0,0
780,4535,至興,38.45,不佳,極佳,49,-11,高度相關 0.77,39,0,中度相關 0.72,42,-2,中度相關 0.74,2022-11-29,44,1,0,0
781,5604,中連,50.5,不佳,極佳,49,-21,中度相關 0.61,,,,42,-2,中度相關 0.51,2022-11-29,49,1,0,0
782,6538,倉和,70.8,不佳,極佳,49,-41,高度相關 0.82,,,,0,0,高度相關 0.76,2022-11-29,46,1,0,0
783,5871,中租-KY,192.5,不佳,極佳,49,-22,高度相關 0.84,39,-13,中度相關 0.52,41,-12,中度相關 0.56,2022-11-29,44,1,1,1
784,1210,大成,44,不佳,佳,42,-21,中度相關 0.58,48,31,中度相關 0.7,48,15,高度相關 0.88,2022-11-29,49,1,0,0
785,2235,謚源,49.85,不佳,極佳,,,低度相關 0.35,39,-20,高度相關 0.79,41,-27,中度相關 0.74,2022-11-29,45,0,1,1
786,8028,昇陽半導體,55.2,不佳,極佳,49,-19,高度相關 0.75,,,低度相關 0.01,,,低度相關 0.24,2022-11-29,48,1,0,0
787,2476,鉅祥,48.2,不佳,極佳,49,-13,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-11-29,50,1,0,0
788,6259,百徽,22.1,不佳,極佳,49,-34,中度相關 0.57,,,,0,0,,2022-11-29,49,1,0,0
789,6104,創惟,94.5,不佳,極佳,41,102,高度相關 0.88,39,-36,中度相關 0.54,41,-35,中度相關 0.54,2022-11-29,44,0,1,1
790,1451,年興,21.45,不佳,極佳,49,-13,中度相關 0.67,,,,,,,2022-11-29,51,1,0,0
791,1516,川飛,21.65,不佳,極佳,,,低度相關 0.41,39,-12,中度相關 0.52,,,,2022-11-29,50,0,1,0
792,1513,中興電,57.9,不佳,極佳,41,17,中度相關 0.71,39,-6,中度相關 0.67,42,-6,中度相關 0.69,2022-11-29,42,0,0,0
793,6271,同欣電,193,不佳,極佳,49,-11,中度相關 0.59,,,低度相關 0.36,,,低度相關 0.39,2022-11-29,49,1,0,0
794,2351,順德,103.5,不佳,極佳,49,-17,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-11-29,50,1,0,0
795,4991,環宇-KY,39.7,不佳,極佳,49,-18,中度相關 0.6,45,20,,,,,2022-11-29,51,1,0,0
796,3557,嘉威,49.35,不佳,極佳,49,-12,中度相關 0.73,,,,,,,2022-11-29,50,1,0,0
797,1590,亞德客-KY,909,不佳,極佳,45,1,高度相關 0.88,39,-3,中度相關 0.5,,,低度相關 0.38,2022-11-29,44,0,0,0
798,1580,新麥,85,不佳,極佳,,,低度相關 0.44,39,-18,高度相關 0.76,41,-23,中度相關 0.6,2022-11-29,45,0,1,1
799,3492,長盛,18.6,不佳,極佳,49,-16,中度相關 0.58,,,低度相關 0.31,,,低度相關 0,2022-11-29,47,1,0,0
800,3217,優群,89,不佳,極佳,41,27,高度相關 0.87,39,-15,中度相關 0.66,41,-14,中度相關 0.66,2022-11-29,40,0,1,1
