sid,name,market,產業,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
3317,尼克森,上櫃,半導體業,-0.98,0.92,1.59,0.41,-0.83,1.94,0.48,-1.77,0.19,-3.93,-2.79,1.11,2.41,4.91,1.97,2.08,3.65,1.94,8.09,4.92,6.7,7.06,10.84,1.79,7.96,11.14,11.06,5.13,6.13,12.25,12.66,9.41,15.22,15.23,14.99,17.34,16.84,15.88,12.35,10.92
3374,精材,上櫃,半導體業,,-1.06,,15.74,,10.16,11.84,20.84,11.91,12.7,-1.58,-8.05,-6.63,-17.59,-16.11,-36.77,-35.42,-50.03,-19.0,5.76,-15.25,-204.76,6.85,9.74,-56.44,-3.14,21.98,15.46,12.07,11.28,28.24,34.99,33.02,17.97,30.98,30.29,25.89,34.61,33.0,32.54
3529,力旺,上櫃,半導體業,34.62,42.73,42.94,45.89,48.5,42.47,50.63,42.48,50.13,49.55,42.9,48.08,44.63,41.69,43.88,43.94,42.59,43.24,46.6,42.37,48.41,39.18,48.03,45.29,49.1,40.64,41.35,44.08,46.69,46.28,44.72,47.39,56.59,52.22,53.29,52.54,56.84,57.78,56.34,59.22
3556,禾瑞亞,上櫃,半導體業,34.55,33.89,33.49,29.14,26.3,25.2,24.15,22.56,22.44,27.39,20.56,21.24,21.51,17.59,17.83,12.94,24.19,23.1,23.71,15.02,19.23,15.43,26.31,17.26,23.81,20.17,20.92,25.43,24.59,26.73,21.51,14.54,23.14,31.84,29.75,20.7,32.43,27.28,20.01,18.48
3675,德微,上櫃,半導體業,-8.41,0.29,-1.6,-3.56,2.77,6.94,7.15,4.36,9.24,10.13,9.5,9.84,10.3,12.69,12.01,11.72,11.74,13.02,11.49,11.31,7.85,10.44,10.56,7.8,6.34,9.88,8.86,8.64,7.55,11.32,8.92,6.77,13.23,16.14,17.57,18.49,17.88,20.95,20.68,19.86
3707,漢磊,上櫃,半導體業,,,,,,,,,-10.92,-8.75,-23.6,-25.52,-9.34,-5.13,-9.26,-8.57,-2.73,0.87,1.46,2.96,3.48,7.6,7.06,0.53,-6.7,-7.65,-13.77,-15.31,-9.66,-5.98,-12.15,-5.75,0.98,6.15,7.97,10.59,14.83,14.36,14.34,5.69
4966,譜瑞-KY,上櫃,半導體業,9.6,16.32,16.41,23.42,21.14,20.6,22.92,20.09,18.76,19.47,15.31,15.02,16.66,15.57,15.42,17.46,17.15,19.26,20.71,18.68,17.18,15.69,18.89,22.29,20.08,18.92,21.51,20.56,21.85,23.74,25.69,24.35,25.87,28.64,31.01,30.44,30.79,30.65,22.95,13.82
4991,環宇-KY,上櫃,半導體業,,8.52,,10.46,12.48,7.17,13.34,18.35,10.83,16.79,19.46,23.99,19.71,15.28,24.12,7.24,18.32,30.71,19.03,25.2,18.77,23.1,22.99,13.37,3.59,23.55,15.35,22.44,13.67,20.83,11.04,3.46,0.26,-9.26,2.56,-3.65,-5.12,-2.48,-10.85,-21.59
5274,信驊,上櫃,半導體業,29.08,29.16,33.19,31.85,34.68,36.52,35.64,35.64,38.23,35.36,38.36,35.97,40.41,37.55,40.54,40.17,33.43,30.39,37.63,34.81,35.83,34.82,40.19,37.57,39.82,40.3,41.52,40.51,39.96,43.22,41.2,41.13,40.79,44.65,46.95,48.09,47.37,48.71,45.35,46.48
5483,中美晶,上櫃,半導體業,-1.75,4.5,5.79,2.07,7.03,7.14,5.98,0.93,8.74,5.91,10.43,6.5,8.0,10.33,-5.62,-9.22,4.77,9.28,13.28,14.27,19.71,19.69,22.43,14.44,28.93,3.74,25.34,24.58,24.26,26.85,25.86,20.45,24.68,25.1,27.53,27.55,33.06,33.57,30.79,27.03
6104,創惟,上櫃,半導體業,-18.95,-8.8,-3.43,-21.91,6.82,17.16,26.35,20.23,18.61,14.8,11.49,16.75,14.09,16.43,18.65,11.21,9.42,14.21,13.36,12.57,10.72,15.49,14.61,8.96,6.46,13.26,14.04,12.49,13.51,19.81,14.83,10.07,9.57,20.55,23.62,25.72,32.39,15.92,1.93,-19.31
6129,普誠,上櫃,半導體業,-11.77,-6.41,-4.79,-8.15,0.3,-1.72,-1.1,-2.3,-11.76,-13.26,-5.3,-1.82,-5.3,-4.68,-5.39,3.63,-6.46,-3.69,-8.76,-0.2,-19.01,-8.85,-2.76,-11.09,-12.45,-3.46,-4.36,-4.78,-15.3,-6.89,-3.54,0.9,5.1,6.44,9.87,6.3,6.85,6.8,6.68,8.01
6182,合晶,上櫃,半導體業,-18.09,-0.33,0.26,-19.4,-3.06,2.52,1.58,-54.25,2.41,8.19,3.0,-0.25,1.29,0.32,1.52,-41.34,6.76,9.58,10.93,12.06,17.8,22.85,28.17,27.2,28.16,19.55,12.02,5.37,8.16,15.87,8.07,7.48,13.62,18.9,22.91,20.63,28.33,27.25,24.36,25.48
6287,元隆,上櫃,半導體業,-68.85,-33.11,-29.9,-48.18,-78.12,-67.78,-43.24,-21.38,-44.42,-31.91,-30.84,-30.18,-25.71,-13.47,-9.89,-15.29,-7.53,-4.91,-2.64,-4.24,-7.62,1.59,-0.71,-0.07,-17.22,-21.3,-24.09,-38.2,-17.54,-9.38,-7.38,-5.74,-5.29,5.41,16.64,8.48,11.13,14.98,14.95,10.04
6411,晶焱,上櫃,半導體業,,10.94,17.94,13.47,0.28,12.61,14.89,7.3,7.95,6.21,7.37,17.23,11.93,12.59,15.26,23.79,18.74,20.89,20.18,22.29,19.28,24.1,19.24,20.07,16.26,26.3,16.7,23.55,15.82,17.89,19.69,21.64,23.78,21.18,27.83,35.34,21.37,20.97,3.87,
6457,紘康,上櫃,半導體業,,,,,,9.01,13.64,6.44,11.02,14.7,14.56,9.45,9.99,9.86,12.62,10.59,9.64,10.58,11.5,7.77,5.48,11.07,7.25,10.21,5.7,9.19,11.83,13.12,15.93,22.72,23.71,25.14,33.34,32.15,31.62,26.15,24.6,16.88,-13.71,
6485,點序,上櫃,半導體業,,,,,,,,,6.16,9.53,13.41,12.19,17.18,15.91,17.29,-1.47,-5.23,-21.85,-11.92,-6.57,-0.67,2.22,10.51,9.67,2.92,8.05,10.62,11.62,0.18,-14.75,1.2,13.16,18.42,28.98,36.4,38.11,32.71,32.06,22.25,19.65
6488,環球晶,上櫃,半導體業,,,,,,14.06,,15.25,17.0,17.71,20.06,15.26,11.9,16.3,12.98,-3.71,10.11,15.21,17.61,20.32,28.21,28.71,31.19,30.72,33.35,31.8,29.16,28.53,28.15,30.87,29.12,22.46,26.69,28.01,30.35,30.59,36.13,36.49,35.06,34.6
8040,九暘,上櫃,半導體業,-15.22,-8.5,-17.08,-11.18,-15.85,-17.42,-16.22,-8.76,-10.75,-14.19,-18.2,-3.13,-3.13,-6.13,-8.71,-6.51,-8.4,-4.35,-4.8,-2.74,-10.43,-7.98,-7.9,-3.34,-11.43,2.28,6.45,5.57,-3.35,-8.44,1.71,-5.69,-14.38,10.54,12.45,17.39,13.01,6.62,14.87,17.58
9950,萬國通,上櫃,塑膠工業,2.66,2.01,0.89,-0.17,1.64,4.76,2.91,-0.06,0.89,2.86,2.11,1.43,1.57,1.98,1.49,2.67,-3.63,-4.97,-9.92,-13.94,-6.84,-15.49,-11.81,-11.67,-8.2,-5.26,-4.04,-3.79,-15.17,-109.2,-39.05,-40.66,-35.44,-184.42,-32.81,-29.18,-11.92,-26.09,2.64,-0.15
8931,大汽電,上櫃,油電燃氣業,6.29,10.7,12.96,12.63,7.52,13.15,11.45,14.34,9.01,5.07,12.36,9.68,8.94,5.84,13.49,7.82,0.92,8.89,15.22,5.7,2.95,12.2,12.21,10.26,8.03,8.03,15.73,12.29,14.01,14.87,15.78,11.96,12.27,19.06,10.45,3.94,3.09,8.19,21.83,19.32
4401,東隆興,上櫃,紡織工業,13.79,15.33,15.58,17.2,14.15,15.43,12.33,10.1,13.87,15.98,15.93,14.59,15.67,15.37,14.99,12.43,16.88,15.85,14.34,11.02,10.85,10.25,9.97,10.84,8.23,8.86,7.96,6.04,4.33,-4.92,3.83,3.85,6.57,10.66,8.01,8.03,6.47,7.15,2.3,-3.92
3171,新洲,上櫃,貿易百貨,-6.18,-24.29,-0.93,-4.51,4.08,4.13,2.88,3.27,7.27,6.22,5.05,-0.49,6.07,0.67,5.0,4.44,2.13,3.42,4.78,1.78,2.54,5.22,7.03,4.12,8.89,7.46,8.41,9.61,9.19,10.84,7.88,6.43,7.49,7.04,3.64,4.48,3.77,5.88,9.32,12.34
5903,全家,上櫃,貿易百貨,1.07,3.11,2.87,1.76,1.58,3.35,3.43,1.2,1.43,2.71,3.19,2.04,1.22,3.17,3.14,1.55,0.9,2.63,2.89,1.75,1.63,2.73,3.16,2.26,2.07,3.38,3.47,3.42,2.51,3.49,3.94,3.19,2.01,2.06,1.62,2.27,1.07,2.0,2.4,1.86
8066,來思達,上櫃,貿易百貨,-0.14,1.92,-0.78,1.12,0.48,1.62,2.23,2.97,3.45,4.25,4.44,5.56,4.1,5.29,6.48,6.95,4.76,5.95,7.21,7.13,3.53,6.33,6.83,7.42,3.3,5.92,5.98,3.83,0.95,-0.1,6.75,3.97,2.9,2.94,1.92,3.24,2.88,3.16,1.54,2.43
8433,弘帆,上櫃,貿易百貨,7.81,9.69,9.32,7.64,8.38,6.66,12.16,9.51,12.03,13.73,15.14,16.12,15.11,13.64,12.73,12.1,12.44,12.12,11.77,10.89,9.44,8.48,11.03,11.47,8.12,8.42,8.65,9.72,7.14,11.69,12.72,12.93,8.23,9.27,10.89,11.72,8.82,13.66,15.98,13.56
3078,僑威,上櫃,電子零組件業,3.33,4.22,7.02,5.91,6.79,11.14,9.02,9.91,10.39,5.78,10.34,15.11,14.69,14.62,17.88,18.48,15.32,13.02,13.8,15.49,7.87,10.65,15.31,10.03,3.71,12.86,15.29,15.3,9.54,18.71,18.85,15.69,13.33,12.65,12.0,10.17,6.88,8.89,4.3,14.87
3217,優群,上櫃,電子零組件業,3.66,7.39,8.4,5.18,4.97,10.88,11.58,8.03,6.89,0.5,7.2,5.42,8.88,9.76,19.83,17.63,15.07,17.81,24.82,21.61,18.62,18.0,19.6,18.54,16.88,20.5,26.22,31.76,28.17,29.36,31.83,30.08,24.22,24.96,27.53,26.89,22.41,18.39,20.3,21.41
3357,臺慶科,上櫃,電子零組件業,7.09,13.71,,7.45,,10.64,,9.52,13.64,12.44,,8.01,,10.73,,11.37,,11.88,,14.2,,16.83,,16.76,,12.09,,17.31,,20.23,20.41,18.69,18.36,22.74,23.05,21.64,20.08,22.63,15.31,18.29
3465,進泰電子,上櫃,電子零組件業,1.14,0.01,-3.58,-6.9,-9.58,-17.1,-10.4,-4.37,-58.1,-30.13,-69.33,-39.4,-56.49,-26.85,-31.72,-34.24,-20.6,-63.48,-123.18,-129.95,-56.92,-105.6,-792.82,-785.71,-332.26,-513.57,-385.89,-601.57,-557.24,-1364.92,18.84,15.72,23.62,21.4,20.48,16.27,5.84,13.76,4.24,-11.23
3484,崧騰,上櫃,電子零組件業,0.2,5.65,6.36,3.96,5.04,7.55,9.36,7.46,7.02,5.08,4.92,9.2,6.08,5.92,8.58,7.45,7.98,3.99,5.37,5.68,2.78,4.21,4.63,3.43,2.35,4.13,5.95,5.73,1.78,8.27,11.43,12.4,11.4,11.08,9.43,6.08,6.71,9.99,6.68,
3492,長盛,上櫃,電子零組件業,,10.6,,-0.95,,1.95,6.31,4.22,3.24,7.5,10.43,10.56,12.56,5.84,15.83,11.7,19.23,12.82,8.85,-0.52,3.8,2.8,10.85,2.76,4.3,6.77,6.03,3.17,6.15,-5.02,4.98,3.87,10.01,3.95,2.73,-2.81,-3.2,1.7,5.55,-3.38
3526,凡甲,上櫃,電子零組件業,8.5,-0.03,-1.56,-0.2,-6.78,3.08,11.53,8.68,3.37,-5.77,5.74,12.29,15.39,11.34,24.16,23.78,12.03,19.59,23.41,23.56,14.86,14.16,22.98,21.67,13.9,15.84,25.48,28.53,15.22,35.57,29.35,25.46,24.44,29.46,25.61,28.55,26.54,21.27,27.99,23.24
3548,兆利,上櫃,電子零組件業,1.71,-1.11,6.23,5.77,4.54,7.86,1.31,1.04,1.43,2.67,7.6,6.46,7.08,8.47,9.5,3.1,10.86,10.1,10.51,7.58,9.12,5.95,7.78,7.53,9.49,8.86,10.6,6.9,-0.18,4.77,9.04,6.45,3.16,1.2,0.8,6.02,9.08,3.67,5.43,6.33
3597,映興,上櫃,電子零組件業,,2.14,,0.97,,2.07,,6.17,,1.5,,7.01,,4.53,,5.77,,3.51,,6.7,,9.16,,5.22,,2.99,5.33,7.33,1.53,10.51,11.93,9.61,7.34,11.52,13.04,9.43,1.19,8.11,13.52,9.84
3624,光頡,上櫃,電子零組件業,13.6,16.5,13.52,11.27,3.4,9.46,10.28,2.78,9.72,11.2,8.69,4.49,9.59,13.1,6.87,3.13,7.02,9.34,9.33,7.73,14.36,18.91,24.02,16.88,17.52,9.89,4.34,-4.52,4.13,14.25,8.39,10.09,16.42,20.88,19.9,20.74,21.12,24.59,16.52,17.54
3646,艾恩特,上櫃,電子零組件業,-2.0,-0.25,8.17,-1.04,-9.05,2.74,-2.77,-15.62,-3.72,0.01,0.05,-4.42,-1.86,2.66,12.04,15.43,11.46,0.6,10.73,16.97,10.69,4.68,7.51,7.36,-1.08,3.79,10.62,14.7,-2.05,13.41,14.98,9.95,10.27,12.52,15.64,11.92,9.92,11.02,10.71,
5227,立凱-KY,上櫃,電子零組件業,-67.62,-62.3,-59.21,-98.43,-101.34,-118.62,-57.18,-38.75,-42.39,-52.42,-35.58,-14.85,-30.11,-0.27,4.33,12.98,-10.34,-31.82,-20.3,-35.89,-235.05,-244.97,-970.17,-828.78,-132.02,-44.8,-32.24,-203.15,-254.57,-2316.09,-189.26,-168.98,-152.59,-119.84,-32.31,-77.69,-93.55,-71.56,-98.41,-21.35
5291,邑昇,上櫃,電子零組件業,,6.53,,8.17,10.72,10.69,5.61,-2.82,1.44,1.88,-4.5,-4.81,0.58,0.14,1.4,-3.18,0.04,0.85,2.28,-10.83,3.07,1.71,6.78,4.82,8.24,8.8,10.39,6.25,5.15,6.25,7.25,9.95,12.97,15.66,12.91,10.58,12.43,16.19,13.88,8.54
5439,高技,上櫃,電子零組件業,5.45,7.16,10.78,3.52,8.61,10.9,8.52,8.04,10.66,8.88,8.15,5.53,12.97,13.98,9.74,9.59,11.64,11.88,12.15,11.99,12.12,12.89,15.35,16.36,13.14,13.23,12.4,13.12,14.7,16.23,14.58,16.55,15.39,17.22,12.87,14.39,13.27,11.55,10.17,11.97
5498,凱崴,上櫃,電子零組件業,1.76,1.21,0.43,0.59,1.53,2.44,2.54,0.0,3.16,-0.27,-0.26,0.75,0.79,4.7,6.45,3.92,-3.93,1.41,4.36,3.82,1.89,4.9,1.57,2.13,-0.44,3.53,6.11,5.53,0.88,1.63,8.13,1.08,3.43,5.1,1.5,-2.71,-3.2,-10.58,-2.46,
6126,信音,上櫃,電子零組件業,1.17,13.1,0.72,-7.6,-3.1,0.16,1.15,-10.1,-7.63,-12.87,-4.23,-17.97,1.77,0.7,8.76,4.62,8.47,10.01,10.94,6.3,2.11,4.57,4.69,8.01,2.3,4.95,9.23,10.49,4.81,14.63,13.64,13.54,9.36,10.21,10.33,11.41,9.32,8.68,8.49,8.39
6203,海韻電,上櫃,電子零組件業,10.98,14.46,15.25,12.3,17.05,18.38,15.79,9.33,11.35,9.51,9.8,12.88,16.35,14.39,18.5,11.42,8.85,8.03,12.89,13.43,14.16,18.87,16.37,12.95,14.32,16.3,18.93,17.75,23.58,21.07,24.43,21.65,23.18,24.03,19.61,12.72,15.29,20.19,14.55,16.74
6208,日揚,上櫃,電子零組件業,2.0,5.23,11.93,10.22,11.13,3.77,10.12,9.34,12.13,5.53,6.14,2.73,7.17,13.64,11.89,4.99,11.65,15.01,15.79,11.96,10.02,8.34,9.48,12.04,13.62,11.52,11.65,11.36,8.7,10.94,11.17,12.36,13.35,13.28,17.38,12.84,15.37,16.61,15.18,17.27
6259,百徽,上櫃,電子零組件業,-11.58,-8.07,-8.19,-4.99,-7.48,-3.47,-3.02,-1.4,-3.74,-11.65,-16.26,-17.33,-285.79,-10.13,-7.04,-7.13,-8.41,-8.35,-9.22,-12.03,-14.16,-13.32,-5.07,-12.63,-6.98,-74.51,-4.49,-14.97,-8.85,3.03,-13.29,-6.76,4.34,-4.35,-0.39,2.3,0.17,5.05,3.8,
6275,元山,上櫃,電子零組件業,0.05,0.14,-1.57,1.12,-1.23,4.84,-0.51,0.24,0.6,1.92,-1.14,0.66,2.38,6.14,4.2,2.65,5.47,5.39,1.02,0.72,-6.62,7.32,4.8,0.85,0.71,2.53,4.48,1.87,3.17,5.34,5.85,7.28,7.22,7.15,4.67,4.32,2.6,6.69,4.78,4.74
6292,迅德,上櫃,電子零組件業,9.29,8.2,11.9,9.16,10.36,14.18,7.71,-4.79,8.53,11.8,12.25,15.86,11.42,11.47,11.28,8.72,13.23,11.57,9.48,11.92,10.17,13.37,12.31,5.64,11.46,8.46,11.76,9.63,10.6,8.56,15.36,11.16,13.71,13.51,13.96,-2.38,13.91,16.92,14.86,17.66
6538,倉和,上櫃,電子零組件業,,,,,,,,,,18.35,,24.95,22.08,16.43,6.49,14.9,9.06,0.48,-4.8,-8.27,-12.94,-12.53,4.95,22.67,16.58,19.65,28.11,31.43,37.47,31.53,33.47,25.3,19.88,13.98,16.28,10.48,11.43,12.88,12.91,11.65
8121,越峰,上櫃,電子零組件業,-12.59,-11.87,-12.95,-3.94,-8.37,-2.8,-7.01,-8.33,-11.57,-18.55,-24.07,-15.47,-18.09,-8.49,-11.0,-57.39,-6.29,0.15,1.17,-8.9,-5.88,3.49,3.71,-18.01,-5.51,-1.52,-0.35,-10.65,-1.39,10.69,6.12,2.98,3.62,5.17,6.76,4.4,3.73,0.25,1.38,0.99
8155,博智,上櫃,電子零組件業,6.95,1.82,5.61,8.76,9.36,7.54,4.4,10.25,10.54,1.29,3.29,11.26,12.38,11.64,9.78,11.8,11.22,15.0,17.61,18.71,19.73,22.06,15.3,8.57,1.66,14.43,15.55,18.09,23.72,26.2,19.78,17.16,17.39,12.58,13.31,19.01,22.39,25.56,15.84,11.34
8182,加高,上櫃,電子零組件業,4.95,3.37,5.29,3.9,4.94,5.58,5.78,4.48,3.67,2.43,6.16,4.78,6.31,5.83,8.14,4.73,8.03,9.37,8.98,2.99,4.13,6.74,11.45,9.73,5.91,6.02,6.86,7.23,8.36,12.17,9.98,11.63,13.25,18.1,19.87,21.05,14.29,10.87,9.15,0.54
1580,新麥,上櫃,電機機械,12.45,16.12,17.4,18.28,11.74,18.07,17.77,18.89,14.98,15.11,15.48,19.39,12.32,18.29,21.18,18.91,14.18,16.86,19.28,20.06,12.52,14.73,16.57,16.45,12.97,14.59,17.97,17.16,7.35,10.54,18.33,18.24,14.03,16.94,16.84,16.03,9.96,13.69,14.77,
1599,宏佳騰,上櫃,電機機械,-9.74,6.67,10.91,-0.65,2.26,-1.43,2.67,5.47,-1.52,10.41,13.45,16.48,10.97,2.85,12.32,4.48,5.3,1.92,10.09,8.83,-5.44,3.92,16.48,7.58,9.94,5.64,8.0,-2.76,2.33,5.76,11.79,6.18,12.14,11.25,13.75,6.96,9.1,8.64,9.39,4.71
2235,謚源,上櫃,電機機械,,13.27,,17.56,,21.83,18.38,18.55,24.08,21.58,25.05,21.52,23.34,21.42,23.44,22.49,22.59,21.05,17.29,8.08,12.79,9.56,13.41,13.62,16.56,18.21,18.8,9.92,10.8,3.91,13.84,10.81,8.83,9.9,12.43,9.07,14.73,17.35,22.8,-9.63
3426,台興,上櫃,電機機械,,,,,,,,,,15.7,,3.84,6.98,,19.8,17.16,18.37,19.6,20.04,16.61,16.04,15.98,15.71,13.32,9.33,10.95,14.8,7.91,9.11,11.7,15.91,11.7,6.97,9.45,11.7,12.83,8.08,11.3,7.09,11.44
4510,高鋒,上櫃,電機機械,2.18,9.92,11.02,6.59,11.65,8.45,6.4,9.18,11.06,7.34,7.66,-3.19,2.45,7.58,4.76,0.25,4.48,3.36,4.91,-0.23,1.0,2.38,3.71,-3.28,-1.73,0.38,0.13,-6.76,-7.86,1.53,-0.05,-8.09,-12.26,-0.58,2.62,1.13,0.97,4.48,3.85,0.81
4535,至興,上櫃,電機機械,6.56,7.35,7.24,6.33,9.33,9.76,7.31,6.65,9.02,10.11,10.59,9.72,12.05,11.17,11.67,10.73,13.64,10.09,11.26,10.11,9.61,8.05,7.02,-1.34,6.27,5.53,7.55,5.92,8.09,4.73,6.8,11.39,15.85,12.61,9.84,9.47,12.85,13.67,10.93,10.66
4538,大詠城,上櫃,電機機械,,5.96,,12.71,,11.11,,8.84,,9.39,,8.33,,13.48,,12.16,,14.71,,12.05,,12.52,17.13,15.5,12.33,15.48,12.79,9.13,6.75,4.48,-0.27,8.63,11.14,8.72,10.83,10.06,3.85,16.81,18.82,22.01
4549,桓達,上櫃,電機機械,,,,,18.94,32.06,20.65,22.49,16.61,21.55,8.4,20.78,26.72,18.83,22.63,19.91,18.32,26.48,20.69,22.13,20.83,24.23,24.17,25.87,21.38,29.17,26.22,19.71,10.23,26.45,32.48,29.79,25.19,30.67,30.68,19.98,20.43,31.75,23.38,22.76
4558,寶緯,上櫃,電機機械,,,,,,5.45,,3.2,,2.05,,6.67,,8.72,,9.08,,7.57,,5.57,,1.71,,4.82,,2.4,,1.77,,1.02,,13.4,,11.16,12.19,12.03,13.12,0.95,-2.19,5.87
8027,鈦昇,上櫃,電機機械,,,,,,1.57,10.84,3.72,5.47,-0.25,0.61,-6.31,-19.74,-2.78,-3.26,-17.08,-1.52,-2.29,-8.73,-10.25,3.11,3.15,0.52,9.08,-15.15,6.25,-6.35,-18.59,-6.55,11.56,14.34,15.0,15.44,13.58,11.15,8.81,13.89,16.85,8.0,7.7
9951,皇田,上櫃,電機機械,20.25,21.31,24.25,23.51,24.19,19.4,15.52,21.61,18.23,24.26,19.35,21.38,22.64,21.94,20.34,19.07,17.79,14.57,13.78,17.48,12.86,10.32,10.05,12.09,10.98,11.02,11.88,12.89,8.83,6.65,12.69,16.05,13.66,12.06,7.05,8.99,6.3,5.35,8.4,12.54
3483,力致,上櫃,電腦及週邊設備業,-4.82,-4.25,0.48,2.19,-1.72,0.78,-3.31,-0.59,-3.53,-15.38,-4.3,2.85,1.0,1.59,4.56,4.39,1.43,-2.35,3.15,5.12,-2.75,-5.37,4.72,4.78,-1.31,1.85,9.74,7.0,-0.23,12.9,10.75,6.17,4.48,4.89,4.64,6.46,6.06,3.53,1.72,7.0
5356,協益,上櫃,電腦及週邊設備業,7.39,6.27,8.67,5.71,7.14,10.68,11.43,5.22,5.87,6.41,7.51,6.84,6.07,5.59,5.98,6.21,7.65,8.04,6.63,4.05,1.46,2.05,4.48,3.63,0.27,5.23,7.82,5.03,1.16,-0.02,5.63,3.4,-2.56,-4.11,-2.16,-5.56,-7.15,-2.93,8.26,3.01
6276,安鈦克,上櫃,電腦及週邊設備業,2.48,2.44,0.85,0.67,3.06,1.81,-0.29,-0.08,-2.53,-9.12,-15.28,-20.64,0.51,-5.49,-1.64,-0.68,-0.26,-0.56,1.81,-3.06,-1.32,1.17,0.66,-0.15,0.78,3.92,2.92,3.03,5.94,7.39,7.15,7.83,8.7,3.55,-3.95,-0.55,-4.05,-0.86,-4.5,10.67
1264,德麥,上櫃,食品工業,,18.47,,17.52,,11.87,12.68,16.33,15.31,13.71,12.71,14.78,16.91,16.03,17.43,17.97,19.43,17.09,17.21,18.9,16.84,17.13,18.05,17.71,16.46,18.27,17.73,18.33,17.03,16.74,20.09,19.02,19.91,17.68,19.07,19.77,19.47,18.18,17.36,
4205,中華食,上櫃,食品工業,14.23,16.34,14.81,11.75,12.8,11.23,15.28,12.89,13.32,16.39,20.42,16.0,16.95,19.32,20.95,19.91,19.58,21.65,21.72,22.05,21.28,21.43,19.93,17.8,17.26,23.17,25.34,22.6,23.93,25.23,26.8,23.46,21.93,21.36,26.08,26.88,23.66,22.59,24.22,25.1
