sid,name,market,產業,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
1516,川飛,上市,其他,3.24,0.32,4.44,-4.93,1.22,6.29,5.81,-2.2,5.67,3.6,-2.16,-1.13,1.06,2.81,0.52,0.96,1.57,-0.55,1.12,1.44,1.73,1.97,2.27,1.16,-0.43,2.57,1.95,2.26,2.98,4.99,3.36,2.83,1.77,4.37,4.03,3.89,4.03,2.56,4.04,4.4
2348,海悅,上市,其他,-110.55,46.3,37.35,40.76,44.76,24.45,12.03,-8.87,23.66,9.04,13.45,1.04,9.21,14.1,5.2,0.35,19.91,25.51,24.42,29.09,51.07,34.86,44.09,31.53,33.9,24.48,41.25,31.58,39.38,35.6,51.8,42.78,50.56,36.12,45.52,29.92,38.89,28.36,33.1,
3557,嘉威,上市,其他,-0.39,-4.48,-34.33,-67.02,-41.71,-15.76,-4.63,-17.13,-3.22,-13.43,-17.15,-14.65,-18.0,-15.46,-17.08,-12.41,-158.48,-226.63,-439.59,-637.68,-386.18,-512.8,-316.6,-98.42,-86.89,-105.84,9.23,11.28,19.36,12.45,14.72,21.89,17.29,15.94,4.16,9.78,13.31,8.39,9.21,14.85
5306,桂盟,上市,其他,21.19,22.87,24.96,10.64,19.91,23.56,21.26,13.7,26.49,24.03,20.4,19.09,24.85,29.95,28.97,25.43,29.92,27.02,26.5,22.01,27.74,20.7,23.39,24.86,25.22,24.79,25.38,20.44,24.27,36.37,33.78,32.21,34.58,32.37,33.33,32.82,33.18,34.18,35.35,27.35
5871,中租-KY,上市,其他,28.9,30.06,26.8,21.83,25.96,24.48,25.02,25.92,27.55,21.98,24.21,23.03,25.08,20.69,23.75,23.59,28.62,29.57,33.51,31.9,36.48,35.32,36.13,35.37,35.41,34.98,35.84,34.31,38.86,40.11,41.01,39.2,44.93,47.7,46.88,46.05,46.95,45.3,43.62,35.75
6504,南六,上市,其他,10.24,11.03,11.1,11.76,12.55,11.95,10.24,10.22,11.07,14.64,12.7,12.27,10.17,12.26,11.62,11.45,9.19,11.66,11.99,12.49,9.91,12.1,13.01,11.96,7.61,10.28,12.45,13.55,12.4,22.33,25.13,24.85,7.52,4.37,1.09,1.97,-1.64,-0.34,0.63,4.62
9802,鈺齊-KY,上市,其他,4.01,4.02,4.43,2.23,5.38,7.65,4.36,4.77,7.07,-5.14,2.03,4.59,8.37,7.87,6.37,8.0,14.67,11.99,6.74,10.72,8.88,6.2,7.94,10.17,10.18,8.52,10.95,15.34,12.85,9.78,10.31,11.83,11.18,4.79,9.73,11.5,14.04,15.8,17.09,16.04
9911,櫻花,上市,其他,8.63,5.17,9.92,8.88,10.09,8.34,9.17,13.0,11.96,8.55,11.52,13.88,13.33,10.41,12.84,13.2,13.55,10.96,12.69,15.47,13.72,11.31,13.92,15.64,13.92,13.4,13.99,18.21,16.29,13.12,15.52,18.32,18.5,14.69,13.2,14.68,14.92,12.49,11.98,14.58
9914,美利達,上市,其他,8.58,13.18,12.16,7.79,9.91,10.55,9.7,9.01,10.14,12.01,9.83,8.11,9.54,8.25,6.06,3.12,5.77,4.37,4.25,4.21,4.79,4.48,5.79,5.87,5.22,6.27,6.94,5.54,6.8,8.15,7.4,5.32,4.3,6.65,6.52,4.11,6.89,8.79,10.1,
9929,秋雨,上市,其他,-39.71,-3.69,-7.05,-3.75,-6.01,-15.97,-20.71,-7.63,-8.27,-9.9,-13.55,-11.18,-5.31,-5.06,-1.73,4.43,2.47,-0.19,1.7,2.28,1.36,-3.69,0.5,5.06,-25.2,-15.39,-18.76,-46.18,-8.4,2.12,11.7,14.02,1.79,3.24,2.61,5.69,0.32,-0.61,-0.52,8.97
9933,中鼎,上市,其他,5.54,5.57,3.49,3.73,4.7,4.27,3.92,4.15,5.58,5.44,2.92,4.24,7.35,5.55,6.37,4.8,5.45,3.04,4.36,4.16,4.93,2.87,5.62,3.54,4.41,2.75,0.19,7.69,5.04,3.47,2.67,3.86,1.56,3.09,3.99,3.38,3.92,4.98,3.21,2.96
9940,信義,上市,其他,21.77,26.23,23.57,20.25,12.69,13.33,8.15,17.93,4.8,13.36,1.61,5.6,-6.26,10.71,10.44,10.43,5.66,21.86,34.28,28.04,14.24,12.84,9.8,31.9,18.75,19.43,14.1,10.75,3.03,16.65,19.53,19.8,17.29,13.91,16.53,18.38,15.5,12.14,7.45,10.07
9945,潤泰新,上市,其他,4.32,3.94,4.29,8.19,4.41,11.75,3.24,3.24,5.02,6.02,20.64,23.96,16.99,7.57,13.42,17.59,8.14,6.53,17.94,3.76,8.9,19.66,13.22,10.34,10.91,12.31,11.33,9.61,8.9,11.62,8.93,13.4,10.96,14.68,14.89,11.46,16.77,13.78,15.7,16.09
3030,德律,上市,其他電子業,15.72,22.63,28.67,15.42,11.06,21.39,27.91,17.58,30.08,25.21,26.85,6.79,17.58,23.99,14.58,11.08,19.22,18.88,26.42,17.88,25.63,28.21,25.04,23.22,28.33,28.21,27.53,25.16,27.41,33.63,30.85,21.18,28.68,30.3,27.69,24.04,35.52,32.0,27.91,32.13
6139,亞翔,上市,其他電子業,3.25,4.09,1.51,7.62,0.86,4.07,0.55,2.54,0.39,0.52,5.26,0.97,4.68,9.83,4.16,1.96,5.33,3.81,1.32,5.4,4.0,5.83,5.55,3.94,3.32,1.45,1.48,1.64,-1.01,-1.38,1.17,-2.03,-0.52,1.71,-0.53,2.69,4.38,5.25,4.82,3.86
2302,麗正,上市,半導體業,-9.01,-1.69,-12.03,12.47,-10.23,-6.78,8.23,62.06,-11.58,-2.19,7.7,-5.45,-11.84,-0.38,-7.09,-7.63,-16.46,-3.17,-2.23,0.08,-2.52,-0.71,10.39,3.39,-0.47,4.65,-3.84,-4.32,-20.62,3.03,23.99,34.09,1.59,15.98,15.94,8.5,14.9,25.42,18.05,19.29
2303,聯電,上市,半導體業,1.06,3.6,7.17,0.63,2.97,8.13,4.79,12.17,10.89,10.2,2.78,5.55,-0.05,6.62,3.89,5.94,3.66,4.44,4.32,5.19,2.05,8.19,6.18,-1.66,-4.9,4.89,6.65,4.82,8.08,13.17,15.9,12.4,16.18,22.22,27.07,29.81,35.21,39.09,40.0,34.84
2330,台積電,上市,半導體業,33.47,36.97,36.67,32.75,35.44,38.64,40.39,39.65,39.01,37.51,36.89,38.31,34.63,41.17,40.81,41.91,40.76,38.93,38.89,39.23,39.03,36.19,36.58,36.97,29.38,31.66,36.82,39.16,41.38,42.19,42.1,43.46,41.54,39.14,41.24,41.71,45.57,49.07,50.61,51.96
2338,光罩,上市,半導體業,-2.35,3.5,0.23,3.16,3.37,3.51,0.07,1.28,1.37,-24.26,-0.04,-5.12,-12.98,-7.35,-16.47,-22.09,-2.12,10.24,5.06,-10.12,11.05,7.69,12.6,4.56,3.07,10.36,4.34,-13.06,4.44,6.1,12.26,6.62,5.68,2.07,10.11,9.88,12.29,21.69,14.71,15.3
2344,華邦電,上市,半導體業,-3.38,5.89,3.68,2.41,5.95,9.18,11.2,11.82,13.03,10.73,8.6,10.47,9.97,8.45,8.23,8.69,8.87,12.25,16.72,16.92,16.68,18.23,16.17,10.35,5.99,2.04,3.69,-1.1,0.28,6.87,0.7,2.98,10.77,18.32,22.02,21.39,23.78,21.76,15.68,4.98
2351,順德,上市,半導體業,4.91,7.61,9.75,6.72,7.11,10.41,10.97,9.36,8.81,9.8,8.73,7.0,10.36,12.63,13.48,11.07,12.87,11.43,10.86,9.28,10.06,11.42,11.11,9.5,8.39,9.82,8.88,6.84,3.52,6.39,7.93,10.02,10.91,12.31,11.38,9.47,10.59,11.59,8.32,9.36
2379,瑞昱,上市,半導體業,10.0,9.53,9.87,6.37,10.78,11.2,8.44,5.59,8.52,3.7,2.94,7.46,9.17,10.97,9.5,4.71,9.31,7.46,8.4,5.67,5.9,8.51,10.58,7.66,9.32,11.02,10.42,10.73,9.1,11.35,11.47,12.01,12.82,16.65,18.49,17.09,17.82,15.14,13.56,8.13
2388,威盛,上市,半導體業,-98.4,-31.97,-12.67,-14.63,-10.72,1.86,-27.12,-40.49,-35.51,-39.55,-36.89,-33.2,-31.91,-23.93,-27.61,-22.44,-34.14,-22.87,-34.88,-28.17,-38.45,-34.11,-15.43,-18.49,-19.54,-11.48,-12.15,-14.66,-4.0,-6.42,1.39,-36.79,-31.32,-17.1,-10.77,-24.35,3.6,0.25,2.8,-7.01
2436,偉詮電,上市,半導體業,2.51,0.46,3.7,2.45,-2.3,0.1,1.32,-3.58,-0.99,0.24,0.27,2.96,5.21,3.49,4.07,0.64,4.45,3.29,6.36,5.4,4.2,4.02,9.11,10.13,0.3,5.82,2.87,0.39,2.52,7.36,4.38,4.45,2.64,12.72,14.73,18.7,17.72,14.12,0.23,-2.91
2449,京元電子,上市,半導體業,12.62,17.33,16.77,15.16,14.52,20.0,20.38,16.53,15.49,17.81,15.26,14.55,14.97,19.79,21.07,17.28,19.23,19.78,17.94,13.42,10.45,15.59,17.24,8.88,8.71,13.13,19.78,19.51,18.12,20.07,15.47,10.18,17.93,13.97,22.74,22.35,25.55,27.25,23.68,22.91
2454,聯發科,上市,半導體業,12.88,17.69,20.17,21.11,23.5,23.57,24.0,17.81,16.14,14.6,13.38,6.07,7.88,9.75,9.72,5.8,2.16,4.06,7.79,2.14,3.89,6.77,9.41,6.32,6.01,9.98,10.46,9.62,9.53,10.97,15.04,15.95,18.7,22.95,22.34,23.1,25.55,25.16,23.25,16.72
2458,義隆,上市,半導體業,22.09,25.5,17.12,19.97,18.08,20.25,19.51,16.34,17.07,11.96,11.69,10.64,8.48,9.79,16.0,10.21,14.29,17.73,21.68,17.13,16.17,18.39,22.84,21.38,18.44,20.93,24.03,23.08,23.29,27.46,29.11,29.29,28.67,33.14,33.61,27.23,27.15,26.99,18.89,0.98
2481,強茂,上市,半導體業,-7.45,-3.08,1.31,2.43,3.95,7.64,5.65,3.93,4.42,4.77,5.97,6.03,7.57,4.79,6.82,5.36,7.05,7.44,10.04,7.46,8.75,7.22,7.4,9.75,5.64,6.88,6.57,8.23,5.23,11.26,10.33,10.13,11.71,17.77,19.23,16.67,16.35,14.71,9.51,7.33
3014,聯陽,上市,半導體業,4.12,6.03,9.34,6.29,14.16,17.39,16.6,8.85,14.4,10.52,15.99,13.58,13.21,13.88,17.5,10.98,16.45,15.69,15.91,14.01,15.64,15.26,21.76,11.46,12.64,19.63,20.75,18.17,17.97,23.38,26.63,22.31,26.22,30.41,31.66,27.42,28.45,27.61,22.94,23.12
3016,嘉晶,上市,半導體業,-0.75,3.57,1.77,-12.47,0.76,5.54,-2.77,-5.5,-8.82,3.28,0.86,-35.22,2.09,3.09,-1.85,0.49,4.47,6.61,7.05,8.28,8.73,12.23,14.3,8.32,2.38,1.44,-0.65,-2.79,0.62,2.76,-3.38,0.83,5.11,9.18,11.28,10.54,14.55,15.57,13.97,8.6
3035,智原,上市,半導體業,13.44,12.97,15.27,16.46,13.79,14.33,12.44,10.83,14.38,11.82,11.6,-5.94,6.09,8.54,5.7,0.92,-1.12,11.87,8.7,3.62,4.69,3.48,7.82,6.34,7.82,4.56,12.58,4.05,3.36,0.5,5.07,1.7,9.04,13.07,20.27,22.43,22.94,24.51,21.88,20.05
3189,景碩,上市,半導體業,14.91,14.68,15.58,14.27,15.13,20.5,17.14,10.42,11.12,11.13,14.27,16.05,10.03,12.75,11.65,10.15,2.04,1.73,4.59,-1.1,0.73,4.14,6.42,1.62,-12.77,-18.26,-3.31,1.95,1.45,6.27,4.1,7.26,6.05,12.44,17.32,17.98,20.71,23.83,25.28,26.02
3443,創意,上市,半導體業,7.89,1.55,2.08,9.34,9.59,7.63,4.84,5.49,7.84,5.02,6.9,9.27,8.78,5.55,6.67,5.86,5.76,7.01,5.2,11.68,8.51,8.43,8.04,7.73,4.86,4.51,4.96,10.4,2.32,2.05,3.58,17.86,10.68,7.07,13.56,12.23,14.02,15.45,18.91,18.41
3450,聯鈞,上市,半導體業,8.33,11.52,15.91,11.99,14.95,17.04,16.05,16.24,19.95,23.18,23.77,25.51,26.12,23.47,18.95,20.67,20.24,19.85,20.99,22.35,19.41,16.19,16.95,14.03,8.9,13.81,14.19,13.29,10.79,16.86,14.74,14.03,15.17,17.17,16.01,13.46,10.93,8.27,11.01,5.31
3545,敦泰,上市,半導體業,4.27,8.74,6.11,-2.29,5.75,5.29,-3.8,-4.57,-6.0,0.89,-1.7,0.45,-3.91,2.71,3.37,4.16,0.74,0.25,3.96,0.37,0.16,1.37,1.27,-36.65,-13.71,-6.88,0.97,0.23,2.43,3.88,6.26,14.24,21.28,35.32,38.54,31.24,17.28,0.67,-124.63,-1.02
3661,世芯-KY,上市,半導體業,,-6.83,,17.98,7.57,5.34,6.76,9.78,-8.3,3.42,7.51,7.89,-0.07,-24.04,-4.35,2.56,3.8,7.93,6.64,12.64,14.88,19.25,12.2,-11.65,10.21,7.99,11.81,9.88,13.82,15.81,13.93,12.45,18.84,17.91,16.62,16.64,20.92,19.14,15.98,13.68
3686,達能,上市,半導體業,-128.14,-77.43,-50.92,-44.2,-20.65,-24.02,-35.17,-24.83,-35.78,-41.67,-29.85,-28.76,-14.4,-16.27,-84.94,-90.29,-81.88,-128.73,-67.05,-43.9,-69.92,-137.28,-471.59,-373.03,-60.99,-60.7,-54.82,-339.07,-33.95,-84.05,-35.68,-33.03,-52.4,-15.72,-15.73,174.56,-46.53,-104.88,-56.77,-164.41
4919,新唐,上市,半導體業,5.4,9.28,8.0,1.8,3.15,8.16,5.72,1.46,6.69,7.96,7.66,4.05,5.78,9.97,6.77,6.21,5.11,9.42,9.24,6.77,4.6,8.62,8.36,8.06,1.88,5.65,7.43,6.49,0.47,11.02,-1.12,0.38,3.78,8.63,7.87,11.69,13.45,11.62,10.4,6.84
4967,十銓,上市,半導體業,,4.61,,-0.34,,3.31,,0.19,,-6.11,,-7.32,,-2.4,,8.07,,4.57,,4.38,,3.5,3.03,0.89,2.55,-4.23,3.69,-0.12,11.88,2.54,-3.72,1.59,9.93,7.25,-13.93,-12.2,0.94,-3.48,-6.31,5.33
4968,立積,上市,半導體業,,0.09,,2.37,,5.72,,2.06,9.97,12.91,10.3,4.83,8.65,9.22,9.45,6.85,8.2,13.06,9.27,10.05,7.6,6.82,8.49,7.49,-3.26,11.91,14.52,6.96,6.48,16.83,22.66,22.64,17.28,16.68,3.11,-10.9,-3.48,0.74,5.03,-4.88
5222,全訊,上市,半導體業,,-103.01,,-73.49,,-16.36,,-45.2,,-10.14,,30.98,,21.75,,40.64,,18.31,,18.02,,21.67,,19.16,,25.37,,35.7,29.58,15.24,,37.23,36.42,35.43,23.93,40.52,28.33,34.79,38.61,37.22
5269,祥碩,上市,半導體業,11.31,12.01,6.62,7.15,13.92,18.47,13.53,11.02,11.14,5.22,14.89,19.56,18.43,16.07,22.25,19.28,22.7,25.74,28.26,23.74,25.46,26.21,32.24,31.99,30.18,29.87,32.98,31.7,36.8,34.22,38.2,32.1,30.87,33.14,36.16,27.01,28.59,27.83,24.55,15.22
5285,界霖,上市,半導體業,,4.8,5.9,7.14,8.59,11.21,10.62,9.7,9.58,9.41,9.55,5.19,6.16,7.18,9.69,8.02,8.8,9.54,11.38,12.43,10.8,9.56,9.82,6.2,6.46,7.04,4.61,5.66,0.87,3.84,5.53,9.36,9.48,12.58,8.35,8.46,7.45,10.44,5.57,4.2
5471,松翰,上市,半導體業,14.91,18.9,16.5,16.85,14.57,19.46,14.68,13.97,11.54,15.77,9.6,9.89,5.38,14.06,9.07,7.58,8.04,9.44,10.28,6.93,2.57,10.85,11.89,8.54,4.56,13.53,12.11,12.57,18.97,25.69,22.55,23.09,25.67,32.43,37.36,28.64,22.46,20.81,11.14,5.56
6257,矽格,上市,半導體業,10.16,19.92,22.8,16.28,20.38,25.56,23.69,17.76,15.12,20.24,16.83,13.29,13.6,17.1,21.51,13.43,16.74,15.57,17.87,36.81,16.51,21.84,20.75,12.17,12.29,16.68,19.88,29.0,16.23,18.12,21.39,18.97,19.49,21.76,22.38,18.51,21.73,23.99,18.08,17.43
6271,同欣電,上市,半導體業,19.46,20.86,26.2,22.14,18.54,21.18,24.06,17.59,13.73,13.94,18.82,15.43,14.4,15.82,14.55,16.44,10.1,11.23,18.72,19.03,10.52,9.95,21.83,17.88,8.05,11.98,11.9,16.13,15.86,19.27,20.2,21.83,17.77,23.54,29.34,26.28,24.59,28.21,27.83,23.22
6415,矽力*-KY,上市,半導體業,,,24.54,27.65,19.37,26.11,22.6,23.85,20.82,23.8,20.69,32.68,17.8,20.03,18.03,23.7,19.71,23.66,22.34,21.02,20.41,19.77,21.98,18.98,15.58,19.57,19.39,28.93,23.07,23.06,23.52,20.42,23.99,31.4,34.3,31.74,29.53,30.06,24.3,14.2
6533,晶心科,上市,半導體業,,,,,,,,,,8.16,,-7.69,-71.71,-80.42,-10.69,22.31,8.62,1.63,25.85,2.01,-60.99,27.29,-13.52,31.88,-31.03,15.05,3.02,11.75,-37.23,-20.45,-26.7,46.85,8.77,33.31,12.18,19.67,1.74,-53.67,12.26,-9.97
8028,昇陽半導體,上市,半導體業,,,,,,,,,,12.47,,17.93,,12.67,,16.73,,16.04,,11.37,10.83,14.72,14.28,16.07,15.09,18.24,19.92,11.29,5.19,-2.85,2.57,6.97,5.27,4.82,6.11,21.28,10.53,8.21,10.37,10.03
8081,致新,上市,半導體業,12.72,14.59,16.31,14.32,16.15,16.32,15.55,11.96,13.62,12.11,12.27,12.46,13.1,12.18,12.7,9.27,9.44,9.08,10.4,9.61,7.81,9.07,15.12,12.21,14.71,17.37,14.89,13.32,16.58,17.52,19.36,19.42,23.73,29.63,33.12,31.65,30.06,29.3,20.88,16.32
8261,富鼎,上市,半導體業,2.4,-3.22,3.42,-20.24,2.94,5.2,8.1,13.85,12.44,9.56,5.99,-4.84,2.54,0.62,3.08,0.18,-2.54,2.75,4.07,4.93,2.25,8.23,8.8,4.9,3.95,2.67,3.74,2.22,3.92,8.13,8.81,8.44,13.44,19.85,22.65,22.69,26.94,26.36,18.93,16.44
1308,亞聚,上市,塑膠工業,4.03,2.47,4.71,7.35,8.24,7.59,6.2,7.33,6.49,10.23,6.67,8.63,8.46,11.66,6.66,11.31,11.43,7.0,5.27,6.02,2.04,0.55,-0.62,2.41,6.96,11.12,11.23,17.55,13.8,11.37,9.6,26.8,30.87,33.25,31.64,40.88,21.78,31.98,34.69,29.99
1313,聯成,上市,塑膠工業,0.02,-1.97,0.58,0.24,-0.55,0.83,0.03,-3.34,0.94,1.84,-2.01,-3.96,1.13,1.36,1.01,6.98,4.13,1.09,5.59,4.78,3.57,2.6,1.87,-0.56,-1.4,-2.7,1.59,0.27,-11.81,7.14,6.55,9.16,9.64,5.15,3.55,-4.85,3.31,-6.96,-6.63,-2.9
1326,台化,上市,塑膠工業,6.07,3.74,5.78,1.93,1.67,2.41,3.25,-4.0,3.3,10.55,3.4,5.67,9.23,13.74,10.32,8.54,13.17,5.82,11.98,11.96,12.21,10.57,10.79,4.06,9.39,6.36,3.21,0.31,-2.98,4.55,8.5,13.18,14.95,13.74,5.93,3.46,4.54,1.7,-6.81,-6.13
1451,年興,上市,紡織工業,4.33,7.12,7.33,2.32,2.95,2.61,1.7,1.63,2.0,1.06,8.83,8.74,8.55,6.82,6.37,3.51,0.18,-1.49,1.35,5.46,-1.74,3.87,6.85,2.58,-0.76,-3.18,0.64,-1.62,-5.93,-23.36,0.84,2.4,3.14,0.28,3.62,4.93,3.74,6.46,2.66,0.69
4426,利勤,上市,紡織工業,20.28,19.7,16.1,20.42,17.55,14.96,23.51,29.3,34.59,34.73,32.14,29.01,42.74,24.89,42.85,29.1,19.38,21.44,17.49,13.79,24.54,13.86,16.59,13.21,24.39,17.22,27.07,14.37,6.73,-46.26,-11.91,-16.97,-31.05,-76.49,-119.78,-75.69,-44.71,-17.13,-8.44,
2905,三商,上市,貿易百貨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,淘帝-KY,上市,貿易百貨,20.26,18.62,23.67,24.85,28.08,19.65,16.95,28.02,23.08,19.52,14.85,28.43,24.93,27.34,5.66,16.27,18.79,25.01,18.78,17.11,19.26,20.49,15.52,22.89,21.74,23.56,18.69,22.49,-10.05,-149.79,-149.23,-92.42,-12.43,-64.01,-22.18,-10.46,3.33,-14.02,-7.95,-5.64
5907,大洋-KY,上市,貿易百貨,19.31,15.26,7.98,19.54,24.27,17.49,12.84,24.65,26.2,18.87,8.63,15.52,20.73,8.49,-1.75,21.26,16.09,15.33,1.16,21.68,18.22,18.72,3.16,18.04,20.44,17.88,12.31,24.7,2.5,0.7,3.18,10.9,10.19,12.06,-1.21,10.25,7.14,1.88,-3.29,
8454,富邦媒,上市,貿易百貨,,,,,,5.78,6.77,5.53,4.71,4.36,3.86,3.63,5.26,4.79,3.99,4.09,4.13,4.79,3.53,4.27,3.86,3.4,2.55,3.64,3.87,2.97,2.68,3.26,3.72,2.91,2.94,3.57,4.61,4.95,4.58,4.23,4.53,4.05,3.73,4.24
2345,智邦,上市,通信網路業,0.42,2.7,1.05,2.42,0.92,2.46,0.89,0.26,2.92,4.73,6.93,8.34,9.1,7.63,7.78,8.64,9.1,9.45,8.68,8.55,7.32,7.54,9.25,7.93,8.58,11.8,12.24,10.3,9.52,10.97,14.12,11.89,9.1,7.93,8.9,10.34,9.6,13.09,12.73,13.76
1905,華紙,上市,造紙工業,-2.49,-2.65,-6.18,-4.86,-1.47,-2.47,-1.91,3.2,3.75,3.43,4.03,3.63,2.19,1.36,0.87,2.54,3.85,3.19,2.47,4.35,0.98,3.28,2.95,2.48,0.89,0.99,-4.4,-5.34,-2.99,-0.68,-4.64,-0.29,2.04,8.03,0.26,-5.56,-2.66,2.85,1.81,1.71
1907,永豐餘,上市,造紙工業,1.47,0.03,-0.73,-1.15,0.34,0.49,0.93,2.26,1.8,3.22,2.95,2.58,1.65,2.67,2.11,0.68,3.86,5.45,4.2,4.26,1.44,4.52,3.84,2.43,1.99,5.97,3.56,4.3,5.66,7.11,8.01,9.32,12.85,14.03,6.81,3.51,2.18,2.84,0.74,-0.03
2836,高雄銀,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,中再保,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,三商壽,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,玉山金,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,台新金,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,上海商銀,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,聯強,上市,電子通路業,0.78,1.29,1.23,1.34,1.14,1.41,1.64,1.15,1.4,1.25,1.55,0.78,1.42,1.03,1.05,1.49,1.42,1.08,1.38,1.49,1.42,1.21,1.71,1.28,1.83,1.5,1.5,2.15,2.31,2.35,2.09,2.01,2.49,2.12,2.29,2.27,2.28,1.92,1.84,2.56
3048,益登,上市,電子通路業,0.85,0.73,0.88,1.07,1.09,1.38,1.44,1.3,1.16,1.11,1.17,0.87,0.84,0.84,1.03,0.64,1.13,1.15,1.21,1.27,1.02,1.09,1.18,1.14,1.09,1.33,1.17,1.25,1.13,1.22,1.26,1.18,1.48,1.56,1.47,1.47,1.43,1.61,1.41,1.52
2308,台達電,上市,電子零組件業,10.92,10.64,10.66,11.77,11.86,12.56,12.4,11.05,9.88,9.73,10.99,9.6,8.13,9.88,11.18,9.43,8.11,8.53,9.12,9.43,5.45,6.05,9.38,9.16,5.8,7.32,7.62,7.89,3.56,13.11,13.45,12.39,10.35,11.15,9.77,8.72,9.05,10.73,12.74,10.2
2355,敬鵬,上市,電子零組件業,10.12,8.86,9.54,7.94,8.84,7.47,7.36,7.64,7.56,6.36,10.77,11.58,13.0,12.24,13.3,11.89,10.13,8.77,8.84,6.51,4.14,5.55,5.07,2.83,0.34,1.84,2.46,2.13,0.11,-3.77,0.3,-0.58,-2.29,0.67,-0.91,-1.54,-2.95,0.82,0.81,7.12
2368,金像電,上市,電子零組件業,-9.08,-3.18,0.95,-3.19,-3.5,4.11,9.0,8.19,5.98,-1.0,3.29,3.43,-2.9,5.01,5.87,5.08,-2.2,1.67,-1.24,-0.02,-2.32,4.02,8.23,4.04,-4.41,0.67,3.58,11.66,9.93,15.28,14.02,12.59,13.62,16.55,15.21,16.32,14.74,21.32,19.13,17.92
