sid,name,market,產業,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
3686,達能,上市,半導體業,-5.15,-3.39,-3.39,-0.1,-4.97,0.72,8.06,7.02,10.06,-13.88,12.1,13.54,21.86,16.69,-35.27,-16.73,1.29,-17.3,-7.02,29.0,-78.33,0.07,-91.0,2.77,-0.89,1.37,-12.82,-9.34,-0.56,-6.95,-4.9,-0.42,-7.19,-3.74,7.83,-77.86,-265.63,-84.58,-55.6,-761.05
4919,新唐,上市,半導體業,6.88,12.11,17.52,7.64,15.13,5.37,7.21,7.15,5.08,9.51,-3.27,9.04,10.48,10.11,1.49,7.29,-8.68,3.19,8.28,11.85,-7.36,16.11,5.16,17.87,-1.11,8.92,0.85,12.56,-5.75,7.22,2.38,3.01,0.96,5.33,4.7,11.47,3.97,7.89,5.63,-0.84
4967,十銓,上市,半導體業,,1.35,,7.94,,-8.24,,10.72,,24.38,,-10.5,,-15.24,,-4.58,,19.21,,4.79,,18.37,0.15,73.22,-29.56,-38.63,-3.59,-19.97,-29.42,26.3,-21.24,-8.69,-25.58,-5.66,68.16,4.98,12.76,90.55,11.91,-13.26
4968,立積,上市,半導體業,,10.74,,6.3,,11.35,,28.68,8.56,11.67,-2.24,31.06,23.62,8.67,7.26,15.55,-17.14,0.53,6.4,2.04,21.93,18.11,-3.83,12.22,0.38,11.19,10.76,6.66,4.63,-5.02,-1.8,22.69,3.67,4.74,8.16,-8.99,22.85,9.73,-17.54,15.93
5222,全訊,上市,半導體業,,33.89,,-27.34,,-33.64,,-7.65,,-23.52,,-9.35,,-36.44,,35.44,,42.5,,38.09,,4.54,,38.7,,-11.34,,32.05,23.61,-19.05,,45.53,26.65,12.17,39.02,35.26,12.3,-0.43,25.14,13.59
5269,祥碩,上市,半導體業,-74.05,-0.2,64.78,32.42,-11.03,50.45,78.03,35.16,54.27,11.4,55.94,49.95,50.81,-1.36,18.48,10.81,54.4,6.18,40.94,58.45,40.7,32.57,21.35,40.62,44.9,33.82,36.55,35.8,-7.03,34.97,58.11,67.27,5.99,9.38,57.16,5.42,-1.92,-2.71,66.8,22.62
5285,界霖,上市,半導體業,,4.31,12.22,9.93,-6.94,12.3,-10.32,9.94,8.85,8.6,6.47,24.66,9.33,-0.47,-11.82,33.3,-2.73,0.39,-7.87,4.81,-0.63,0.9,9.08,5.2,3.42,3.15,3.33,1.07,5.87,3.39,4.59,1.16,1.25,-0.09,8.25,2.0,2.08,4.5,7.0,7.45
5471,松翰,上市,半導體業,2.0,7.6,32.45,35.42,16.99,2.87,25.49,33.71,7.96,7.12,36.11,28.21,-13.94,16.6,15.26,5.21,-4.85,3.49,13.47,25.84,-8.3,11.15,14.55,43.09,13.38,13.51,19.28,5.55,18.98,24.32,11.71,46.37,22.49,27.77,19.69,22.91,16.49,11.94,0.64,16.3
6257,矽格,上市,半導體業,14.37,12.32,15.05,19.6,14.63,7.72,10.2,14.24,12.45,4.35,8.78,23.04,16.94,6.62,8.7,15.95,11.37,10.04,8.18,11.62,12.84,9.14,12.64,19.17,11.21,5.59,9.75,12.15,7.47,8.59,7.23,10.46,4.74,28.71,9.15,-2.63,6.73,10.05,12.21,11.88
6271,同欣電,上市,半導體業,42.15,14.81,51.45,23.44,22.22,3.32,13.05,7.77,5.24,1.94,8.98,12.68,6.87,7.21,8.79,18.2,15.87,30.25,17.59,29.27,17.74,12.0,16.81,26.92,14.57,16.33,9.42,40.77,28.89,-12.75,13.29,43.25,1.92,32.22,37.95,35.38,23.08,11.56,24.19,10.61
6415,矽力*-KY,上市,半導體業,,,,155.69,26.49,28.67,41.73,68.43,35.98,36.82,18.48,47.81,3.93,5.31,25.36,15.17,19.97,16.45,37.11,56.75,32.8,32.05,37.56,86.55,41.26,49.79,35.29,76.33,44.23,25.33,91.03,103.54,58.08,58.69,104.1,72.99,41.34,66.97,19.75,40.7
6533,晶心科,上市,半導體業,,,,,,,,,,86.25,,-65.53,-78.33,-51.17,-145.14,54.98,-47.92,86.33,-68.92,148.22,-77.12,-31.22,62.43,7.82,15.45,-0.88,5.79,-2.83,27.44,-10.95,6.31,30.01,50.63,37.36,31.84,17.82,57.15,44.02,94.71,-4.26
8028,昇陽半導體,上市,半導體業,,,,,,,,,,7.87,,23.91,,20.92,,22.99,,20.39,,19.67,1.44,7.8,16.83,23.14,12.22,6.19,5.74,9.65,5.02,3.91,5.09,5.79,4.58,8.12,3.27,5.86,4.13,3.28,2.85,5.49
8081,致新,上市,半導體業,24.19,11.76,24.42,8.21,11.4,4.23,6.59,5.97,11.83,0.68,9.97,8.74,-3.42,-1.47,6.74,4.8,0.39,6.7,5.95,4.64,15.01,5.73,6.53,9.78,9.03,14.11,15.93,13.75,12.61,9.78,16.18,7.2,11.05,20.66,13.38,6.27,12.05,15.11,-10.85,43.45
8261,富鼎,上市,半導體業,20.39,10.92,17.25,31.97,15.26,14.74,14.89,22.92,27.63,-5.17,54.65,39.29,9.99,0.67,-8.06,-10.69,-15.03,-29.0,4.41,4.08,5.34,7.23,-0.98,-11.62,-16.48,5.05,-4.56,8.31,20.52,1.94,10.12,13.13,9.43,23.8,14.01,16.26,18.79,12.12,3.13,14.06
1308,亞聚,上市,塑膠工業,-25.53,5.46,51.68,8.32,-2.26,36.89,49.69,49.66,13.87,24.54,2.57,15.17,-2.95,-18.17,1.01,5.72,-4.58,-4.19,16.1,12.2,0.3,5.16,1.29,-7.64,-14.94,9.07,9.13,3.79,23.47,12.98,0.71,15.71,14.0,21.0,1.63,35.33,28.48,10.02,58.33,49.36
1313,聯成,上市,塑膠工業,-3.83,4.66,5.92,5.8,-5.83,4.8,3.02,6.78,4.5,3.35,-3.29,8.71,2.82,0.57,2.28,1.63,-5.77,7.83,1.56,1.95,-7.33,8.05,-3.85,5.64,-2.33,9.81,4.33,5.35,-8.4,16.34,8.16,1.04,-8.41,4.08,0.84,3.4,-11.87,5.41,9.58,1.38
1326,台化,上市,塑膠工業,2.47,6.67,5.89,3.12,-0.94,2.41,7.34,6.74,9.68,6.46,9.19,8.92,5.52,7.98,15.34,5.89,0.92,7.45,24.17,11.59,1.15,6.45,23.01,4.47,7.2,5.29,20.58,7.61,-2.16,9.83,14.42,9.24,1.09,9.3,7.67,6.99,2.6,-0.57,12.08,3.65
1451,年興,上市,紡織工業,-5.92,3.28,13.82,7.21,11.66,-0.53,13.67,12.81,6.19,-4.59,20.05,16.56,15.38,3.15,25.64,9.28,-0.86,1.69,4.57,7.59,1.25,-8.94,5.61,8.18,3.4,-9.25,3.87,1.68,-8.65,-6.96,5.09,14.7,28.62,-13.38,8.61,3.5,-14.42,-4.15,1.26,34.5
4426,利勤,上市,紡織工業,1.81,16.21,-2.6,16.34,15.66,16.46,4.37,26.6,15.81,10.5,12.71,29.39,18.01,18.07,12.88,22.24,6.77,5.87,0.98,7.3,7.84,9.54,7.25,13.16,9.0,12.38,7.51,14.34,9.89,0.24,3.59,5.7,2.79,-1.11,-4.42,-3.92,-1.46,3.47,2.78,-0.29
2905,三商,上市,貿易百貨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,淘帝-KY,上市,貿易百貨,-2.47,-4.8,29.05,7.71,39.44,-4.47,32.3,7.68,25.77,6.62,18.55,3.04,33.33,3.13,9.84,-6.68,27.26,5.2,12.46,-1.34,26.67,-0.33,7.22,4.12,20.24,4.84,10.28,4.86,28.25,-4.35,-47.94,-33.71,-40.32,-8.12,-28.41,-11.18,-0.11,1.78,8.1,-14.95
5907,大洋-KY,上市,貿易百貨,-6.09,-0.02,-4.05,17.24,-7.85,0.82,-1.5,13.5,-5.73,-3.72,-5.39,11.31,-6.74,0.83,-2.29,16.59,-4.74,-2.86,-4.34,16.37,-5.01,-3.05,-0.14,15.68,-2.41,-0.01,1.36,11.09,-9.24,1.87,2.31,6.86,-0.76,1.5,-1.07,6.42,-2.36,2.19,-0.14,-1.34
8454,富邦媒,上市,貿易百貨,,,,,,19.21,10.32,20.25,2.41,3.71,3.53,20.34,4.38,7.8,2.09,15.46,5.12,7.33,-2.0,16.2,15.62,-1.78,3.32,19.74,6.91,4.98,35.84,-22.47,10.7,12.72,-0.9,16.29,5.44,28.3,-9.29,15.75,3.4,13.25,-4.95,19.85
2345,智邦,上市,通信網路業,-8.07,1.93,8.01,18.0,-3.59,0.49,5.62,-1.22,5.64,14.48,11.07,-2.81,-3.7,6.18,25.24,19.74,-9.26,-3.62,-4.37,5.44,21.43,-18.28,8.5,9.64,8.99,10.87,4.86,30.43,-1.27,-3.99,11.0,16.43,10.2,-3.38,-3.94,5.06,-0.38,1.0,30.03,9.1
1905,華紙,上市,造紙工業,-2.32,2.04,-0.38,-2.12,-3.85,3.29,3.67,4.2,0.6,1.89,7.04,4.43,-2.79,9.6,2.86,7.39,2.83,4.66,2.45,5.12,0.15,1.54,3.43,-1.29,1.58,3.92,-1.88,2.49,-2.07,-2.39,5.05,1.35,2.87,0.84,-1.06,0.54,2.5,4.61,-3.18,-0.98
1907,永豐餘,上市,造紙工業,0.82,1.31,1.53,-1.09,-3.06,2.62,1.27,2.82,0.61,1.06,2.92,2.17,0.44,1.86,3.96,1.95,0.3,1.72,1.44,2.11,1.52,0.29,1.58,3.56,3.13,2.19,4.51,5.02,0.97,1.48,5.62,4.04,2.17,3.37,4.8,2.13,2.4,2.32,5.49,1.23
2836,高雄銀,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,中再保,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,三商壽,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,玉山金,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,台新金,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,上海商銀,上市,金融保險業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,聯強,上市,電子通路業,1.8,-7.4,0.07,9.78,-2.26,-0.54,6.4,1.69,5.8,-2.04,-4.44,-4.01,7.29,5.72,1.8,-4.88,8.48,-8.34,11.8,-8.34,9.71,-10.85,0.72,0.81,12.0,2.32,9.14,-2.68,8.55,-2.4,4.53,-14.11,9.8,-5.48,1.6,-11.77,1.06,-8.35,1.02,-4.36
3048,益登,上市,電子通路業,-8.86,7.71,-9.83,8.6,-7.47,9.05,-11.45,-0.94,-13.48,35.06,-14.19,3.75,1.56,6.53,-33.83,36.34,-10.3,10.02,2.45,-4.94,-4.06,4.61,2.27,3.44,1.77,3.5,-0.39,3.8,-5.62,-3.61,-2.76,7.98,-15.37,10.56,1.52,1.26,-15.29,17.79,-16.64,2.19
2308,台達電,上市,電子零組件業,7.18,9.65,3.07,9.49,8.32,9.26,3.98,8.18,5.43,7.32,1.14,15.69,5.64,7.64,5.9,10.13,7.43,8.14,0.51,8.19,3.4,2.02,5.87,8.46,5.31,4.1,7.54,13.44,6.7,6.14,5.64,12.46,7.12,3.35,3.36,2.94,4.01,5.79,5.63,8.16
2355,敬鵬,上市,電子零組件業,6.79,11.76,2.44,12.41,1.7,6.42,7.71,5.35,4.01,5.59,5.69,11.94,7.99,10.06,10.28,11.47,3.54,3.52,7.53,13.95,-0.26,7.71,11.87,2.62,-0.75,11.69,9.99,3.14,4.1,2.43,7.84,5.28,-1.84,0.1,-1.49,1.03,-2.76,9.32,5.91,17.84
2368,金像電,上市,電子零組件業,0.11,-1.61,-1.41,7.45,0.09,-0.26,4.25,2.27,4.8,4.16,0.3,3.83,2.28,1.32,5.19,2.67,3.72,-1.97,-0.83,7.33,-1.38,0.69,3.83,2.42,2.59,3.95,0.52,5.96,0.69,4.74,7.52,9.48,4.41,4.07,4.51,5.18,1.81,7.51,7.76,9.94
2383,台光電,上市,電子零組件業,6.27,0.05,2.56,7.62,10.93,-0.3,8.57,4.89,9.37,9.45,10.47,14.39,9.33,1.99,6.91,13.07,11.06,3.32,6.44,11.16,8.64,3.86,3.85,4.76,3.24,5.11,4.78,8.18,10.62,0.64,6.79,13.11,9.29,5.97,0.73,9.97,9.76,6.08,4.31,15.37
2428,興勤,上市,電子零組件業,14.08,5.52,0.4,17.65,15.52,13.94,3.93,9.17,16.49,10.02,5.82,30.85,17.42,7.21,13.32,11.88,18.98,10.15,8.41,14.45,9.68,12.73,13.58,24.77,20.83,15.08,17.25,18.35,21.8,8.22,9.06,9.21,8.41,10.38,6.87,11.91,5.78,10.35,9.76,13.11
2472,立隆電,上市,電子零組件業,4.76,0.32,11.9,8.08,2.92,1.67,7.22,10.54,10.52,3.11,7.09,13.2,-1.92,2.61,5.21,8.3,0.66,2.57,-1.46,2.14,4.62,1.16,4.74,10.33,0.57,8.64,9.41,11.99,23.53,0.33,11.47,11.73,5.58,-7.54,1.18,16.52,8.39,10.87,13.97,23.35
2476,鉅祥,上市,電子零組件業,19.3,-6.2,26.12,-24.86,9.22,20.54,19.15,-8.49,6.95,6.32,9.76,16.06,14.53,11.96,4.55,8.27,4.73,0.74,4.95,4.81,1.68,8.83,6.67,5.11,2.96,6.05,13.02,5.26,2.22,-5.11,13.28,-6.75,-3.3,0.99,6.29,12.53,8.67,12.67,6.83,16.02
2493,揚博,上市,電子零組件業,6.63,-10.63,37.97,5.11,6.95,3.86,19.57,0.32,-3.15,5.37,26.1,1.75,20.74,4.89,29.32,4.26,7.16,-8.52,25.11,15.34,5.57,2.39,11.4,4.79,5.21,-1.3,19.19,15.98,-0.03,6.74,11.18,5.97,4.58,10.65,-0.93,15.16,3.36,13.68,4.29,15.86
3003,健和興,上市,電子零組件業,-0.18,8.41,15.38,-3.56,0.47,11.35,10.91,0.56,21.76,18.8,-8.67,20.16,11.16,22.91,10.86,3.93,14.99,9.91,14.94,8.42,4.56,-0.23,20.83,-10.03,7.44,6.5,14.71,13.67,-2.93,13.17,-2.37,15.21,1.34,-4.78,1.33,3.78,7.05,13.83,22.62,19.26
3015,全漢,上市,電子零組件業,2.93,-2.87,6.6,4.22,-1.72,-0.54,2.91,7.29,-10.62,-2.27,1.08,9.75,4.24,-7.78,4.08,2.69,-3.17,-3.88,1.7,0.41,0.18,-6.52,1.96,0.13,1.9,-0.89,0.35,4.7,8.39,-11.08,3.57,5.83,3.19,-4.71,-1.57,3.78,2.19,2.08,10.63,5.35
3021,鴻名,上市,電子零組件業,11.37,-4.68,7.29,-0.09,10.27,-3.82,3.77,2.45,-2.11,-3.25,5.86,-0.91,10.14,-0.16,6.33,18.14,2.34,-0.74,8.32,-5.91,2.18,-3.04,6.25,6.92,0.56,2.9,6.44,11.51,7.06,-2.19,-4.84,5.18,-1.04,1.14,-4.41,5.18,-1.08,0.36,1.33,9.1
3023,信邦,上市,電子零組件業,11.83,3.1,1.95,1.99,5.39,1.55,1.79,3.27,4.87,7.21,2.44,11.7,-1.76,10.29,6.12,6.9,4.38,-0.1,4.89,4.49,-5.76,1.52,5.52,2.53,-3.09,2.36,5.51,13.38,5.39,-0.48,-4.74,5.19,1.53,1.12,1.54,4.41,0.2,2.71,0.78,9.34
3037,欣興,上市,電子零組件業,5.81,4.28,2.66,5.31,2.99,2.83,3.02,4.13,3.95,2.5,4.07,7.7,3.64,3.18,3.65,6.92,2.1,2.71,0.84,4.98,6.17,1.18,7.49,8.84,1.96,6.33,5.49,2.89,5.42,4.78,4.43,12.06,4.96,3.97,13.62,23.57,13.02,10.73,15.46,11.45
3042,晶技,上市,電子零組件業,12.34,5.82,9.02,11.4,9.66,6.56,4.36,10.64,15.27,11.21,4.14,14.69,11.98,8.85,13.09,19.06,13.58,7.37,8.03,7.95,12.94,7.29,3.72,3.29,6.71,14.7,11.79,5.49,0.19,9.93,4.17,14.32,3.18,15.61,10.95,16.14,4.65,11.76,10.14,13.68
3338,泰碩,上市,電子零組件業,,15.2,-0.39,-4.18,20.47,5.62,6.9,9.83,10.12,0.29,10.62,-0.32,-5.03,5.93,5.44,9.27,-1.1,-6.27,2.76,7.83,-8.54,3.86,4.87,3.51,0.52,4.29,0.92,6.98,8.25,7.57,-7.16,7.24,7.76,-2.76,5.5,2.29,4.48,-0.95,17.17,22.65
3533,嘉澤,上市,電子零組件業,0.1,3.82,9.59,-8.43,41.55,2.26,-4.76,13.81,8.7,10.11,6.39,46.23,22.35,7.87,7.38,0.15,6.5,13.41,13.97,2.56,26.6,7.37,3.18,6.65,36.37,16.52,13.15,24.19,32.77,13.83,17.61,11.73,11.9,9.49,5.92,9.28,10.95,17.48,25.05,31.17
3605,宏致,上市,電子零組件業,6.44,0.56,3.03,10.97,3.85,1.67,11.72,11.39,4.66,4.01,3.33,5.72,1.56,-2.97,0.66,6.81,3.54,1.28,5.95,2.86,-2.2,5.26,-0.34,4.37,3.65,3.92,-0.28,8.01,3.74,3.81,-0.22,7.45,1.84,2.74,-0.97,10.66,3.04,1.48,4.93,5.21
3653,健策,上市,電子零組件業,18.4,-0.24,4.76,25.01,22.4,10.15,22.51,14.95,22.99,0.45,16.48,44.3,-1.89,19.08,9.29,21.53,-5.63,1.57,0.25,6.37,-8.34,12.56,6.26,10.21,19.1,17.97,15.95,16.85,12.81,5.35,8.72,7.55,6.35,0.43,3.31,8.28,4.66,5.73,15.42,23.88
4927,泰鼎-KY,上市,電子零組件業,-2.61,-2.71,4.0,7.32,8.84,1.43,0.4,5.64,5.18,-4.03,-1.79,11.15,2.97,1.0,2.83,3.92,1.67,1.64,-0.96,10.99,6.84,-0.93,-1.79,9.81,15.19,0.15,3.34,6.34,20.25,6.81,2.46,4.04,6.61,4.45,3.05,-1.84,3.54,1.69,-1.35,9.63
4943,康控-KY,上市,電子零組件業,,6.4,,3.48,,13.59,,8.01,,19.38,,15.46,-0.53,13.04,-1.64,-2.19,7.51,-8.59,1.84,8.04,31.82,-3.51,-2.08,1.72,-6.25,8.76,3.69,28.71,3.09,6.05,2.75,8.58,7.56,6.21,0.15,4.18,-1.08,2.58,-2.42,-1.63
6108,競國,上市,電子零組件業,6.78,-0.19,4.09,2.39,2.82,0.86,0.57,6.05,3.69,2.44,-3.13,11.86,10.0,4.62,2.42,1.19,6.24,1.47,2.59,3.17,0.46,6.56,-6.4,11.3,10.84,2.93,2.44,2.62,0.65,1.27,-2.84,1.42,0.98,0.21,-4.57,4.74,7.02,6.82,4.89,11.12
6191,精成科,上市,電子零組件業,2.26,2.1,0.4,6.88,0.84,-2.52,-0.17,2.85,4.94,3.32,1.58,5.15,-0.39,4.77,6.64,3.09,4.39,3.7,-1.12,3.92,3.34,-0.84,3.07,-1.26,5.31,3.53,-4.32,6.37,-3.25,0.74,7.87,11.64,3.03,7.38,5.3,3.35,6.03,5.77,6.63,12.65
6197,佳必琪,上市,電子零組件業,-4.64,13.68,3.79,-1.21,14.12,0.3,10.95,14.47,15.98,0.52,-9.6,26.48,18.84,5.79,7.75,13.37,10.83,4.48,12.68,-2.96,13.03,5.91,3.79,9.49,11.59,7.98,6.1,16.06,10.35,-1.77,9.13,4.79,18.04,0.22,10.73,-1.85,8.23,4.13,21.42,11.78
6205,詮欣,上市,電子零組件業,-2.64,7.87,8.2,11.08,5.28,7.17,7.57,6.71,13.74,-0.97,20.62,11.63,-2.79,8.55,4.6,17.64,5.36,8.12,11.09,10.42,3.65,0.55,6.7,15.13,10.48,-1.9,15.04,-1.79,3.13,3.57,5.87,17.13,-5.58,0.79,2.06,11.86,9.97,5.37,18.54,1.3
6224,聚鼎,上市,電子零組件業,26.2,16.41,19.34,39.24,19.57,6.39,22.54,36.43,30.64,13.73,30.68,45.65,13.91,17.92,9.62,33.16,27.14,11.52,16.35,27.58,8.05,14.68,30.3,29.9,17.74,10.02,16.8,19.05,13.82,0.73,10.0,12.44,1.17,-0.81,-2.43,3.59,-4.25,-1.8,6.06,11.89
6449,鈺邦,上市,電子零組件業,,,,,,6.42,5.73,5.86,14.71,1.04,5.54,10.2,9.09,3.27,2.19,-3.17,13.03,5.34,1.17,4.16,3.89,3.32,-5.69,7.23,7.56,-0.69,6.72,9.79,7.92,5.33,2.58,4.82,4.53,3.64,3.16,2.18,5.95,8.39,7.63,2.87
8046,南電,上市,電子零組件業,4.28,1.6,-3.88,9.51,13.62,5.51,4.62,20.14,9.66,10.78,14.27,12.36,-5.58,8.12,-6.39,7.95,-5.7,1.1,-4.24,13.1,-8.6,2.95,-6.07,15.55,9.33,7.02,3.58,8.66,10.43,12.94,7.04,29.99,17.07,24.74,35.8,30.54,35.15,32.2,37.95,23.34
8213,志超,上市,電子零組件業,6.54,2.19,-1.47,10.6,2.61,6.15,-4.79,9.33,3.76,7.14,-0.17,8.92,5.38,1.88,2.47,2.91,-0.78,5.57,5.68,4.75,3.7,-0.02,2.91,3.85,1.9,-0.46,3.87,5.34,0.56,-0.89,5.28,6.43,-0.42,1.59,1.73,5.64,3.19,4.74,16.67,8.0
1513,中興電,上市,電機機械,-4.88,-4.65,1.93,11.91,1.91,3.24,-9.23,15.26,-3.64,3.67,-5.92,7.07,7.49,-6.34,0.98,1.34,-1.46,-4.08,12.29,-0.23,-6.45,3.26,-3.14,21.65,5.87,-1.88,0.96,8.98,-2.96,-8.78,1.12,22.84,4.78,5.1,0.69,7.18,7.98,3.01,3.54,4.84
1514,亞力,上市,電機機械,-17.51,-7.36,10.31,8.56,2.74,6.36,-9.92,2.54,-7.15,5.64,0.54,10.18,-15.49,-3.45,2.56,-7.16,21.45,-10.0,-0.77,17.42,-6.43,-3.42,2.23,3.46,-1.35,2.44,1.66,10.02,-5.02,-3.77,-1.19,22.66,-4.92,-4.38,-7.55,-4.64,3.64,3.07,-5.53,3.34
1535,中宇,上市,電機機械,-0.46,28.7,9.49,13.44,-0.46,6.17,-5.04,-38.61,-13.74,0.85,-4.95,-6.93,-14.81,-12.84,-6.43,21.13,-14.67,1.6,-0.68,19.09,-9.15,-1.93,13.56,-0.93,-13.05,5.54,1.18,37.04,2.41,3.28,22.17,11.75,-2.97,-3.93,12.9,1.02,-24.31,6.31,5.76,8.5
1538,正峰,上市,電機機械,-0.26,1.29,-0.37,4.61,-10.3,5.38,3.78,-2.6,-4.45,2.99,-1.5,-1.62,-0.2,-1.75,3.33,3.06,2.57,-5.45,-3.42,9.99,-2.94,0.08,-2.24,-0.06,-3.47,0.67,-0.32,2.38,-15.57,0.9,-6.58,-5.46,-5.99,-2.85,-0.95,-2.53,-10.34,2.13,-3.65,5.53
1558,伸興,上市,電機機械,32.7,11.21,3.33,29.29,19.25,-3.91,-1.39,47.81,11.17,-2.0,17.43,55.12,15.72,-7.94,6.69,41.96,6.65,-10.14,9.43,39.8,5.5,-3.95,16.76,47.93,-1.33,-17.65,30.5,37.37,9.93,5.15,6.56,10.68,-2.71,6.25,13.63,3.09,-8.22,4.45,9.16,17.21
1590,亞德客-KY,上市,電機機械,3.31,6.87,7.09,6.25,0.66,3.54,6.37,7.4,1.93,5.83,2.8,3.78,3.76,1.9,4.14,4.6,1.85,-1.42,0.11,8.73,3.48,4.15,6.25,9.39,6.39,2.56,9.04,6.62,4.47,3.03,5.41,9.32,5.14,5.35,7.94,20.22,8.92,4.75,13.24,9.3
2049,上銀,上市,電機機械,-0.49,6.65,3.43,6.3,1.2,4.42,5.99,7.43,0.17,1.79,2.96,0.81,-0.1,5.29,8.13,9.9,6.62,10.12,7.37,9.35,5.33,6.7,6.73,2.65,-3.57,1.66,3.52,3.63,0.78,5.98,7.81,8.23,6.8,10.8,10.26,10.89,4.63,4.06,13.68,8.56
4552,力達-KY,上市,電機機械,,,,,,,,,20.39,21.75,27.25,15.71,19.83,20.11,23.99,20.54,13.34,15.37,27.59,11.98,19.79,11.9,20.4,8.02,3.66,4.12,8.55,3.48,-18.22,30.77,5.98,5.26,11.26,4.9,9.85,5.47,10.75,11.74,-1.89,2.85
4562,穎漢,上市,電機機械,,,,,,,,,,-16.85,,20.29,,-6.2,,10.66,-0.16,-1.17,-8.94,2.26,-1.04,-3.57,-0.52,0.75,-5.65,-3.87,-0.76,1.95,2.61,0.11,3.86,7.07,2.46,-0.95,-0.77,-2.21,0.36,2.4,-0.82,-1.0
5288,豐祥-KY,上市,電機機械,,,,,,20.94,10.15,16.68,8.06,19.9,24.62,18.89,11.91,24.99,20.68,32.03,9.72,24.61,17.66,25.65,-6.6,11.33,19.28,-0.3,-13.29,16.27,14.18,17.14,2.16,14.12,7.36,11.04,3.16,2.1,-7.11,1.67,-2.96,6.69,13.37,12.72
2357,華碩,上市,電腦及週邊設備業,-0.27,6.62,0.91,11.98,-0.18,3.25,1.5,9.83,-2.81,2.06,-0.36,-5.62,3.45,4.93,14.1,7.81,-5.49,-3.2,-0.29,8.3,4.78,-2.01,2.45,-1.99,-2.77,8.64,1.83,13.35,-11.78,-1.4,8.45,0.58,9.91,-1.89,-5.16,11.2,-14.36,-12.73,6.56,16.78
2387,精元,上市,電腦及週邊設備業,6.22,6.87,0.48,-1.52,-5.62,5.68,8.14,11.75,3.21,7.48,0.66,8.43,10.48,7.88,16.22,9.45,16.14,-5.33,9.02,5.58,2.81,0.52,6.66,-4.17,9.1,0.62,1.91,-3.13,-1.75,-3.31,6.51,3.95,1.35,0.04,4.77,1.99,13.7,6.31,-1.64,13.78
2395,研華,上市,電腦及週邊設備業,11.36,12.83,17.43,21.69,7.54,10.8,12.3,22.09,15.6,11.12,10.62,19.18,17.09,9.08,19.7,22.06,-3.86,10.78,17.27,-3.65,2.63,4.14,31.87,12.41,6.89,-0.68,29.19,7.45,-1.25,5.24,44.22,4.54,4.75,2.49,26.96,13.17,-4.07,6.04,27.68,14.95
3005,神基,上市,電腦及週邊設備業,4.89,6.34,8.39,6.56,1.14,4.55,8.85,5.65,5.1,4.17,7.05,10.35,10.01,4.82,3.79,9.84,3.19,3.21,1.42,8.27,7.9,4.14,11.12,10.23,0.27,6.24,8.65,10.51,3.68,5.07,10.16,9.37,1.11,1.22,0.8,3.64,-1.22,3.65,14.17,14.57
3017,奇鋐,上市,電腦及週邊設備業,0.53,6.94,-1.61,4.62,3.47,0.3,8.28,1.14,3.67,-0.6,2.77,8.46,6.87,-0.23,3.7,1.87,1.29,3.83,2.05,2.46,0.2,0.11,5.24,-0.87,3.67,0.96,0.72,4.96,8.04,-1.04,5.96,4.55,2.98,2.75,3.6,-0.22,4.37,3.61,6.68,5.71
3416,融程電,上市,電腦及週邊設備業,29.19,10.86,11.96,29.99,-9.66,9.47,-15.8,28.32,34.64,5.16,56.57,6.98,67.96,-11.75,79.36,53.85,-27.47,12.83,11.87,38.08,-22.96,13.75,18.4,3.54,30.75,12.1,27.0,-25.48,24.25,1.87,27.19,21.14,-5.49,4.5,11.34,19.72,-22.1,11.03,17.0,17.49
3515,華擎,上市,電腦及週邊設備業,30.21,8.21,0.42,12.17,-0.74,-17.91,-15.47,-0.21,32.91,22.66,4.19,10.51,1.86,-1.31,20.85,2.99,6.22,3.65,0.01,3.32,-5.65,-21.25,-24.04,15.68,1.42,4.44,15.57,12.94,4.23,8.17,12.14,1.98,1.34,20.48,-14.23,5.22,-17.09,-6.24,11.65,37.02
