,sid,year,season,price,share,ave
1393,2345,2006, Q3,8128674641,476267800,17
1394,2345,2006, Q4,17143500785,862111308,19
1395,2345,2007, Q1,17099810277,772535637,22
1396,2345,2007, Q2,13366894179,679024752,19
1397,2345,2007, Q3,15053626440,759607584,19
1398,2345,2007, Q4,6581731598,376252581,17
1399,2345,2008, Q1,2611597912,201637552,12
1400,2345,2008, Q2,4547788806,341415063,13
1401,2345,2008, Q3,2031638692,217079537,9
1402,2345,2008, Q4,2539827422,346777510,7
1403,2345,2009, Q1,4251994557,477952392,8
1404,2345,2009, Q2,7276154157,666150993,10
1405,2345,2009, Q3,5777619626,526646864,10
1406,2345,2009, Q4,6983947365,528224306,13
1407,2345,2010, Q1,5269150011,360804359,14
1408,2345,2010, Q2,6723665844,424868972,15
1409,2345,2010, Q3,11473635550,628064561,18
1410,2345,2010, Q4,16702252791,756661263,22
1411,2345,2011, Q1,5318101193,272189512,19
1412,2345,2011, Q2,4325748466,225552843,19
1413,2345,2011, Q3,2181843814,144518800,15
1414,2345,2011, Q4,2492622818,164798637,15
1415,2345,2012, Q1,6046804315,352272554,17
1416,2345,2012, Q2,2843623721,162951807,17
1417,2345,2012, Q3,1982842658,122752700,16
1418,2345,2012, Q4,1228565456,81256387,15
1419,2345,2013, Q1,2046485370,124404705,16
1420,2345,2013, Q2,3419516158,191257080,17
1421,2345,2013, Q3,1753214320,99625782,17
1422,2345,2013, Q4,1039518096,66258284,15
1423,2345,2014, Q1,2800810086,164378904,17
1424,2345,2014, Q2,8334939193,440020894,18
1425,2345,2014, Q3,3054529886,166303385,18
1426,2345,2014, Q4,1571517640,103055959,15
1427,2345,2015, Q1,1598258614,99283102,16
1428,2345,2015, Q2,1217103269,77740969,15
1429,2345,2015, Q3,1188465863,85437093,13
1430,2345,2015, Q4,22912462638,906797913,25
1431,2345,2016, Q1,24432916859,712461124,34
1432,2345,2016, Q2,26343583840,678963896,38
1433,2345,2016, Q3,27215854693,544324872,49
1434,2345,2016, Q4,18410464346,391845277,46
1435,2345,2017, Q1,25624359986,433084366,59
1436,2345,2017, Q2,33274339683,470707681,70
1437,2345,2017, Q3,37591228679,445217837,84
1438,2345,2017, Q4,39659384189,392896263,100
1439,2345,2018, Q1,44498986486,410772457,108
1440,2345,2018, Q2,50071246261,620485634,80
1441,2345,2018, Q3,66876933399,680933720,98
1442,2345,2018, Q4,45264210233,495822343,91
1443,2345,2019, Q1,49575888150,457110858,108
1444,2345,2019, Q2,44397959284,349469113,127
1445,2345,2019, Q3,60343253415,400187616,150
1446,2345,2019, Q4,78045817965,453488486,172
1447,2345,2020, Q1,67229803020,402839419,166
1448,2345,2020, Q2,93931802973,452195124,207
1449,2345,2020, Q3,67147711813,288797962,232
1450,2345,2020, Q4,46442674089,186539362,248
1451,2345,2021, Q1,44928194809,162267684,276
1452,2345,2021, Q2,45418652248,154932838,293
1453,2345,2021, Q3,46617420211,158022762,295
1454,2345,2021, Q4,47700561135,177813320,268
1455,2345,2022, Q1,32957949271,135983961,242
1456,2345,2022, Q2,44565545823,194479208,229
1457,2345,2022, Q3,73532648877,281448920,261
1458,2345,2022, Q4,48696529937,194138118,250
1459,2345,2023, Q1,56028519615,199377484,281
1460,2345,2023, Q2,17975374733,58819328,305
1461,2347,2006, Q1,6073116737,150503355,40
1462,2347,2006, Q2,4889054329,135174716,36
1463,2347,2006, Q3,3147219197,104004883,30
1464,2347,2006, Q4,17882901857,491160417,36
1465,2347,2007, Q1,13960033913,351640846,39
1466,2347,2007, Q2,17406695843,389249815,44
1467,2347,2007, Q3,85515207669,1124683270,76
1468,2347,2007, Q4,112899703684,1329066725,84
1469,2347,2008, Q1,92343337409,1208277530,76
1470,2347,2008, Q2,61574011991,757102254,81
1471,2347,2008, Q3,64799646686,1025670772,63
1472,2347,2008, Q4,25576234959,705839692,36
1473,2347,2009, Q1,36327450028,891947730,40
1474,2347,2009, Q2,56792858240,1140825424,49
1475,2347,2009, Q3,49038473853,790777290,62
1476,2347,2009, Q4,25525565043,382354316,66
1477,2347,2010, Q1,24527073417,358573937,68
1478,2347,2010, Q2,42139349844,584039315,72
1479,2347,2010, Q3,31413467755,440299628,71
1480,2347,2010, Q4,25509667554,338605651,75
1481,2347,2011, Q1,26687504879,372870756,71
1482,2347,2011, Q2,20866985472,303119249,68
1483,2347,2011, Q3,34089090022,475333595,71
1484,2347,2011, Q4,19092419965,267153005,71
1485,2347,2012, Q1,27061800257,368529816,73
1486,2347,2012, Q2,16305282836,233631454,69
1487,2347,2012, Q3,14380046905,213966295,67
1488,2347,2012, Q4,20739518783,367757779,56
1489,2347,2013, Q1,19836817219,339580565,58
1490,2347,2013, Q2,22594235701,501214710,45
1491,2347,2013, Q3,42770690746,971451603,44
1492,2347,2013, Q4,19567755801,429572755,45
1493,2347,2014, Q1,27166865484,533232249,50
1494,2347,2014, Q2,18061640422,373077022,48
1495,2347,2014, Q3,13228743351,282863354,46
1496,2347,2014, Q4,9944560998,227266833,43
1497,2347,2015, Q1,5821916211,129500537,44
1498,2347,2015, Q2,10458011617,238795990,43
1499,2347,2015, Q3,6875809395,186336972,36
1500,2347,2015, Q4,7269380190,220487714,32
1501,2347,2016, Q1,7025978047,216271959,32
1502,2347,2016, Q2,6524481798,200371205,32
1503,2347,2016, Q3,9771998063,269209321,36
1504,2347,2016, Q4,6026896017,182025273,33
1505,2347,2017, Q1,6289900026,190732771,32
1506,2347,2017, Q2,6578037432,194587740,33
1507,2347,2017, Q3,8233787467,235414549,34
1508,2347,2017, Q4,10166675746,261283549,38
1509,2347,2018, Q1,10867673909,265634999,40
1510,2347,2018, Q2,12052472109,264022110,45
1511,2347,2018, Q3,8906756253,212420920,41
1512,2347,2018, Q4,11477989591,326810393,35
1513,2347,2019, Q1,4920282141,132710714,37
1514,2347,2019, Q2,7283214916,192256204,37
1515,2347,2019, Q3,7007901890,187325962,37
1516,2347,2019, Q4,7927376153,214214863,37
1517,2347,2020, Q1,9913582562,271803002,36
1518,2347,2020, Q2,14609527607,346590709,42
1519,2347,2020, Q3,12727564871,294049330,43
1520,2347,2020, Q4,11606277635,264720614,43
1521,2347,2021, Q1,11382653603,227993733,49
1522,2347,2021, Q2,24409270226,445596882,54
1523,2347,2021, Q3,14277694406,272410029,52
1524,2347,2021, Q4,26944647361,441736474,60
1525,2347,2022, Q1,17404482756,247088547,70
1526,2347,2022, Q2,26693649657,403242600,66
1527,2347,2022, Q3,15792487530,289100311,54
1528,2347,2022, Q4,18923094724,329601032,57
1529,2347,2023, Q1,10847583400,175881958,61
1530,2347,2023, Q2,2511499051,40950335,61
1531,2348,2006, Q1,35091095,6954683,5
1532,2348,2006, Q2,25407707,5433880,4
1533,2348,2006, Q3,25978791,5289436,4
1534,2348,2006, Q4,1532714717,54915816,27
1535,2348,2007, Q1,3346889800,100484084,33
1536,2348,2007, Q2,1734790687,71073771,24
1537,2348,2007, Q3,1435911528,47106724,30
1538,2348,2007, Q4,361614819,18714155,19
1539,2348,2008, Q1,226336449,15089396,14
1540,2348,2008, Q2,443504043,27296186,16
1541,2348,2008, Q3,133459405,17305904,7
1542,2348,2008, Q4,14782770,5631588,2
1543,2348,2009, Q1,1826387,1163802,1
1544,2348,2009, Q2,4361928,1927418,2
1545,2348,2009, Q3,2740673,1917256,1
1546,2348,2009, Q4,13245363,6424029,2
1547,2348,2010, Q1,35444678,9334375,3
1548,2348,2010, Q2,11792858,3169612,3
1549,2348,2010, Q3,5332996,1828351,2
1550,2348,2010, Q4,4422617,1892990,2
1551,2348,2011, Q1,3612182,1193038,3
1552,2348,2011, Q2,1883398,465665,4
1553,2348,2011, Q3,642522,262436,2
1554,2348,2011, Q4,263212,127134,2
1555,2348,2012, Q1,731356,376541,1
1556,2348,2012, Q2,672452,418237,1
1557,2348,2012, Q3,1644323,1080344,1
1558,2348,2012, Q4,11121018,3509391,3
1559,2348,2013, Q1,6654322,198850,33
1560,2348,2013, Q2,8102415,168794,48
1561,2348,2013, Q3,1477417,29382,50
1562,2348,2013, Q4,2962848,71740,41
1563,2348,2014, Q1,4459007,81097,54
1564,2348,2014, Q2,5920576,105650,56
1565,2348,2014, Q3,4148912,77844,53
1566,2348,2014, Q4,2772581,57160,48
1567,2348,2015, Q1,1326995,35208,37
1568,2348,2015, Q2,373313,10052,37
1569,2348,2015, Q3,281967,7691,36
1570,2348,2015, Q4,105361,4032,26
1571,2348,2016, Q1,408,17,24
1572,2348,2016, Q2,5938105,191588,30
1573,2348,2016, Q3,6236357,257983,24
1574,2348,2016, Q4,3400728,181765,18
1575,2348,2017, Q1,6070492,333569,18
1576,2348,2017, Q2,90154822,2884653,31
1577,2348,2017, Q3,123127056,3754280,32
1578,2348,2017, Q4,28829440,1022959,28
1579,2348,2018, Q1,240607209,5300626,45
1580,2348,2018, Q2,418558470,8986881,46
1581,2348,2018, Q3,396740554,8016806,49
1582,2348,2018, Q4,2035202172,41181077,49
1583,2348,2019, Q1,1264374724,25920584,48
1584,2348,2019, Q2,573605344,12871171,44
1585,2348,2019, Q3,1030978937,21948319,46
1586,2348,2019, Q4,1429737061,27349918,52
1587,2348,2020, Q1,1085355400,20636955,52
1588,2348,2020, Q2,2817476910,41359843,68
1589,2348,2020, Q3,4396788232,50284574,87
1590,2348,2020, Q4,3446708049,38150707,90
1591,2348,2021, Q1,4796855986,47917240,100
1592,2348,2021, Q2,3244922549,31818365,101
1593,2348,2021, Q3,2103984972,21453109,98
1594,2348,2021, Q4,1812603347,17375943,104
1595,2348,2022, Q1,1956881973,18162877,107
1596,2348,2022, Q2,677702296,7020413,96
1597,2348,2022, Q3,533978188,6653650,80
1598,2348,2022, Q4,478488415,7709264,62
1599,2348,2023, Q1,190522722,2851186,66
1600,2348,2023, Q2,73033315,1075120,67
1601,2351,2006, Q1,1032972610,68993563,14
1602,2351,2006, Q2,2337475992,119011917,19
1603,2351,2006, Q3,6748747592,206483377,32
1604,2351,2006, Q4,5947569876,121921947,48
1605,2351,2007, Q1,8743453257,194119289,45
1606,2351,2007, Q2,7263021000,129746482,55
1607,2351,2007, Q3,5813257448,114437612,50
1608,2351,2007, Q4,1865447857,61147444,30
1609,2351,2008, Q1,1596227896,58361037,27
1610,2351,2008, Q2,1561914480,51611507,30
1611,2351,2008, Q3,451198701,23691457,19
1612,2351,2008, Q4,316613259,26840848,11
1613,2351,2009, Q1,412025499,33461925,12
1614,2351,2009, Q2,822358319,52994052,15
1615,2351,2009, Q3,2027553628,85716568,23
1616,2351,2009, Q4,6462507725,169909194,38
1617,2351,2010, Q1,3099651772,76116788,40
1618,2351,2010, Q2,8786382189,179005244,49
1619,2351,2010, Q3,5321822727,124847762,42
1620,2351,2010, Q4,2781734966,70889699,39
1621,2351,2011, Q1,2301561023,57180679,40
1622,2351,2011, Q2,993712563,27024123,36
1623,2351,2011, Q3,798557578,31342951,25
1624,2351,2011, Q4,187560661,9480886,19
1625,2351,2012, Q1,1932038071,74416960,25
1626,2351,2012, Q2,626749475,25242018,24
1627,2351,2012, Q3,292971865,14089272,20
1628,2351,2012, Q4,265840442,13636085,19
1629,2351,2013, Q1,1186321250,45912537,25
1630,2351,2013, Q2,1173754979,39149090,29
1631,2351,2013, Q3,2502115208,73383566,34
1632,2351,2013, Q4,2234764823,61437256,36
1633,2351,2014, Q1,3505903272,77525057,45
1634,2351,2014, Q2,1755375165,39946846,43
1635,2351,2014, Q3,1326887385,33078627,40
1636,2351,2014, Q4,886760081,22137784,40
1637,2351,2015, Q1,1741276666,39938650,43
1638,2351,2015, Q2,831594023,21714767,38
1639,2351,2015, Q3,597634905,22606009,26
1640,2351,2015, Q4,1227618664,43848765,27
1641,2351,2016, Q1,1844347228,56737917,32
1642,2351,2016, Q2,1630721842,47556124,34
1643,2351,2016, Q3,4006732139,97684771,41
1644,2351,2016, Q4,1847644057,45330447,40
1645,2351,2017, Q1,4624767818,93659049,49
1646,2351,2017, Q2,8755768332,160949529,54
1647,2351,2017, Q3,14660999200,211946998,69
1648,2351,2017, Q4,16254639378,185092600,87
1649,2351,2018, Q1,9168000938,111707834,82
1650,2351,2018, Q2,7638907328,87592056,87
1651,2351,2018, Q3,5639767557,66396819,84
1652,2351,2018, Q4,4066122193,59154746,68
1653,2351,2019, Q1,3362191007,44444835,75
1654,2351,2019, Q2,1824814701,26861396,67
1655,2351,2019, Q3,2559542083,39557059,64
1656,2351,2019, Q4,1715185045,26881972,63
1657,2351,2020, Q1,1798442403,33387474,53
1658,2351,2020, Q2,1983858645,41770524,47
1659,2351,2020, Q3,3820637030,71011610,53
1660,2351,2020, Q4,12631555798,166465090,75
1661,2351,2021, Q1,22739278726,255825276,88
1662,2351,2021, Q2,48107796543,478650673,100
1663,2351,2021, Q3,47107010627,331341121,142
1664,2351,2021, Q4,57597356551,362010562,159
1665,2351,2022, Q1,28674341608,190108437,150
1666,2351,2022, Q2,18980168725,133937072,141
1667,2351,2022, Q3,21039503538,192971945,109
1668,2351,2022, Q4,12866290867,126146034,101
1669,2351,2023, Q1,19555942756,159288072,122
1670,2351,2023, Q2,6241560044,49196828,126
1671,2355,2006, Q1,3764461667,171283501,21
1672,2355,2006, Q2,7163601224,306966843,23
1673,2355,2006, Q3,2112127617,100311424,21
1674,2355,2006, Q4,3335074581,154548413,21
1675,2355,2007, Q1,8109341777,334034214,24
1676,2355,2007, Q2,11810304345,428570943,27
1677,2355,2007, Q3,17950013538,556972418,32
1678,2355,2007, Q4,6954293681,217941985,31
1679,2355,2008, Q1,2358907732,90081072,26
1680,2355,2008, Q2,2169435676,83222452,26
1681,2355,2008, Q3,1018693168,57206774,17
1682,2355,2008, Q4,686803639,59000380,11
1683,2355,2009, Q1,578286513,50585077,11
1684,2355,2009, Q2,1990374120,130227483,15
1685,2355,2009, Q3,5973841803,289160533,20
1686,2355,2009, Q4,9009130876,325603216,27
1687,2355,2010, Q1,4126889556,152842961,27
1688,2355,2010, Q2,2427679121,99329865,24
1689,2355,2010, Q3,2339453133,94710482,24
1690,2355,2010, Q4,3412894338,132987341,25
1691,2355,2011, Q1,2020875106,80451864,25
1692,2355,2011, Q2,784849953,33098553,23
1693,2355,2011, Q3,664449472,32720826,20
1694,2355,2011, Q4,571391663,29326198,19
1695,2355,2012, Q1,4708624119,180479356,26
1696,2355,2012, Q2,3282349198,122070372,26
1697,2355,2012, Q3,7537022284,225588667,33
1698,2355,2012, Q4,5154781981,160212728,32
1699,2355,2013, Q1,4246873047,128510695,33
1700,2355,2013, Q2,7056464559,177904668,39
1701,2355,2013, Q3,14220125892,270842128,52
1702,2355,2013, Q4,7584489604,154641041,49
1703,2355,2014, Q1,11840935265,220295036,53
1704,2355,2014, Q2,7285175976,126566166,57
1705,2355,2014, Q3,5353202151,100063542,53
1706,2355,2014, Q4,2754722218,56612132,48
1707,2355,2015, Q1,5308822807,91989735,57
1708,2355,2015, Q2,5213965975,95827093,54
1709,2355,2015, Q3,5887276678,134605597,43
1710,2355,2015, Q4,7333922426,150873740,48
1711,2355,2016, Q1,8036386378,143296992,56
1712,2355,2016, Q2,13088707483,197350643,66
1713,2355,2016, Q3,10141807348,143103722,70
1714,2355,2016, Q4,9278445374,153886279,60
1715,2355,2017, Q1,6864330466,111777265,61
1716,2355,2017, Q2,6141129187,102198252,60
1717,2355,2017, Q3,6064577974,105286451,57
1718,2355,2017, Q4,7045884349,114483269,61
1719,2355,2018, Q1,3907735249,71389875,54
1720,2355,2018, Q2,6053876449,147289665,41
1721,2355,2018, Q3,3855096279,101668814,37
1722,2355,2018, Q4,1909355625,52441067,36
1723,2355,2019, Q1,3162262660,77896571,40
1724,2355,2019, Q2,1823160729,50512718,36
1725,2355,2019, Q3,1338284438,41068501,32
1726,2355,2019, Q4,2552112459,81656713,31
1727,2355,2020, Q1,2291008813,82478299,27
1728,2355,2020, Q2,2763954431,111579371,24
1729,2355,2020, Q3,3618754148,134145041,26
1730,2355,2020, Q4,9627624571,315325779,30
1731,2355,2021, Q1,11890870156,331509702,35
1732,2355,2021, Q2,6799093699,211335653,32
1733,2355,2021, Q3,3555830712,108667026,32
1734,2355,2021, Q4,14855429005,416284187,35
1735,2355,2022, Q1,15330745381,400039012,38
1736,2355,2022, Q2,2085598467,67977549,30
1737,2355,2022, Q3,1657966655,57333441,28
1738,2355,2022, Q4,1874939287,62944620,29
1739,2355,2023, Q1,1351835471,44488041,30
1740,2355,2023, Q2,696929838,21413218,32
1741,2357,2017, Q1,21846712780,78070558,279
1742,2357,2017, Q2,23637985822,81731516,289
1743,2357,2017, Q3,27452518485,104198026,263
1744,2357,2017, Q4,19933236836,75209288,265
1745,2357,2018, Q1,27518060609,100605721,273
1746,2357,2018, Q2,22306393967,80497936,277
1747,2357,2018, Q3,24550962940,95179749,257
1748,2357,2018, Q4,22245096567,99578416,223
1749,2357,2019, Q1,14462810160,64707332,223
1750,2357,2019, Q2,13449575221,59917646,224
1751,2357,2019, Q3,16922119655,79719231,212
1752,2357,2019, Q4,23090345570,104061218,221
1753,2357,2020, Q1,23616515312,117247134,201
1754,2357,2020, Q2,36877749574,172254378,214
1755,2357,2020, Q3,49811397493,210364642,236
1756,2357,2020, Q4,44488011362,178633955,249
1757,2357,2021, Q1,91664578917,290852946,315
1758,2357,2021, Q2,114014291749,297741835,382
1759,2357,2021, Q3,70927028851,209429142,338
1760,2357,2021, Q4,58016588692,162674803,356
1761,2357,2022, Q1,61698481498,165897884,371
1762,2357,2022, Q2,55940897741,164515343,340
1763,2357,2022, Q3,62886089386,229403709,274
1764,2357,2022, Q4,49580175858,194975996,254
1765,2357,2023, Q1,27888153585,101953963,273
1766,2357,2023, Q2,7713288476,27852111,276
1767,2368,2006, Q1,10565698209,558699154,18
1768,2368,2006, Q2,14649427398,676054986,21
1769,2368,2006, Q3,6531942621,325755686,20
1770,2368,2006, Q4,12732609755,569109465,22
1771,2368,2007, Q1,18112745560,665983305,27
1772,2368,2007, Q2,8603208407,340181692,25
1773,2368,2007, Q3,23825216665,840114216,28
1774,2368,2007, Q4,15071299543,491738878,30
1775,2368,2008, Q1,7274469697,333904269,21
1776,2368,2008, Q2,10538813986,466835590,22
1777,2368,2008, Q3,3902472361,269575326,14
1778,2368,2008, Q4,1772954897,222380675,7
1779,2368,2009, Q1,2956728885,356149361,8
1780,2368,2009, Q2,5619020172,501787858,11
1781,2368,2009, Q3,6058689349,498838554,12
1782,2368,2009, Q4,5777584941,447864921,12
1783,2368,2010, Q1,2498657856,198230586,12
1784,2368,2010, Q2,1647457397,143371649,11
1785,2368,2010, Q3,2418938583,212482729,11
1786,2368,2010, Q4,7776491153,594622862,13
1787,2368,2011, Q1,7209838963,531599488,13
1788,2368,2011, Q2,3218593398,256859538,12
1789,2368,2011, Q3,2677531268,242221171,11
1790,2368,2011, Q4,878146927,111765991,7
1791,2368,2012, Q1,1606588068,187397902,8
1792,2368,2012, Q2,838689409,123691608,6
1793,2368,2012, Q3,775830811,117630611,6
1794,2368,2012, Q4,503367963,86435234,5
1795,2368,2013, Q1,411434576,69162981,5
1796,2368,2013, Q2,1400095015,203862803,6
1797,2368,2013, Q3,827835970,121048254,6
1798,2368,2013, Q4,1436585192,198861199,7
1799,2368,2014, Q1,2120169920,265872556,7
1800,2368,2014, Q2,2479907463,281476590,8
1801,2368,2014, Q3,5173148052,466737041,11
1802,2368,2014, Q4,14503065986,907705776,15
1803,2368,2015, Q1,18023960671,876008688,20
1804,2368,2015, Q2,8142418976,519749544,15
1805,2368,2015, Q3,3965379067,386949950,10
1806,2368,2015, Q4,4037270895,377491307,10
1807,2368,2016, Q1,1344987281,150274356,8
1808,2368,2016, Q2,973428121,121339307,8
1809,2368,2016, Q3,5285681854,457443841,11
1810,2368,2016, Q4,1888709833,173159975,10
1811,2368,2017, Q1,2768306316,242598957,11
1812,2368,2017, Q2,1959636771,174465698,11
1813,2368,2017, Q3,1953454152,194809747,10
1814,2368,2017, Q4,3936852742,373695087,10
1815,2368,2018, Q1,1603563343,158376327,10
1816,2368,2018, Q2,1611625960,162758495,9
1817,2368,2018, Q3,15023254997,1095059299,13
1818,2368,2018, Q4,12313840378,993744612,12
1819,2368,2019, Q1,9920181703,711748669,13
1820,2368,2019, Q2,7057870037,539112323,13
1821,2368,2019, Q3,14059877158,1013524394,13
1822,2368,2019, Q4,17517717325,1117269386,15
1823,2368,2020, Q1,53582429919,2809812045,19
1824,2368,2020, Q2,109367834820,3423940182,31
1825,2368,2020, Q3,175162831907,3799048082,46
1826,2368,2020, Q4,88841762702,1765429236,50
1827,2368,2021, Q1,66346569625,1190679476,55
1828,2368,2021, Q2,74317240797,1291397329,57
1829,2368,2021, Q3,99637377567,1392109287,71
1830,2368,2021, Q4,78564211910,1097229584,71
1831,2368,2022, Q1,84033001272,1037604658,80
1832,2368,2022, Q2,83477012311,988001664,84
1833,2368,2022, Q3,72654746115,908852722,79
1834,2368,2022, Q4,64585776113,707999209,91
1835,2368,2023, Q1,48580403020,534733548,90
1836,2368,2023, Q2,15780246838,158185589,99
1837,2379,2006, Q1,17594889762,433943783,40
1838,2379,2006, Q2,8793039294,241663701,36
1839,2379,2006, Q3,20464490685,514575699,39
1840,2379,2006, Q4,32716472950,658162362,49
1841,2379,2007, Q1,61520105800,994365786,61
1842,2379,2007, Q2,64070409089,793736012,80
1843,2379,2007, Q3,102560970721,585252001,175
1844,2379,2007, Q4,70289876054,584044067,120
1845,2379,2008, Q1,53323897731,564983164,94
1846,2379,2008, Q2,42507044588,483969513,87
1847,2379,2008, Q3,26760315196,403840700,66
1848,2379,2008, Q4,13177194479,320630115,41
1849,2379,2009, Q1,39261713195,966461605,40
1850,2379,2009, Q2,44525526643,771334735,57
1851,2379,2009, Q3,46148021309,637202513,72
1852,2379,2009, Q4,52510895932,636913735,82
1853,2379,2010, Q1,31931094201,361480032,88
1854,2379,2010, Q2,25624146034,324641324,78
1855,2379,2010, Q3,21313930893,289814121,73
1856,2379,2010, Q4,19060954471,268509044,70
1857,2379,2011, Q1,11629685661,191247892,60
1858,2379,2011, Q2,16353160710,271833407,60
1859,2379,2011, Q3,13750614575,280852793,48
1860,2379,2011, Q4,11154342408,228926734,48
1861,2379,2012, Q1,16396025389,288804916,56
1862,2379,2012, Q2,17947153470,308926250,58
1863,2379,2012, Q3,15403664175,273592220,56
1864,2379,2012, Q4,9507877556,162349614,58
1865,2379,2013, Q1,16239775759,237175254,68
1866,2379,2013, Q2,23624684421,302810927,78
1867,2379,2013, Q3,17636774250,248809696,70
1868,2379,2013, Q4,22219962267,304225315,73
1869,2379,2014, Q1,31637747415,365252059,86
1870,2379,2014, Q2,21035640382,226876513,92
1871,2379,2014, Q3,32206508143,303586057,106
1872,2379,2014, Q4,25312592456,244444559,103
1873,2379,2015, Q1,15063484504,149926368,100
1874,2379,2015, Q2,12215541959,135127167,90
1875,2379,2015, Q3,16686833486,274554472,60
1876,2379,2015, Q4,39825764279,556767077,71
1877,2379,2016, Q1,20537753124,252513688,81
1878,2379,2016, Q2,20232897799,224453482,90
1879,2379,2016, Q3,26500546404,230597876,114
1880,2379,2016, Q4,18882774502,179570853,105
1881,2379,2017, Q1,14105961346,126640110,111
1882,2379,2017, Q2,12928225099,121885260,106
1883,2379,2017, Q3,9283324910,83401408,111
1884,2379,2017, Q4,12795662020,114184453,112
1885,2379,2018, Q1,14075631968,119526223,117
1886,2379,2018, Q2,15007400108,126851106,118
1887,2379,2018, Q3,25899745517,190580633,135
1888,2379,2018, Q4,25790082525,201448054,128
1889,2379,2019, Q1,35980346659,218234821,164
1890,2379,2019, Q2,66240109157,314234986,210
1891,2379,2019, Q3,69081073915,317160764,217
1892,2379,2019, Q4,54389594350,233461074,232
1893,2379,2020, Q1,55974019929,249399039,224
1894,2379,2020, Q2,69057497283,272433647,253
1895,2379,2020, Q3,120249900544,320233599,375
1896,2379,2020, Q4,77044967571,204764127,376
1897,2379,2021, Q1,112446673089,243749723,461
1898,2379,2021, Q2,82064557208,166410628,493
1899,2379,2021, Q3,84862263358,154242108,550
1900,2379,2021, Q4,63518131391,123589907,513
1901,2379,2022, Q1,64021933797,130266018,491
1902,2379,2022, Q2,60897047475,147549794,412
1903,2379,2022, Q3,74157514323,225592814,328
1904,2379,2022, Q4,84783035099,293610958,288
1905,2379,2023, Q1,64206564357,179256096,358
1906,2379,2023, Q2,19721375810,53072613,371
1907,2382,2017, Q1,23021376941,364097544,63
1908,2382,2017, Q2,26410401672,395444932,66
1909,2382,2017, Q3,36806498825,511782721,71
1910,2382,2017, Q4,29421194815,446884266,65
1911,2382,2018, Q1,21283723170,346999343,61
1912,2382,2018, Q2,27267338671,501370001,54
1913,2382,2018, Q3,23514905102,448263257,52
1914,2382,2018, Q4,18453851082,371905664,49
1915,2382,2019, Q1,21494611584,387581575,55
1916,2382,2019, Q2,23636087580,401256126,58
1917,2382,2019, Q3,22223175154,385248530,57
1918,2382,2019, Q4,42166468198,702907118,59
1919,2382,2020, Q1,31397359177,516231030,60
1920,2382,2020, Q2,42454573440,635106823,66
1921,2382,2020, Q3,65426795403,840659971,77
1922,2382,2020, Q4,41519496507,546446813,75
1923,2382,2021, Q1,50692793613,581694031,87
1924,2382,2021, Q2,62232007276,685327408,90
1925,2382,2021, Q3,46406331157,570389071,81
1926,2382,2021, Q4,37541137778,439925529,85
1927,2382,2022, Q1,39390372911,427041503,92
1928,2382,2022, Q2,37883874314,466477308,81
1929,2382,2022, Q3,38145334057,481072736,79
1930,2382,2022, Q4,39576181254,555971515,71
1931,2382,2023, Q1,28794957773,358144861,80
1932,2382,2023, Q2,22552912808,263067394,85
1933,2383,2006, Q1,10189761492,602809671,16
1934,2383,2006, Q2,6629925034,392630891,16
1935,2383,2006, Q3,3238827671,223535892,14
1936,2383,2006, Q4,6341182136,365403323,17
1937,2383,2007, Q1,3588295847,215679427,16
1938,2383,2007, Q2,4861379249,279201626,17
1939,2383,2007, Q3,5351971776,297249926,18
1940,2383,2007, Q4,1606008465,115226961,13
1941,2383,2008, Q1,977616644,85033782,11
1942,2383,2008, Q2,1929736286,135399154,14
1943,2383,2008, Q3,769822662,72486075,10
1944,2383,2008, Q4,600769289,95087178,6
1945,2383,2009, Q1,1305155273,195796765,6
1946,2383,2009, Q2,8028589349,537244950,14
1947,2383,2009, Q3,14752436201,711286060,20
1948,2383,2009, Q4,9945229333,409039892,24
1949,2383,2010, Q1,13318439677,488212085,27
1950,2383,2010, Q2,19902584759,627116557,31
1951,2383,2010, Q3,13032249699,427114503,30
1952,2383,2010, Q4,9191062000,308656286,29
1953,2383,2011, Q1,11119018760,348352003,31
1954,2383,2011, Q2,5483360462,179239105,30
1955,2383,2011, Q3,4347999191,181112260,24
1956,2383,2011, Q4,2611559560,116302337,22
1957,2383,2012, Q1,5779973553,232209031,24
1958,2383,2012, Q2,6942743898,258902134,26
1959,2383,2012, Q3,6132755856,211886924,28
1960,2383,2012, Q4,3529486208,120527114,29
1961,2383,2013, Q1,3676790818,122812926,29
1962,2383,2013, Q2,3567024226,123764723,28
1963,2383,2013, Q3,1742871544,66513970,26
1964,2383,2013, Q4,1946667227,78658903,24
1965,2383,2014, Q1,4092462819,152156663,26
1966,2383,2014, Q2,4203072734,146298008,28
1967,2383,2014, Q3,8526713602,249496635,34
1968,2383,2014, Q4,8829643707,238620680,37
1969,2383,2015, Q1,10627926097,221718731,47
1970,2383,2015, Q2,15123134772,279652378,54
1971,2383,2015, Q3,30052609904,441925473,68
1972,2383,2015, Q4,14424773127,222788633,64
1973,2383,2016, Q1,11263555100,196543365,57
1974,2383,2016, Q2,13254401834,204580684,64
1975,2383,2016, Q3,19054909098,234127033,81
1976,2383,2016, Q4,13258803877,156533469,84
1977,2383,2017, Q1,28245494208,250131519,112
1978,2383,2017, Q2,23216714797,184942244,125
