上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:112/03/03
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"1240","茂生農經","49.74","2.50000000","110","5.29","1.53"
"1258","其祥-KY","16.18","0.00000000","110","0.00","1.60"
"1259","安心","19.38","2.60000000","111","3.34","1.27"
"1264","德麥","15.45","12.00000000","110","4.40","3.63"
"1268","漢來美食","49.84","3.00000000","110","1.95","3.50"
"1336","台翰","12.74","0.40000000","110","1.34","1.35"
"1565","精華","12.48","15.00000000","110","5.68","2.19"
"1569","濱川","5.61","1.60000000","110","6.43","0.84"
"1570","力肯","8.19","1.00000000","110","5.45","1.07"
"1580","新麥","10.63","7.00000000","110","7.14","1.94"
"1584","精剛","25.63","0.70000000","111","2.44","2.11"
"1586","和勤","41.22","0.65877051","110","1.95","1.73"
"1591","駿吉-KY","10.95","0.99999989","110","3.76","1.80"
"1593","祺驊","16.47","3.59585002","110","4.12","2.48"
"1595","川寶","6.72","2.00000000","110","4.80","0.73"
"1599","宏佳騰","9.72","3.00000000","110","7.60","1.47"
"1742","台蠟","3.41","1.68730000","110","10.75","0.89"
"1777","生泰","16.39","1.93148000","110","2.15","1.85"
"1781","合世","N/A","0.00000000","110","0.00","1.91"
"1784","訊聯","86.86","0.48579786","110","1.10","1.94"
"1785","光洋科","13.83","1.49056390","110","4.07","1.73"
"1788","杏昌","15.76","7.00000000","110","4.84","2.49"
"1796","金穎生技","40.27","1.00000000","110","1.10","4.62"
"1799","易威","N/A","0.00000000","110","0.00","2.35"
"1813","寶利徠","36.29","0.50000000","111","2.22","1.24"
"1815","富喬","19.53","0.89990560","110","7.20","0.73"
"2035","唐榮","N/A","0.00000000","111","0.00","1.97"
"2061","風青","N/A","1.00000000","110","3.85","2.23"
"2063","世鎧","11.11","3.00000000","111","6.32","2.33"
"2064","晉椿","10.15","1.00000000","110","5.05","1.12"
"2065","世豐","8.69","5.50000000","111","9.11","1.97"
"2066","世德","13.88","2.00000000","110","2.28","2.15"
"2067","嘉鋼","N/A","0.00000000","110","0.00","1.35"
"2070","精湛","13.32","1.50000000","110","4.04","1.55"
"2221","大甲","6.11","3.00000000","110","7.33","1.70"
"2230","泰茂","21.55","0.00000000","110","0.00","5.06"
"2235","謚源","8.73","1.50000000","110","3.07","1.27"
"2596","綠意","12.35","1.50000000","110","7.06","1.03"
"2640","大車隊","17.12","3.50000000","110","3.27","3.73"
"2641","正德","5.21","0.80000000","110","3.80","1.00"
"2643","捷迅","4.14","5.00000000","110","6.93","1.46"
"2718","晶悅","N/A","0.00000000","110","0.00","1.96"
"2719","燦星旅","N/A","0.00000000","110","0.00","7.03"
"2724","富驛-KY","N/A","0.00000000","110","0.00","3.18"
"2726","雅茗-KY","N/A","0.00000000","110","0.00","2.73"
"2729","瓦城","48.29","7.15000000","110","2.66","4.04"
"2732","六角","29.06","2.34154614","110","1.35","4.51"
"2734","易飛網","N/A","0.00000000","110","0.00","5.74"
"2736","富野","36.20","0.00000000","110","0.00","1.14"
"2740","天蔥","N/A","0.00000000","110","0.00","5.24"
"2743","山富","N/A","0.00000000","110","0.00","4.99"
"2745","五福","N/A","0.00000000","110","0.00","5.01"
"2752","豆府","28.57","5.70000000","110","2.08","7.53"
"2754","亞洲藏壽司","37.61","0.44974719","110","0.21","6.72"
"2755","揚秦","21.33","5.30000000","111","4.73","3.76"
"2756","聯發國際","13.33","6.00000000","110","4.98","4.01"
"2916","滿心","9.72","2.20000000","110","6.60","1.90"
"2924","宏太-KY","N/A","0.00000000","110","0.00","6.22"
"2926","誠品生活","N/A","0.00000000","111","0.00","4.60"
"2937","集雅社","9.76","2.24602266","110","6.04","1.83"
"2947","振宇五金","22.43","1.00000000","111","1.08","2.50"
"3064","泰偉","N/A","0.00000000","110","0.00","4.41"
"3066","李洲","12.34","0.00000000","110","0.00","2.12"
"3067","全域","6.77","0.00000000","110","0.00","2.69"
"3071","協禧","12.04","1.60000000","110","6.10","1.86"
"3078","僑威","9.85","3.25000000","110","9.82","1.36"
"3081","聯亞","36.15","3.50000000","111","2.68","2.75"
"3083","網龍","N/A","0.00000000","110","0.00","3.73"
"3085","新零售","N/A","0.00000000","110","0.00","3.26"
"3086","華義","48.06","3.50000000","110","4.41","5.61"
"3088","艾訊","10.74","3.50000000","111","4.90","1.84"
"3089","億杰","N/A","0.00000000","110","0.00","5.93"
"3093","港建*","10.06","6.30000000","110","4.98","3.86"
"3095","及成","N/A","0.00000000","110","0.00","6.36"
"3105","穩懋","19.40","8.00067934","110","4.79","2.12"
"3114","好德","6.76","1.50000000","110","5.38","1.09"
"3115","富榮綱","N/A","0.00000000","110","0.00","2.09"
"3118","進階","16.69","1.90000000","110","6.51","1.81"
"3122","笙泉","61.78","0.24000000","111","0.86","2.17"
"3128","昇銳","28.21","0.70000000","110","1.43","3.37"
"3131","弘塑","9.49","17.00000000","110","6.43","2.38"
"3141","晶宏","11.19","4.00146342","110","3.35","3.56"
"3147","大綜","9.96","4.00000000","110","5.99","2.31"
"3152","璟德","54.64","3.59000000","111","1.65","4.23"
"3162","精確","N/A","0.00000000","110","0.00","3.78"
"3163","波若威","9.55","4.20000000","111","7.33","1.95"
"3169","亞信","19.14","5.50000000","111","4.31","4.38"
"3171","新洲","13.54","1.57000000","110","8.92","1.24"
