上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:112/02/06
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"1240","茂生農經","47.32","2.50000000","110","5.56","1.45"
"1258","其祥-KY","13.48","0.00000000","110","0.00","1.33"
"1259","安心","14.55","2.30000000","110","3.10","1.24"
"1264","德麥","15.39","12.00000000","110","4.41","3.61"
"1268","漢來美食","30.69","3.00000000","110","2.25","3.26"
"1336","台翰","12.34","0.40000000","110","1.38","1.30"
"1565","精華","12.38","15.00000000","110","5.73","2.18"
"1569","濱川","5.32","1.60000000","110","6.78","0.79"
"1570","力肯","7.97","1.00000000","110","5.60","1.04"
"1580","新麥","10.23","7.00000000","110","7.42","1.87"
"1584","精剛","27.45","0.20000000","110","0.79","1.91"
"1586","和勤","41.59","0.65877051","110","1.93","1.75"
"1591","駿吉-KY","9.28","0.99999989","110","4.43","1.52"
"1593","祺驊","13.53","3.59585002","110","5.02","2.04"
"1595","川寶","6.22","2.00000000","110","5.19","0.68"
"1599","宏佳騰","9.85","3.00000000","110","7.50","1.49"
"1742","台蠟","3.17","1.68730000","110","11.56","0.83"
"1777","生泰","15.54","1.93148000","110","2.26","1.75"
"1781","合世","N/A","0.00000000","110","0.00","1.90"
"1784","訊聯","92.84","0.48579786","110","1.03","2.07"
"1785","光洋科","14.47","1.49056390","110","3.89","1.81"
"1788","杏昌","15.81","7.00000000","110","4.83","2.50"
"1796","金穎生技","33.02","1.00000000","110","1.35","3.79"
"1799","易威","N/A","0.00000000","110","0.00","2.17"
"1813","寶利徠","34.76","0.50000000","110","2.32","1.19"
"1815","富喬","19.53","0.89990560","110","7.20","0.73"
"2035","唐榮","30.62","0.00000000","110","0.00","1.97"
"2061","風青","N/A","1.00000000","110","3.68","2.33"
"2063","世鎧","10.46","3.00000000","110","6.72","2.19"
"2064","晉椿","9.41","1.00000000","110","5.45","1.04"
"2065","世豐","8.06","5.13677507","110","9.37","1.80"
"2066","世德","12.91","2.00000000","110","2.45","2.00"
"2067","嘉鋼","N/A","0.00000000","110","0.00","1.16"
"2070","精湛","13.55","1.50000000","110","3.97","1.58"
"2221","大甲","5.73","3.00000000","110","7.82","1.59"
"2230","泰茂","15.40","0.00000000","110","0.00","3.61"
"2235","謚源","8.36","1.50000000","110","3.21","1.22"
"2596","綠意","10.73","1.50000000","110","8.13","0.89"
"2640","大車隊","14.58","3.50000000","110","3.84","3.18"
"2641","正德","4.48","0.80000000","110","4.42","0.86"
"2643","捷迅","3.96","5.00000000","110","7.26","1.39"
"2718","晶悅","N/A","0.00000000","110","0.00","1.88"
"2719","燦星旅","N/A","0.00000000","110","0.00","4.89"
"2724","富驛-KY","N/A","0.00000000","110","0.00","3.16"
"2726","雅茗-KY","N/A","0.00000000","110","0.00","2.35"
"2729","瓦城","40.22","7.15000000","110","3.19","3.37"
"2732","六角","23.53","2.34154614","110","1.67","3.65"
"2734","易飛網","N/A","0.00000000","110","0.00","4.79"
"2736","富野","31.07","0.00000000","110","0.00","0.98"
"2740","天蔥","N/A","0.00000000","110","0.00","5.30"
"2743","山富","N/A","0.00000000","110","0.00","4.82"
"2745","五福","N/A","0.00000000","110","0.00","4.62"
"2752","豆府","23.88","5.70000000","110","2.49","6.29"
"2754","亞洲藏壽司","25.40","0.44974719","110","0.32","4.54"
"2755","揚秦","14.97","3.00000000","110","3.48","2.98"
"2756","聯發國際","12.11","6.00000000","110","5.48","3.65"
"2916","滿心","8.75","2.20000000","110","7.33","1.71"
"2924","宏太-KY","N/A","0.00000000","110","0.00","6.66"
"2926","誠品生活","N/A","0.00000000","110","0.00","4.16"
"2937","集雅社","9.45","2.24602266","110","6.24","1.77"
"2947","振宇五金","22.94","3.80000000","110","4.02","2.55"
"3064","泰偉","N/A","0.00000000","110","0.00","4.18"
"3066","李洲","11.74","0.00000000","110","0.00","2.01"
"3067","全域","7.15","0.00000000","110","0.00","2.84"
"3071","協禧","11.61","1.60000000","110","6.32","1.80"
"3073","天方能源","N/A","0.00000000","110","0.00","2.23"
"3078","僑威","8.74","3.25000000","110","11.07","1.21"
"3081","聯亞","35.18","3.50000000","111","2.76","2.68"
"3083","網龍","N/A","0.00000000","110","0.00","3.69"
"3086","華義","48.73","3.50000000","110","4.35","5.69"
"3088","艾訊","11.20","3.04328605","110","4.95","1.68"
"3089","億杰","N/A","0.00000000","110","0.00","7.33"
"3093","港建*","9.33","6.30000000","110","5.37","3.58"
"3095","及成","N/A","0.00000000","110","0.00","6.67"
"3105","穩懋","20.44","8.00067934","110","4.55","2.23"
"3114","好德","6.36","1.50000000","110","5.71","1.03"
"3115","富榮綱","N/A","0.00000000","110","0.00","2.07"
"3118","進階","16.14","1.90000000","110","6.73","1.75"
"3122","笙泉","13.95","2.15250982","110","7.87","2.08"
"3128","昇銳","25.17","0.70000000","110","1.61","3.01"
"3131","弘塑","8.75","17.00000000","110","6.97","2.20"
"3141","晶宏","9.60","4.00146342","110","3.90","3.05"
"3147","大綜","7.96","4.00000000","110","7.49","1.85"
"3152","璟德","44.98","8.00000000","110","3.57","4.41"
"3162","精確","N/A","0.00000000","110","0.00","3.47"
"3163","波若威","9.91","1.00000000","110","1.75","2.01"
"3169","亞信","15.72","5.00000000","110","4.42","4.07"
"3171","新洲","12.96","1.57000000","110","9.32","1.19"
"3176","基亞","N/A","0.00000000","110","0.00","1.79"
"3178","公準","15.65","1.00000000","110","1.40","2.85"
"3188","鑫龍騰","N/A","1.00000000","110","7.63","1.09"
"3191","和進","N/A","0.00000000","110","0.00","2.42"
"3202","樺晟","N/A","0.00000000","110","0.00","1.50"
"3205","佰研","N/A","0.00000000","110","0.00","3.30"
"3206","志豐","8.42","1.80000000","110","6.09","1.35"
"3207","耀勝","19.87","0.00000000","110","0.00","3.52"
"3211","順達","3.62","15.02545000","110","19.31","1.37"
"3213","茂訊","17.11","3.70000000","110","8.22","1.26"
"3217","優群","11.63","5.60000000","110","6.44","2.07"
"3218","大學光","33.42","5.50000000","110","1.66","10.89"
"3219","倚強科","26.32","2.50000000","110","4.06","3.30"
"3221","台嘉碩","3.65","2.09582282","110","7.71","1.16"
"3224","三顧","248.68","0.00000000","110","0.00","2.39"
"3226","至寶電","9.11","2.50000000","110","4.63","2.39"
"3227","原相","12.66","8.99756501","110","8.14","1.79"
"3228","金麗科","158.20","0.00000000","110","0.00","17.50"
"3230","錦明","N/A","0.00000000","110","0.00","1.06"
"3232","昱捷","69.55","0.50000000","110","1.63","2.26"
"3234","光環","N/A","0.00000000","110","0.00","2.17"
"3236","千如","12.90","0.60000000","110","2.39","1.63"
"3252","海灣","20.43","0.50000000","110","2.60","0.48"
"3259","鑫創","N/A","0.00000000","110","0.00","2.51"
"3260","威剛","24.75","5.43393218","110","8.35","1.46"
"3264","欣銓","8.11","2.80000000","110","5.05","1.69"
"3265","台星科","7.32","2.30000000","110","4.70","1.15"
"3268","海德威","10.17","0.60000000","110","2.56","1.45"
"3272","東碩","55.86","1.01874825","110","2.40","1.22"
"3276","宇環","10.86","0.40000000","110","3.32","1.07"
"3284","太普高","N/A","0.00000000","110","0.00","1.28"
"3285","微端","N/A","0.00000000","110","0.00","1.47"
"3287","廣寰科","26.86","0.00000000","110","0.00","1.18"
"3288","點晶","N/A","0.00000000","110","0.00","3.35"
"3289","宜特","19.00","1.57051566","110","1.80","1.99"
"3290","東浦","23.25","0.50000000","110","2.03","1.62"
"3293","鈊象","13.23","60.00000000","110","12.00","7.67"
"3294","英濟","N/A","0.25384568","110","1.43","1.01"
"3297","杭特","112.06","0.00000000","110","0.00","1.16"
"3303","岱稜","7.36","1.44999999","110","5.61","1.26"
"3306","鼎天","34.47","0.80000000","110","3.52","0.75"
"3310","佳穎","22.75","2.16591944","110","4.41","1.97"
"3313","斐成","N/A","0.00000000","110","0.00","1.17"
"3317","尼克森","6.99","1.20000000","110","2.11","1.32"
"3322","建舜電","8.55","0.59790454","110","2.79","1.68"
"3323","加百裕","9.18","2.00000000","110","5.76","1.06"
"3324","雙鴻","10.05","6.00000000","110","3.68","2.61"
"3325","旭品","N/A","0.00000000","110","0.00","1.27"
"3332","幸康","9.39","1.00000000","110","2.51","1.18"
"3339","泰谷","46.85","0.00000000","110","0.00","1.07"
"3349","寶德","N/A","1.20000000","110","9.16","1.12"
"3354","律勝","N/A","0.30000000","110","2.17","0.94"
"3357","臺慶科","8.25","7.00000000","110","7.44","1.49"
"3360","尚立","9.30","1.24610871","110","9.00","0.95"
"3362","先進光","27.44","0.00000000","110","0.00","3.58"
"3363","上詮","31.17","1.60000000","110","6.67","1.30"
"3372","典範","9.80","0.99800000","110","8.28","0.99"
"3373","熱映","26.45","1.50000000","110","5.67","1.11"
"3374","精材","14.64","3.00000000","110","2.80","4.19"
"3379","彬台","54.09","0.25000000","110","2.10","0.98"
"3388","崇越電","9.56","6.00000000","110","7.96","1.26"
"3390","旭軟","10.50","0.38000000","110","2.12","1.06"
"3402","漢科","9.32","3.00000000","110","6.57","1.96"
"3426","台興","12.61","2.00000000","110","5.24","1.46"
"3430","奇鈦科","8.05","2.00000000","110","4.34","1.61"
"3434","哲固","12.44","0.80000000","110","3.17","2.05"
"3438","類比科","14.53","3.60000000","110","6.34","1.84"
"3441","聯一光","15.14","0.50000000","110","1.19","2.13"
"3444","利機","12.29","2.30000000","110","3.52","2.84"
"3455","由田","7.64","5.50000000","110","6.24","2.02"
"3465","進泰電子","12.86","8.50000000","110","8.54","4.08"
"3466","致振","N/A","0.00000000","110","0.00","1.94"
"3479","安勤","11.83","2.58057140","110","3.21","2.13"
"3483","力致","7.63","2.99836458","110","5.06","1.32"
"3484","崧騰","7.83","4.10000000","110","8.77","1.28"
"3489","森寶","N/A","0.50000000","110","4.90","0.67"
"3490","單井","11.75","1.20000000","110","4.77","1.10"
"3491","昇達科","31.32","4.00000000","110","2.86","4.50"
"3492","長盛","14.92","0.30000000","110","1.57","1.15"
"3498","陽程","N/A","0.00000000","110","0.00","1.01"
"3499","環天科","75.20","0.00000000","110","0.00","1.75"
"3508","位速","N/A","0.00000000","110","0.00","4.26"
"3511","矽瑪","10.73","1.00000000","110","2.97","1.57"
"3512","皇龍","5.74","3.00000000","110","10.51","1.31"
"3516","亞帝歐","19.35","0.20000000","110","1.22","0.62"
"3520","華盈","12.26","0.00000000","110","0.00","1.70"
"3521","鴻翊","N/A","0.00000000","110","0.00","2.60"
"3522","御頂","N/A","0.00000000","110","0.00","1.76"
"3523","迎輝","N/A","0.00000000","110","0.00","3.50"
"3526","凡甲","12.35","11.07603885","110","8.49","3.14"
"3527","聚積","11.61","8.00000000","110","7.08","1.86"
"3529","力旺","90.25","13.99980000","110","0.80","49.36"
"3531","先益","7.10","1.20000000","110","4.49","0.87"
"3537","堡達","7.40","3.50000000","110","9.15","1.84"
"3540","曜越","164.12","1.60000000","110","5.73","1.13"
"3541","西柏","9.52","3.03326685","110","5.49","2.36"
"3546","宇峻","12.37","5.00000000","110","6.69","2.52"
"3548","兆利","7.04","2.00000000","110","2.99","0.89"
"3551","世禾","9.38","3.50000000","110","5.94","1.00"
"3552","同致","19.82","2.50000000","110","1.67","3.05"
"3555","重鵬","N/A","0.20000000","110","0.72","3.52"
"3556","禾瑞亞","10.66","5.40000000","110","9.29","2.90"
"3558","神準","13.25","3.00000000","110","1.24","3.12"
"3564","其陽","15.26","0.60000000","110","1.72","1.65"
"3567","逸昌","9.85","2.60000000","110","9.01","1.67"
"3570","大塚","9.26","6.00000000","110","6.35","2.05"
"3577","泓格","18.27","2.50000000","110","3.23","3.66"
"3580","友威科","10.32","2.10000000","110","3.47","2.57"
