上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:112/02/03
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"1240","茂生農經","46.74","2.50000000","110","5.63","1.43"
"1258","其祥-KY","13.48","0.00000000","110","0.00","1.33"
"1259","安心","14.45","2.30000000","110","3.12","1.23"
"1264","德麥","15.39","12.00000000","110","4.41","3.61"
"1268","漢來美食","29.89","3.00000000","110","2.31","3.17"
"1336","台翰","13.28","0.40000000","110","1.28","1.40"
"1565","精華","12.31","15.00000000","110","5.76","2.16"
"1569","濱川","5.34","1.60000000","110","6.75","0.80"
"1570","力肯","8.04","1.00000000","110","5.56","1.05"
"1580","新麥","10.22","7.00000000","110","7.43","1.86"
"1584","精剛","27.72","0.20000000","110","0.78","1.93"
"1586","和勤","41.59","0.65877051","110","1.93","1.75"
"1591","駿吉-KY","8.56","0.99999989","110","4.81","1.40"
"1593","祺驊","13.53","3.59585002","110","5.02","2.04"
"1595","川寶","6.19","2.00000000","110","5.21","0.68"
"1599","宏佳騰","9.88","3.00000000","110","7.48","1.49"
"1742","台蠟","3.19","1.68730000","110","11.48","0.83"
"1777","生泰","15.23","1.93148000","110","2.31","1.72"
"1781","合世","N/A","0.00000000","110","0.00","1.93"
"1784","訊聯","88.43","0.48579786","110","1.08","1.98"
"1785","光洋科","14.70","1.49056390","110","3.83","1.84"
"1788","杏昌","15.76","7.00000000","110","4.84","2.49"
"1796","金穎生技","32.89","1.00000000","110","1.35","3.77"
"1799","易威","N/A","0.00000000","110","0.00","2.14"
"1813","寶利徠","34.44","0.50000000","110","2.34","1.18"
"1815","富喬","19.77","0.89990560","110","7.11","0.74"
"2035","唐榮","30.43","0.00000000","110","0.00","1.96"
"2061","風青","N/A","1.00000000","110","4.00","2.14"
"2063","世鎧","10.54","3.00000000","110","6.67","2.21"
"2064","晉椿","9.44","1.00000000","110","5.43","1.04"
"2065","世豐","8.09","5.13677507","110","9.34","1.80"
"2066","世德","12.80","2.00000000","110","2.47","1.98"
"2067","嘉鋼","N/A","0.00000000","110","0.00","1.16"
"2070","精湛","13.44","1.50000000","110","4.00","1.57"
"2221","大甲","5.72","3.00000000","110","7.83","1.59"
"2230","泰茂","14.83","0.00000000","110","0.00","3.48"
"2235","謚源","8.37","1.50000000","110","3.20","1.22"
"2596","綠意","10.70","1.50000000","110","8.15","0.89"
"2640","大車隊","14.54","3.50000000","110","3.85","3.17"
"2641","正德","4.53","0.80000000","110","4.37","0.87"
"2643","捷迅","3.98","5.00000000","110","7.20","1.40"
"2718","晶悅","N/A","0.00000000","110","0.00","1.91"
"2719","燦星旅","N/A","0.00000000","110","0.00","4.44"
"2724","富驛-KY","N/A","0.00000000","110","0.00","3.16"
"2726","雅茗-KY","N/A","0.00000000","110","0.00","2.31"
"2729","瓦城","39.14","7.15000000","110","3.28","3.28"
"2732","六角","23.03","2.34154614","110","1.70","3.57"
"2734","易飛網","N/A","0.00000000","110","0.00","4.70"
"2736","富野","29.87","0.00000000","110","0.00","0.94"
"2740","天蔥","N/A","0.00000000","110","0.00","5.30"
"2743","山富","N/A","0.00000000","110","0.00","4.64"
"2745","五福","N/A","0.00000000","110","0.00","4.57"
"2752","豆府","23.98","5.70000000","110","2.48","6.32"
"2754","亞洲藏壽司","25.31","0.44974719","110","0.32","4.52"
"2755","揚秦","14.91","3.00000000","110","3.49","2.97"
"2756","聯發國際","11.84","6.00000000","110","5.61","3.56"
"2916","滿心","8.60","2.20000000","110","7.46","1.68"
"2924","宏太-KY","N/A","0.00000000","110","0.00","6.07"
"2926","誠品生活","N/A","0.00000000","110","0.00","4.15"
"2937","集雅社","9.45","2.24602266","110","6.24","1.77"
"2947","振宇五金","22.94","3.80000000","110","4.02","2.55"
"3064","泰偉","N/A","0.00000000","110","0.00","4.12"
"3066","李洲","11.84","0.00000000","110","0.00","2.03"
"3067","全域","7.11","0.00000000","110","0.00","2.83"
"3071","協禧","11.61","1.60000000","110","6.32","1.80"
"3073","天方能源","N/A","0.00000000","110","0.00","2.26"
"3078","僑威","8.75","3.25000000","110","11.05","1.21"
"3081","聯亞","53.78","3.50000000","111","2.73","2.78"
"3083","網龍","N/A","0.00000000","110","0.00","3.76"
"3086","華義","48.97","3.50000000","110","4.33","5.71"
"3088","艾訊","11.13","3.04328605","110","4.98","1.66"
"3089","億杰","N/A","0.00000000","110","0.00","7.33"
"3093","港建*","9.14","6.30000000","110","5.48","3.51"
"3095","及成","N/A","0.00000000","110","0.00","6.68"
"3105","穩懋","21.25","8.00067934","110","4.37","2.32"
"3114","好德","6.36","1.50000000","110","5.71","1.03"
"3115","富榮綱","N/A","0.00000000","110","0.00","2.07"
"3118","進階","16.11","1.90000000","110","6.74","1.75"
"3122","笙泉","14.06","2.15250982","110","7.81","2.10"
"3128","昇銳","24.57","0.70000000","110","1.65","2.94"
"3131","弘塑","8.83","17.00000000","110","6.91","2.22"
"3141","晶宏","9.78","4.00146342","110","3.83","3.11"
"3147","大綜","7.90","4.00000000","110","7.55","1.83"
"3152","璟德","44.88","8.00000000","110","3.58","4.40"
"3162","精確","N/A","0.00000000","110","0.00","3.40"
"3163","波若威","9.41","1.00000000","110","1.84","1.91"
"3169","亞信","15.99","5.00000000","110","4.35","4.14"
"3171","新洲","12.96","1.57000000","110","9.32","1.19"
"3176","基亞","N/A","0.00000000","110","0.00","1.78"
"3178","公準","15.54","1.00000000","110","1.41","2.83"
"3188","鑫龍騰","N/A","1.00000000","110","7.94","1.05"
"3191","和進","N/A","0.00000000","110","0.00","2.45"
"3202","樺晟","N/A","0.00000000","110","0.00","1.49"
"3205","佰研","N/A","0.00000000","110","0.00","3.22"
"3206","志豐","8.39","1.80000000","110","6.11","1.34"
"3207","耀勝","19.73","0.00000000","110","0.00","3.49"
"3211","順達","3.61","15.02545000","110","19.34","1.37"
"3213","茂訊","17.05","3.70000000","110","8.25","1.25"
"3217","優群","11.63","5.60000000","110","6.44","2.07"
"3218","大學光","32.96","5.50000000","110","1.69","10.74"
"3219","倚強科","26.15","2.50000000","110","4.08","3.27"
"3221","台嘉碩","3.70","2.09582282","110","7.59","1.18"
"3224","三顧","242.11","0.00000000","110","0.00","2.33"
"3226","至寶電","9.29","2.50000000","110","4.54","2.44"
"3227","原相","13.00","8.99756501","110","7.93","1.84"
"3228","金麗科","159.84","0.00000000","110","0.00","17.68"
"3230","錦明","N/A","0.00000000","110","0.00","1.05"
"3232","昱捷","69.89","0.50000000","110","1.63","2.27"
"3234","光環","N/A","0.00000000","110","0.00","2.14"
"3236","千如","12.67","0.60000000","110","2.43","1.60"
"3252","海灣","19.89","0.50000000","110","2.67","0.47"
"3259","鑫創","N/A","0.00000000","110","0.00","2.43"
"3260","威剛","25.06","5.43393218","110","8.25","1.48"
"3264","欣銓","8.06","2.80000000","110","5.08","1.68"
"3265","台星科","7.41","2.30000000","110","4.65","1.16"
"3268","海德威","10.20","0.60000000","110","2.56","1.45"
"3272","東碩","56.78","1.01874825","110","2.36","1.24"
"3276","宇環","10.99","0.40000000","110","3.28","1.08"
"3284","太普高","N/A","0.00000000","110","0.00","1.28"
"3285","微端","N/A","0.00000000","110","0.00","1.46"
"3287","廣寰科","26.86","0.00000000","110","0.00","1.18"
"3288","點晶","N/A","0.00000000","110","0.00","3.35"
"3289","宜特","19.39","1.57051566","110","1.76","2.03"
"3290","東浦","23.21","0.50000000","110","2.03","1.62"
"3293","鈊象","13.86","60.00000000","110","11.45","8.04"
"3294","英濟","N/A","0.25384568","110","1.42","1.01"
"3297","杭特","107.06","0.00000000","110","0.00","1.11"
