上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:112/01/31
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"1240","茂生農經","46.47","2.50000000","110","5.66","1.43"
"1258","其祥-KY","13.48","0.00000000","110","0.00","1.33"
"1259","安心","14.47","2.30000000","110","3.12","1.23"
"1264","德麥","15.05","12.00000000","110","4.51","3.53"
"1268","漢來美食","29.31","3.00000000","110","2.35","3.11"
"1336","台翰","12.70","0.40000000","110","1.34","1.34"
"1565","精華","11.96","15.00000000","110","5.93","2.10"
"1569","濱川","5.15","1.60000000","110","7.00","0.77"
"1570","力肯","7.77","1.00000000","110","5.75","1.01"
"1580","新麥","10.09","7.00000000","110","7.53","1.84"
"1584","精剛","26.74","0.20000000","110","0.81","1.86"
"1586","和勤","42.07","0.65877051","110","1.91","1.77"
"1591","駿吉-KY","7.59","0.99999989","110","5.42","1.25"
"1593","祺驊","13.49","3.59585002","110","5.03","2.03"
"1595","川寶","6.17","2.00000000","110","5.23","0.67"
"1599","宏佳騰","9.79","3.00000000","110","7.55","1.48"
"1742","台蠟","3.12","1.68730000","110","11.72","0.82"
"1777","生泰","15.03","1.93148000","110","2.34","1.70"
"1781","合世","N/A","0.00000000","110","0.00","1.86"
"1784","訊聯","85.98","0.48579786","110","1.11","1.92"
"1785","光洋科","13.08","1.49056390","110","4.30","1.63"
"1788","杏昌","15.65","7.00000000","110","4.88","2.48"
"1796","金穎生技","30.98","1.00000000","110","1.43","3.55"
"1799","易威","N/A","0.00000000","110","0.00","2.28"
"1813","寶利徠","34.35","0.50000000","110","2.35","1.18"
"1815","富喬","19.45","0.89990560","110","7.23","0.73"
"2035","唐榮","30.33","0.00000000","110","0.00","1.96"
"2061","風青","N/A","1.00000000","110","3.92","2.19"
"2063","世鎧","10.61","3.00000000","110","6.62","2.22"
"2064","晉椿","9.18","1.00000000","110","5.59","1.02"
"2065","世豐","7.99","5.13677507","110","9.46","1.78"
"2066","世德","12.47","2.00000000","110","2.54","1.93"
"2067","嘉鋼","N/A","0.00000000","110","0.00","1.20"
"2070","精湛","13.75","1.50000000","110","3.91","1.60"
"2221","大甲","5.75","3.00000000","110","7.79","1.60"
"2230","泰茂","14.08","0.00000000","110","0.00","3.30"
"2235","謚源","8.35","1.50000000","110","3.21","1.21"
"2596","綠意","10.55","1.50000000","110","8.26","0.88"
"2640","大車隊","14.48","3.50000000","110","3.87","3.16"
"2641","正德","4.50","0.80000000","110","4.40","0.86"
"2643","捷迅","3.93","5.00000000","110","7.31","1.38"
"2718","晶悅","N/A","0.00000000","110","0.00","1.88"
"2719","燦星旅","N/A","0.00000000","110","0.00","3.91"
"2724","富驛-KY","N/A","0.00000000","110","0.00","3.16"
"2726","雅茗-KY","N/A","0.00000000","110","0.00","2.32"
"2729","瓦城","39.32","7.15000000","110","3.26","3.29"
"2732","六角","23.12","2.34154614","110","1.70","3.58"
"2734","易飛網","N/A","0.00000000","110","0.00","4.53"
"2736","富野","29.60","0.00000000","110","0.00","0.93"
"2740","天蔥","N/A","0.00000000","110","0.00","5.30"
"2743","山富","N/A","0.00000000","110","0.00","4.46"
"2745","五福","N/A","0.00000000","110","0.00","4.47"
"2752","豆府","23.88","5.70000000","110","2.49","6.29"
"2754","亞洲藏壽司","25.67","0.44974719","110","0.31","4.58"
"2755","揚秦","14.84","3.00000000","110","3.51","2.96"
"2756","聯發國際","11.95","6.00000000","110","5.56","3.60"
"2916","滿心","8.16","2.20000000","110","7.86","1.59"
"2924","宏太-KY","N/A","0.00000000","110","0.00","6.12"
"2926","誠品生活","N/A","0.00000000","110","0.00","4.19"
"2937","集雅社","9.41","2.24602266","110","6.27","1.76"
"2947","振宇五金","22.40","3.80000000","110","4.12","2.49"
"3064","泰偉","N/A","0.00000000","110","0.00","4.12"
"3066","李洲","11.67","0.00000000","110","0.00","2.00"
"3067","全域","7.44","0.00000000","110","0.00","2.96"
"3071","協禧","11.51","1.60000000","110","6.37","1.78"
"3073","天方能源","N/A","0.00000000","110","0.00","2.26"
"3078","僑威","8.78","3.25000000","110","11.02","1.21"
"3081","聯亞","53.57","3.50001914","110","2.75","2.77"
"3083","網龍","N/A","0.00000000","110","0.00","3.79"
"3085","新零售","N/A","0.00000000","110","0.00","3.60"
"3086","華義","48.85","3.50000000","110","4.34","5.70"
"3088","艾訊","10.98","3.04328605","110","5.05","1.64"
"3089","億杰","N/A","0.00000000","110","0.00","7.16"
"3093","港建*","8.92","6.30000000","110","5.62","3.42"
"3095","及成","N/A","0.00000000","110","0.00","6.89"
"3105","穩懋","22.30","8.00067934","110","4.17","2.44"
"3114","好德","6.27","1.50000000","110","5.79","1.02"
"3115","富榮綱","N/A","0.00000000","110","0.00","2.02"
"3118","進階","16.03","1.90000000","110","6.77","1.74"
"3122","笙泉","13.24","2.15250982","110","8.29","1.98"
"3128","昇銳","24.02","0.70000000","110","1.68","2.87"
"3131","弘塑","8.49","17.00000000","110","7.19","2.13"
"3141","晶宏","9.02","4.00146342","110","4.16","2.87"
"3147","大綜","7.85","4.00000000","110","7.59","1.82"
"3152","璟德","40.56","8.00000000","110","3.96","3.97"
"3162","精確","N/A","0.00000000","110","0.00","3.31"
"3163","波若威","9.39","1.00000000","110","1.85","1.91"
"3169","亞信","15.51","5.00000000","110","4.48","4.01"
"3171","新洲","12.81","1.57000000","110","9.43","1.17"
"3176","基亞","N/A","0.00000000","110","0.00","1.78"
"3178","公準","15.91","1.00000000","110","1.38","2.89"
"3188","鑫龍騰","N/A","1.00000000","110","7.94","1.05"
"3191","和進","N/A","0.00000000","110","0.00","2.15"
"3202","樺晟","N/A","0.00000000","110","0.00","1.46"
"3205","佰研","N/A","0.00000000","110","0.00","2.93"
"3206","志豐","8.19","1.80000000","110","6.26","1.31"
"3207","耀勝","18.05","0.00000000","110","0.00","3.19"
"3211","順達","3.56","15.02545000","110","19.62","1.35"
"3213","茂訊","16.98","3.70000000","110","8.29","1.25"
"3217","優群","12.09","5.60000000","110","6.19","2.15"
"3218","大學光","32.91","5.50000000","110","1.69","10.73"
"3219","倚強科","26.11","2.50000000","110","4.09","3.27"
"3221","台嘉碩","3.61","2.09582282","110","7.79","1.15"
"3224","三顧","227.37","0.00000000","110","0.00","2.19"
"3226","至寶電","9.27","2.50000000","110","4.55","2.44"
"3227","原相","11.41","8.99756501","110","9.03","1.61"
"3228","金麗科","151.64","0.00000000","110","0.00","16.77"
"3230","錦明","N/A","0.00000000","110","0.00","1.04"
"3232","昱捷","69.89","0.50000000","110","1.63","2.27"
"3234","光環","N/A","0.00000000","110","0.00","2.10"
"3236","千如","12.49","0.60000000","110","2.46","1.57"
"3252","海灣","19.68","0.50000000","110","2.70","0.47"
"3259","鑫創","N/A","0.00000000","110","0.00","2.32"
"3260","威剛","24.90","5.43393218","110","8.30","1.47"
"3264","欣銓","7.70","2.80000000","110","5.31","1.61"
"3265","台星科","7.35","2.30000000","110","4.68","1.15"
"3268","海德威","9.83","0.60000000","110","2.65","1.40"
"3272","東碩","55.66","1.01874825","110","2.41","1.22"
"3276","宇環","10.95","0.40000000","110","3.29","1.07"
"3284","太普高","N/A","0.00000000","110","0.00","1.31"
"3285","微端","N/A","0.00000000","110","0.00","1.43"
"3287","廣寰科","25.98","0.00000000","110","0.00","1.14"
"3288","點晶","N/A","0.00000000","110","0.00","3.37"
"3289","宜特","18.65","1.57051566","110","1.83","1.95"
"3290","東浦","21.70","0.50000000","110","2.17","1.52"
"3293","鈊象","13.08","60.00000000","110","12.13","7.58"
"3294","英濟","N/A","0.25384568","110","1.48","0.97"
"3297","杭特","108.24","0.00000000","110","0.00","1.12"
"3303","岱稜","7.36","1.44999999","110","5.61","1.26"
"3306","鼎天","33.79","0.80000000","110","3.59","0.74"
"3310","佳穎","21.30","2.16591944","110","4.71","1.85"
"3313","斐成","N/A","0.00000000","110","0.00","1.13"
"3317","尼克森","6.88","1.20000000","110","2.14","1.30"
"3322","建舜電","7.63","0.59790454","110","3.12","1.50"
"3323","加百裕","8.93","2.00000000","110","5.93","1.03"
"3324","雙鴻","9.56","6.00000000","110","3.87","2.48"
"3325","旭品","N/A","0.00000000","110","0.00","1.18"
"3332","幸康","9.49","1.00000000","110","2.48","1.19"
"3339","泰谷","47.04","0.00000000","110","0.00","1.07"
"3349","寶德","N/A","1.20000000","110","9.16","1.12"
"3354","律勝","N/A","0.30000000","110","2.23","0.92"
"3357","臺慶科","7.85","7.00000000","110","7.81","1.42"
"3360","尚立","9.23","1.24610871","110","9.06","0.95"
"3362","先進光","26.03","0.00000000","110","0.00","3.39"
"3363","上詮","30.32","1.60000000","110","6.85","1.26"
"3372","典範","9.31","0.99800000","110","8.72","0.94"
"3373","熱映","25.95","1.50000000","110","5.78","1.09"
"3374","精材","14.64","3.00000000","110","2.80","4.19"
"3379","彬台","54.55","0.25000000","110","2.08","0.99"
"3388","崇越電","9.38","6.00000000","110","8.11","1.23"
"3390","旭軟","10.35","0.38000000","110","2.15","1.05"
"3402","漢科","9.31","3.00000000","110","6.58","1.96"
"3426","台興","12.54","2.00000000","110","5.26","1.45"
"3430","奇鈦科","7.98","2.00000000","110","4.38","1.60"
"3434","哲固","12.24","0.80000000","110","3.22","2.02"
"3438","類比科","14.25","3.60000000","110","6.46","1.80"
"3441","聯一光","14.08","0.50000000","110","1.28","1.98"
"3444","利機","11.58","2.30000000","110","3.73","2.67"
"3455","由田","7.62","5.50000000","110","6.26","2.01"
"3465","進泰電子","13.57","8.50000000","110","8.10","4.31"
"3466","致振","N/A","0.00000000","110","0.00","1.91"
"3479","安勤","12.02","2.58057140","110","3.16","2.16"
"3483","力致","7.23","2.99836458","110","5.34","1.25"
"3484","崧騰","7.51","4.10000000","110","9.14","1.22"
"3489","森寶","N/A","0.50000000","110","4.90","0.67"
"3490","單井","11.45","1.20000000","110","4.90","1.07"
"3491","昇達科","31.32","4.00000000","110","2.86","4.50"
"3492","長盛","14.69","0.30000000","110","1.60","1.13"
"3498","陽程","N/A","0.00000000","110","0.00","0.99"
"3499","環天科","74.20","0.00000000","110","0.00","1.72"
"3508","位速","N/A","0.00000000","110","0.00","3.97"
"3511","矽瑪","10.68","1.00000000","110","2.98","1.56"
"3512","皇龍","5.74","3.00000000","110","10.51","1.31"
"3516","亞帝歐","19.29","0.20000000","110","1.22","0.62"
"3520","華盈","12.01","0.00000000","110","0.00","1.67"
"3521","鴻翊","N/A","0.00000000","110","0.00","2.54"
"3522","御頂","N/A","0.00000000","110","0.00","1.79"
"3523","迎輝","N/A","0.00000000","110","0.00","3.49"
"3526","凡甲","11.78","11.07603885","110","8.90","3.00"
"3527","聚積","11.36","8.00000000","110","7.24","1.82"
"3529","力旺","84.02","13.99980000","110","0.86","45.96"
"3531","先益","7.19","1.20000000","110","4.44","0.88"
"3537","堡達","7.23","3.50000000","110","9.36","1.80"
"3540","曜越","159.12","1.60000000","110","5.91","1.09"
"3541","西柏","9.40","3.03326685","110","5.56","2.33"
"3546","宇峻","12.28","5.00000000","110","6.74","2.50"
"3548","兆利","6.60","2.00000000","110","3.19","0.83"
"3551","世禾","9.25","3.50000000","110","6.02","0.98"
"3552","同致","19.55","2.50000000","110","1.69","3.01"
"3555","重鵬","N/A","0.20000000","110","0.72","3.56"
"3556","禾瑞亞","10.51","5.40000000","110","9.42","2.86"
"3558","神準","12.02","3.00000000","110","1.37","2.83"
"3564","其陽","12.89","0.60000000","110","2.04","1.40"
"3567","逸昌","8.89","2.60000000","110","9.98","1.51"
"3570","大塚","9.08","6.00000000","110","6.47","2.01"
"3577","泓格","18.56","2.50000000","110","3.18","3.71"
"3580","友威科","10.55","2.10000000","110","3.40","2.63"
"3581","博磊","16.17","1.00000000","110","4.65","1.32"
"3587","閎康","18.51","5.00000000","110","2.82","3.26"
"3594","磐儀","24.07","0.09488392","110","0.32","1.36"
"3597","映興","10.26","1.70000000","110","7.20","1.50"
"3609","三一東林","N/A","0.00000000","110","0.00","2.71"
"3611","鼎翰","9.54","11.00000000","110","5.54","1.81"
"3615","安可","28.33","0.36830600","110","2.17","0.52"
"3623","富晶通","N/A","0.00000000","110","0.00","1.18"
"3624","光頡","8.94","2.20000000","110","4.40","1.81"
"3625","西勝","N/A","0.00000000","110","0.00","1.14"
"3628","盈正","21.77","1.25000000","110","3.04","1.23"
"3629","地心引力","N/A","0.00000000","110","0.00","6.03"
"3630","新鉅科","N/A","0.00000000","110","0.00","1.57"
"3631","晟楠","N/A","0.50000000","110","1.32","2.23"
"3632","研勤","6.33","0.00000000","110","0.00","3.04"
"3646","艾恩特","9.35","1.67723072","110","7.23","1.65"
"3663","鑫科","21.35","0.90000000","110","3.17","1.76"
"3664","安瑞-KY","N/A","0.00000000","110","0.00","2.00"
"3666","光耀","N/A","0.00000000","110","0.00","0.93"
"3672","康聯訊","115.00","0.10000000","110","0.36","2.13"
"3675","德微","20.15","5.00000000","110","2.42","6.63"
"3680","家登","25.65","2.80143151","110","1.01","4.69"
"3684","榮昌","9.80","3.00000000","110","5.57","2.18"
"3685","元創精密","N/A","0.00000000","110","0.00","1.70"
"3687","歐買尬","33.10","1.20000000","110","1.29","2.00"
"3689","湧德","8.28","2.29165121","110","6.87","0.82"
"3691","碩禾","N/A","0.00000000","110","0.00","1.23"
"3693","營邦","15.54","1.50000000","110","1.18","2.52"
"3707","漢磊","36.07","0.34733505","110","0.36","5.63"
"3709","鑫聯大投控","10.24","1.60000000","110","6.91","1.11"
"3710","連展投控","N/A","0.00000000","110","0.00","1.47"
"3713","新晶投控","86.29","0.00000000","110","0.00","3.66"
"4102","永日","24.46","0.10000000","110","0.34","2.23"
"4105","東洋","16.17","3.00000000","110","3.87","3.53"
"4107","邦特","15.20","4.50000000","110","4.02","2.64"
"4109","加捷生醫","179.38","0.00000000","110","0.00","1.42"
"4111","濟生","11.65","1.00000000","110","3.67","1.35"
"4113","聯上","N/A","0.40000000","110","3.29","0.78"
"4114","健喬","19.91","1.52052974","110","3.57","2.69"
"4116","明基醫","16.87","0.50000000","110","0.78","2.43"
"4120","友華","N/A","0.85000000","110","2.35","1.08"
"4121","優盛","13.31","1.09214624","110","4.61","1.32"
"4123","晟德","N/A","3.89248576","110","8.25","1.46"
"4126","太醫","19.73","4.50000000","110","6.18","2.03"
"4127","天良","9.74","0.00000000","110","0.00","1.49"
"4128","中天","32.34","0.99999999","110","1.51","2.67"
"4129","聯合","20.52","0.00000000","110","0.00","1.38"
"4130","健亞","938.33","0.35000000","110","1.24","2.20"
"4131","晶宇","N/A","0.00000000","110","0.00","4.28"
"4138","曜亞","14.06","3.70000000","110","5.65","1.48"
"4139","馬光-KY","88.11","0.00000000","110","0.00","3.66"
"4147","中裕","N/A","0.00000000","110","0.00","6.27"
"4153","鈺緯","87.89","0.37000000","110","0.94","2.33"
"4154","樂威科-KY","N/A","0.00000000","110","0.00","4.27"
"4157","太景*-KY","N/A","0.00000000","110","0.00","10.27"
"4160","創源","36.35","0.29097003","110","1.08","1.97"
"4161","聿新科","37.57","0.30000000","110","1.11","1.85"
"4162","智擎","44.40","2.70000000","110","2.35","4.33"
"4163","鐿鈦","12.57","2.50000000","110","2.18","2.52"
"4167","松瑞藥","144.67","0.00000000","110","0.00","2.03"
"4168","醣聯","N/A","0.00000000","110","0.00","2.19"
"4171","瑞基","8.42","6.00000000","110","9.71","2.54"
"4173","久裕","18.79","0.50000000","110","2.69","0.76"
"4174","浩鼎","N/A","0.00000000","110","0.00","3.22"
"4175","杏一","15.13","1.59884338","110","2.13","2.07"
"4183","福永生技","12.16","0.70000000","110","3.76","1.45"
"4188","安克","N/A","0.00000000","110","0.00","1.91"
"4192","杏國","N/A","0.00000000","110","0.00","8.55"
