上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:112/02/01
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"1240","茂生農經","46.53","2.50000000","110","5.66","1.43"
"1258","其祥-KY","13.48","0.00000000","110","0.00","1.33"
"1259","安心","14.49","2.30000000","110","3.11","1.23"
"1264","德麥","15.17","12.00000000","110","4.48","3.56"
"1268","漢來美食","30.11","3.00000000","110","2.29","3.19"
"1336","台翰","12.51","0.40000000","110","1.36","1.32"
"1565","精華","12.26","15.00000000","110","5.78","2.16"
"1569","濱川","5.25","1.60000000","110","6.87","0.78"
"1570","力肯","8.13","1.00000000","110","5.49","1.06"
"1580","新麥","10.08","7.00000000","110","7.53","1.84"
"1584","精剛","26.90","0.20000000","110","0.81","1.87"
"1586","和勤","42.13","0.65877051","110","1.91","1.77"
"1591","駿吉-KY","8.25","0.99999989","110","4.99","1.35"
"1593","祺驊","13.47","3.59585002","110","5.04","2.03"
"1595","川寶","6.16","2.00000000","110","5.24","0.67"
"1599","宏佳騰","9.84","3.00000000","110","7.51","1.49"
"1742","台蠟","3.15","1.68730000","110","11.64","0.82"
"1777","生泰","14.99","1.93148000","110","2.35","1.69"
"1781","合世","N/A","0.00000000","110","0.00","1.85"
"1784","訊聯","87.45","0.48579786","110","1.09","1.95"
"1785","光洋科","13.47","1.49056390","110","4.18","1.68"
"1788","杏昌","15.65","7.00000000","110","4.88","2.48"
"1796","金穎生技","31.87","1.00000000","110","1.39","3.65"
"1799","易威","N/A","0.00000000","110","0.00","2.24"
"1813","寶利徠","34.19","0.50000000","110","2.36","1.17"
"1815","富喬","19.45","0.89990560","110","7.23","0.73"
"2035","唐榮","30.10","0.00000000","110","0.00","1.94"
"2061","風青","N/A","1.00000000","110","3.94","2.17"
"2063","世鎧","10.56","3.00000000","110","6.65","2.22"
"2064","晉椿","9.36","1.00000000","110","5.48","1.04"
"2065","世豐","8.10","5.13677507","110","9.32","1.81"
"2066","世德","12.94","2.00000000","110","2.44","2.00"
"2067","嘉鋼","N/A","0.00000000","110","0.00","1.18"
"2070","精湛","13.80","1.50000000","110","3.90","1.61"
"2221","大甲","5.71","3.00000000","110","7.85","1.59"
"2230","泰茂","14.03","0.00000000","110","0.00","3.29"
"2235","謚源","8.38","1.50000000","110","3.20","1.22"
"2596","綠意","10.67","1.50000000","110","8.17","0.89"
"2640","大車隊","14.54","3.50000000","110","3.85","3.17"
"2641","正德","4.50","0.80000000","110","4.40","0.86"
"2643","捷迅","3.94","5.00000000","110","7.29","1.39"
"2718","晶悅","N/A","0.00000000","110","0.00","1.91"
"2719","燦星旅","N/A","0.00000000","110","0.00","3.91"
"2724","富驛-KY","N/A","0.00000000","110","0.00","3.24"
"2726","雅茗-KY","N/A","0.00000000","110","0.00","2.37"
"2729","瓦城","39.86","7.15000000","110","3.22","3.34"
"2732","六角","23.70","2.34154614","110","1.65","3.68"
"2734","易飛網","N/A","0.00000000","110","0.00","4.60"
"2736","富野","30.07","0.00000000","110","0.00","0.95"
"2740","天蔥","N/A","0.00000000","110","0.00","5.30"
"2743","山富","N/A","0.00000000","110","0.00","4.60"
"2745","五福","N/A","0.00000000","110","0.00","4.55"
"2752","豆府","23.77","5.70000000","110","2.50","6.27"
"2754","亞洲藏壽司","26.12","0.44974719","110","0.31","4.66"
"2755","揚秦","14.93","3.00000000","110","3.49","2.97"
"2756","聯發國際","12.33","6.00000000","110","5.38","3.71"
"2916","滿心","8.69","2.20000000","110","7.38","1.70"
"2924","宏太-KY","N/A","0.00000000","110","0.00","6.07"
