上櫃股票個股本益比、殖利率、股價淨值比(依日期查詢)
資料日期:112/03/16
產業類別:全部產業
股票代號,名稱,本益比,每股股利,股利年度,殖利率(%),股價淨值比
"1240","茂生農經","47.05","2.50000000","110","5.59","1.44"
"1258","其祥-KY","16.15","0.00000000","110","0.00","1.60"
"1259","安心","18.58","2.60000000","111","3.48","1.22"
"1264","德麥","15.17","12.00000000","110","4.48","3.56"
"1268","漢來美食","40.58","3.00000000","110","2.40","2.85"
"1336","台翰","12.15","0.40000000","110","1.40","1.28"
"1565","精華","12.10","15.00000000","110","5.86","2.13"
"1569","濱川","5.51","1.60000000","110","6.54","0.82"
"1570","力肯","7.92","1.00000000","110","5.63","1.03"
"1580","新麥","10.74","7.00000000","110","7.07","1.96"
"1584","精剛","25.36","0.70000000","111","2.46","2.09"
"1586","和勤","40.73","0.65877051","110","1.97","1.71"
"1591","駿吉-KY","10.99","0.99999989","110","3.75","1.80"
"1593","祺驊","14.34","3.20000000","111","4.21","2.16"
"1595","川寶","6.31","2.00000000","110","5.11","0.69"
"1599","宏佳騰","9.48","3.00000000","110","7.79","1.43"
"1742","台蠟","3.31","1.68730000","110","11.06","0.87"
"1777","生泰","12.36","3.00000000","111","3.67","1.66"
"1781","合世","N/A","0.00000000","110","0.00","1.85"
"1784","訊聯","85.78","0.48579786","110","1.11","1.92"
"1785","光洋科","13.57","1.49056390","110","4.15","1.69"
"1788","杏昌","15.54","7.00000000","110","4.91","2.46"
"1796","金穎生技","38.50","1.50000000","111","1.72","4.34"
"1799","易威","N/A","0.00000000","110","0.00","2.88"
"1813","寶利徠","35.89","0.50000000","111","2.25","1.23"
"1815","富喬","167.86","0.89990560","110","7.66","0.70"
"2035","唐榮","N/A","0.00000000","111","0.00","1.92"
"2061","風青","N/A","1.00000000","110","4.13","2.08"
"2063","世鎧","10.35","3.00000000","111","6.79","2.17"
"2064","晉椿","9.44","1.00000000","110","5.43","1.04"
"2065","世豐","8.50","5.50000000","111","9.31","1.93"
"2066","世德","13.21","2.00000000","110","2.40","2.04"
"2067","嘉鋼","N/A","0.00000000","110","0.00","1.29"
"2070","精湛","12.90","1.50000000","110","4.17","1.51"
"2221","大甲","6.22","3.00000000","110","7.21","1.73"
"2230","泰茂","21.27","0.00000000","110","0.00","4.99"
"2235","謚源","8.50","1.50000000","110","3.15","1.24"
"2596","綠意","12.09","1.50000000","110","7.21","1.00"
"2640","大車隊","16.72","3.50000000","110","3.35","3.64"
"2641","正德","3.43","1.49661129","111","7.01","0.95"
"2643","捷迅","4.20","5.00000000","110","6.84","1.48"
"2718","晶悅","N/A","0.00000000","110","0.00","2.05"
"2719","燦星旅","N/A","0.00000000","110","0.00","5.99"
"2724","富驛-KY","N/A","0.00000000","110","0.00","3.87"
"2726","雅茗-KY","N/A","0.00000000","110","0.00","2.56"
"2729","瓦城","42.82","7.15000000","110","3.00","3.58"
"2732","六角","27.14","4.30000000","111","2.65","4.21"
"2734","易飛網","N/A","0.00000000","110","0.00","4.97"
"2736","富野","30.53","0.00000000","110","0.00","0.96"
"2740","天蔥","N/A","0.00000000","111","0.00","5.67"
"2743","山富","N/A","0.00000000","110","0.00","4.52"
"2745","五福","N/A","0.00000000","110","0.00","4.47"
"2752","豆府","27.11","10.00000000","111","3.85","7.15"
"2754","亞洲藏壽司","28.21","0.44974719","110","0.31","4.55"
"2755","揚秦","24.29","5.30000000","111","4.16","4.28"
"2756","聯發國際","13.88","4.50000000","111","3.59","4.18"
"2916","滿心","9.88","3.00000000","111","9.23","1.68"
"2924","宏太-KY","N/A","0.00000000","110","0.00","6.16"
"2926","誠品生活","N/A","0.00000000","111","0.00","4.18"
"2937","集雅社","9.19","1.30000000","111","3.71","1.72"
"2947","振宇五金","26.54","2.20000000","111","2.39","2.47"
"3064","泰偉","N/A","0.00000000","111","0.00","4.32"
"3066","李洲","12.03","0.00000000","110","0.00","2.06"
"3067","全域","6.75","0.00000000","110","0.00","2.68"
"3071","協禧","11.74","1.60000000","110","6.25","1.82"
"3078","僑威","11.66","2.35000000","111","6.44","1.47"
"3081","聯亞","31.16","3.50000000","111","3.11","2.37"
"3083","網龍","N/A","0.00000000","111","0.00","3.31"
"3085","新零售","N/A","0.00000000","110","0.00","3.53"
"3086","華義","45.64","3.50000000","110","4.65","5.33"
"3088","艾訊","11.44","3.50000000","111","4.59","1.96"
"3089","億杰","N/A","0.00000000","110","0.00","6.14"
"3093","港建*","12.71","6.30000000","110","3.94","4.88"
"3095","及成","N/A","0.00000000","110","0.00","5.99"
"3105","穩懋","38.94","2.50000000","111","1.51","2.11"
"3114","好德","6.57","1.50000000","110","5.52","1.06"
"3115","富榮綱","N/A","0.00000000","110","0.00","2.09"
"3118","進階","16.39","1.70000000","111","5.76","1.77"
"3122","笙泉","59.22","0.24000000","111","0.90","2.08"
"3128","昇銳","23.76","0.70000000","110","1.70","2.84"
"3131","弘塑","9.83","17.00000000","110","6.20","2.47"
"3141","晶宏","9.74","4.00146342","110","3.85","3.10"
"3147","大綜","8.79","4.50000000","111","7.63","2.04"
"3152","璟德","50.13","3.59000000","111","1.80","3.88"
